kepoi_name,disposition,pdisposition,orb_period,impact,duration,depth,prad,teq,insol,steff,slogg,srad,right_ascension,declination
K02418.01,CONFIRMED,CANDIDATE,86.829519,0.953,7.464,751.0,1.68,196.0,0.35,3576.0,4.791,0.463,297.48669,46.996712
K02419.01,CONFIRMED,CANDIDATE,9.95667035,0.949,3.534,586.8,3.41,946.0,189.48,6165.0,4.365,1.115,283.2645,41.711449
K02420.01,CONFIRMED,CANDIDATE,10.41728722,0.12,4.125,210.4,1.64,870.0,135.34,5557.0,4.288,1.151,288.58835,42.605659
K02493.01,CONFIRMED,CANDIDATE,0.663085361,0.841,1.1522,322.7,1.6,1681.0,1894.94,5172.0,4.6,0.767,297.84148999999996,46.967682
K02494.01,CONFIRMED,CANDIDATE,19.1187425,0.74,6.805,217.5,2.33,823.0,108.48,5862.0,4.148,1.463,295.59125,42.555240999999995
K02496.01,FALSE POSITIVE,FALSE POSITIVE,1.183818383,0.17,1.393,84.3,0.91,1775.0,2337.65,6014.0,4.459,0.992,297.04852,46.867981
K00250.03,CONFIRMED,CANDIDATE,3.5439197019999997,0.022,1.8717,507.0,1.21,652.0,42.68,3879.0,4.708,0.537,284.94097999999997,46.56654
K02569.01,CANDIDATE,CANDIDATE,8.28157072,0.042,3.1,139.2,1.37,956.0,197.82,5640.0,4.288,1.175,296.603,44.14082
K02571.01,CANDIDATE,CANDIDATE,0.82628442,0.28,0.9603,134.9,0.96,1629.0,1654.69,5218.0,4.548,0.829,293.13705,42.350479
K02572.01,CANDIDATE,CANDIDATE,6.37705295,0.234,1.949,502.8,2.15,935.0,180.66,5672.0,4.503,0.965,281.59235,43.177879
K02647.01,CONFIRMED,CANDIDATE,8.83929462,0.924,1.719,316.2,1.94,778.0,86.5,5330.0,4.4910000000000005,0.87,290.98922999999996,50.30806
K02649.01,CONFIRMED,CANDIDATE,7.56126152,0.253,2.851,180.6,1.2,891.0,149.17,5853.0,4.529,0.895,284.28713999999997,42.35561
K02650.01,CONFIRMED,CANDIDATE,34.9897847,0.034,4.208,498.5,1.14,292.0,1.71,3765.0,4.725,0.521,293.51108,45.136589
K02650.02,CONFIRMED,CANDIDATE,7.05429483,0.48,1.716,359.3,1.0,497.0,14.46,3765.0,4.725,0.521,293.51108,45.136589
K02421.01,CANDIDATE,CANDIDATE,2.27050106,0.473,1.903,106.7,0.55,903.0,157.05,4671.0,4.721,0.528,298.41931,45.071442
K02422.01,CONFIRMED,CANDIDATE,26.7838935,0.036,4.584,365.3,1.59,523.0,17.69,5242.0,4.512,0.856,296.55005,49.102321999999994
K02423.01,CONFIRMED,CANDIDATE,45.126216,0.49,6.656,373.1,2.32,604.0,31.54,6499.0,4.378,1.169,297.37509,46.662209000000004
K02424.01,CONFIRMED,CANDIDATE,11.94019101,0.348,2.866,631.7,1.86,625.0,35.99,5073.0,4.607,0.748,287.52203,51.375858
K02425.01,FALSE POSITIVE,FALSE POSITIVE,3.51295674,0.499,3.06,83.1,1.1,1434.0,999.6,6453.0,4.3260000000000005,1.17,295.96283,50.24025
K02498.01,CONFIRMED,CANDIDATE,6.73808701,0.148,2.591,92.9,0.73,786.0,90.19,5168.0,4.566,0.769,291.62878,41.208599
K02499.01,FALSE POSITIVE,FALSE POSITIVE,7.57571414,0.413,2.357,418.5,2.45,1075.0,315.8,6418.0,4.395,1.171,295.0174,40.728001
K02501.01,FALSE POSITIVE,FALSE POSITIVE,4.76887671,0.654,1.672,115.8,2.11,1532.0,1303.61,6063.0,3.926,1.855,294.50977,40.726452
K02573.01,CANDIDATE,CANDIDATE,1.347512632,1.252,1.9817,2651.8,23.45,1346.0,775.18,5316.0,4.585,0.685,298.77756,44.119942
K02576.01,FALSE POSITIVE,FALSE POSITIVE,12.07760884,0.264,2.233,151.0,1.03,708.0,59.51,5370.0,4.471,0.845,288.77112,39.66798
K02578.01,CANDIDATE,CANDIDATE,13.33094869,1.199,1.426,725.6,25.95,815.0,104.37,5991.0,4.394,1.039,281.26013,42.403290000000005
K02651.01,FALSE POSITIVE,FALSE POSITIVE,6.38315744,0.029,1.7075,1112.6,2.35,787.0,91.0,5262.0,4.623,0.714,285.57492,49.960892
K00255.01,CONFIRMED,CANDIDATE,27.52194772,0.35,4.047,2312.8,2.47,314.0,2.28,3780.0,4.746,0.511,287.85812000000004,42.542629
K02652.01,CONFIRMED,CANDIDATE,16.1289679,0.968,6.271,389.0,2.94,715.0,61.87,5392.0,4.314,1.087,285.27643,39.446911
K02654.01,CONFIRMED,CANDIDATE,13.5631157,0.704,5.438,336.4,1.75,733.0,68.41,5853.0,4.529,0.895,297.33945,46.347252000000005
K02655.01,CONFIRMED,CANDIDATE,16.2959916,0.213,2.116,369.6,1.83,678.0,49.81,5495.0,4.442,0.961,294.47832999999997,46.945862
K02426.01,CONFIRMED,CANDIDATE,4.16056658,0.069,2.61,75.8,0.7,985.0,222.54,5481.0,4.574,0.815,284.90302,43.953959999999995
K02427.01,FALSE POSITIVE,FALSE POSITIVE,2.93101771,0.523,2.231,199.1,1.15,1134.0,390.28,5485.0,4.5,0.788,283.02725,47.249882
K00245.01,CONFIRMED,CANDIDATE,39.79220077,0.019,4.466,610.4,1.9,458.0,10.38,5437.0,4.571000000000001,0.781,284.05953999999997,44.518215000000005
K02428.01,FALSE POSITIVE,FALSE POSITIVE,16.2276756,0.633,3.699,525.8,2.11,648.0,41.57,5328.0,4.447,0.883,297.18564,46.825298
K02429.01,FALSE POSITIVE,FALSE POSITIVE,1.595630597,1.21,1.793,259.6,17.94,1346.0,778.05,5632.0,4.6160000000000005,0.729,299.07828,46.786159999999995
K02503.01,CANDIDATE,CANDIDATE,14.8200596,0.059,3.902,184.9,0.96,552.0,21.92,4825.0,4.603,0.732,294.39105,44.762959
K02504.01,CANDIDATE,CANDIDATE,20.49041,0.011,4.369,661.8,2.34,625.0,36.01,5681.0,4.524,0.923,296.18829,43.936852
K02506.01,CONFIRMED,CANDIDATE,8.679037,0.224,2.864,301.6,1.79,949.0,191.84,6117.0,4.42,1.027,288.77182,42.213219
K02507.01,CANDIDATE,CANDIDATE,11.1296971,0.572,2.942,371.0,1.93,843.0,119.44,6122.0,4.487,0.964,296.60141,44.32526
K02579.01,CANDIDATE,CANDIDATE,2.7296036,0.509,2.721,145.6,1.53,1455.0,1056.15,5887.0,4.292,1.235,293.98871,46.718021
K02580.01,CONFIRMED,CANDIDATE,3.11604194,0.195,1.7763,345.2,1.59,1123.0,375.55,5591.0,4.559,0.86,295.35446,48.5154
K02581.01,CANDIDATE,CANDIDATE,12.7372371,0.364,3.358,100.8,0.87,697.0,55.82,5420.0,4.502,0.868,294.35092000000003,50.081089
K02582.01,CANDIDATE,CANDIDATE,40.0306267,0.322,4.815,214.5,2.01,617.0,34.19,5855.0,4.227,1.373,295.84653,49.936131
K02668.01,CONFIRMED,CANDIDATE,0.679336747,0.209,1.2188,240.7,1.4,1883.0,2982.78,5440.0,4.4910000000000005,0.913,283.92004,40.740131
K02671.02,FALSE POSITIVE,FALSE POSITIVE,17.5509742,0.2023,4.064,3859.0,5.97,700.0,56.9,5780.0,4.438,1.0,290.23032,37.777481
K02672.01,CONFIRMED,CANDIDATE,88.5122014,0.242,6.8214,2518.7,4.7,390.0,5.47,5593.0,4.45,0.945,296.13281,48.977402000000005
K02430.01,FALSE POSITIVE,FALSE POSITIVE,10.21507506,0.1,3.395,258.6,1.5,780.0,87.48,5406.0,4.433,0.95,288.10607999999996,38.659061
K02431.01,FALSE POSITIVE,FALSE POSITIVE,8.3806973,0.5317,3.028,650.8,1.91,701.0,57.04,5062.0,4.601,0.735,293.24487,45.298279
K02432.01,CONFIRMED,CANDIDATE,31.0572947,0.335,3.401,636.6,1.85,480.0,12.57,5395.0,4.615,0.734,295.62469,42.545898
K02433.01,CONFIRMED,CANDIDATE,15.1622287,0.959,7.332,479.8,3.12,829.0,111.74,6325.0,4.409,1.112,294.33847000000003,50.33654
K02433.02,CONFIRMED,CANDIDATE,10.04378351,0.953,5.548,437.9,2.94,951.0,193.39,6325.0,4.409,1.112,294.33847000000003,50.33654
K02508.01,FALSE POSITIVE,FALSE POSITIVE,7.10397925,0.192,1.5398,370.5,1.51,818.0,105.84,5488.0,4.584,0.789,297.90738,45.032309999999995
K02509.01,CONFIRMED,CANDIDATE,4.5513988,0.248,2.457,188.7,1.13,907.0,159.65,5009.0,4.4910000000000005,0.84,286.48364,46.752621000000005
K00248.02,CONFIRMED,CANDIDATE,10.91274065,0.685,2.1801,1387.2,2.13,443.0,9.12,3834.0,4.708,0.539,292.29458999999997,40.591789
K02510.01,FALSE POSITIVE,FALSE POSITIVE,12.2141545,1.175,10.262,535.8,18.13,683.0,51.37,5435.0,4.578,0.824,299.03641,40.583172
K02511.01,FALSE POSITIVE,FALSE POSITIVE,3.732261,0.4,2.054,153.6,1.09,1119.0,369.47,5762.0,4.495,0.867,291.35867,44.424252
K02583.01,CANDIDATE,CANDIDATE,3.03267135,0.238,1.774,42.4,0.6,1187.0,468.31,5640.0,4.492,0.921,283.42911000000004,47.59251
K02585.01,CONFIRMED,CANDIDATE,5.34182466,0.07,3.577,70.5,0.95,1125.0,379.09,5767.0,4.287,1.135,288.66077,43.36808
K02586.01,CONFIRMED,CANDIDATE,2.131945045,0.209,1.8061,269.4,1.66,1418.0,955.16,5845.0,4.468999999999999,1.013,290.17618,46.698341
K02587.01,CONFIRMED,CANDIDATE,12.9462567,0.109,9.568,168.7,1.13,764.0,80.34,6058.0,4.54,0.867,295.46234,40.77697
K02588.01,CANDIDATE,CANDIDATE,5.77957133,0.946,2.5213,396.6,1.5,598.0,30.22,4102.0,4.687,0.581,289.74277,50.787040999999995
K02656.01,CANDIDATE,CANDIDATE,6.77367892,0.228,3.579,150.7,1.33,1083.0,324.84,6392.0,4.425,1.072,296.00543,44.718509999999995
K02657.01,CANDIDATE,CANDIDATE,5.22402436,0.12,2.608,48.1,0.58,941.0,185.16,5487.0,4.512,0.84,292.76175,45.727242
K02658.01,CANDIDATE,CANDIDATE,11.6601667,0.983,5.882,181.0,2.08,834.0,114.36,5791.0,4.381,1.083,286.22463999999997,44.654469
K02659.01,FALSE POSITIVE,FALSE POSITIVE,89.465468,0.931,9.88,67.9,2.57,549.0,21.43,5192.0,3.773,2.46,284.79694,45.099090999999994
K02660.01,CONFIRMED,CANDIDATE,18.0161227,0.023,4.016,499.5,2.39,768.0,82.38,6245.0,4.406000000000001,1.065,292.86984,46.741859000000005
K02434.01,FALSE POSITIVE,FALSE POSITIVE,40.8777605,1.262,9.745,719.1,29.55,526.0,18.15,5930.0,4.489,0.937,292.35745,42.389148999999996
K02435.01,CANDIDATE,CANDIDATE,6.80243431,1.0,3.817,249.1,2.6,895.0,151.72,5836.0,4.561,0.816,291.37408,40.263371
K02436.01,CONFIRMED,CANDIDATE,84.5733346,0.024,5.762,891.6,2.59,366.0,4.26,5418.0,4.543,0.888,295.62927,44.69062
K00245.02,CONFIRMED,CANDIDATE,21.30181863,0.086,3.8763,87.3,0.72,564.0,23.89,5437.0,4.571000000000001,0.781,284.05953999999997,44.518215000000005
K02437.01,CONFIRMED,CANDIDATE,4.14789051,0.878,3.829,137.6,1.93,1389.0,878.32,6150.0,4.223,1.417,297.90578999999997,40.162861
K02512.01,CANDIDATE,CANDIDATE,15.92108138,0.972,1.5443,716.8,3.14,645.0,40.88,5595.0,4.57,0.82,284.71988,46.25079
K02513.01,CANDIDATE,CANDIDATE,19.0054098,1.228,1.843,542.4,28.47,758.0,78.19,6347.0,4.423,1.036,293.66885,46.37925
K02514.01,FALSE POSITIVE,FALSE POSITIVE,1.96433113,0.16,2.381,139.1,1.33,1638.0,1704.63,6306.0,4.405,1.121,297.40906,39.490292
K02516.01,CANDIDATE,CANDIDATE,2.81043228,0.351,3.874,47.4,1.43,1701.0,1978.53,5415.0,3.8680000000000003,2.079,295.45367000000005,42.858799
K02517.01,CONFIRMED,CANDIDATE,0.9685276829999999,0.941,1.3672,114.6,1.21,1677.0,1867.0,5580.0,4.538,0.886,289.88437000000005,45.211498
K02590.01,FALSE POSITIVE,FALSE POSITIVE,11.7489907,0.1228,4.043,36.7,1.01,1114.0,363.51,6440.0,4.081,1.655,293.50702,50.450119
K00251.01,CONFIRMED,CANDIDATE,4.164384505,0.59,1.8464,2338.0,2.54,590.0,28.75,3808.0,4.754,0.508,298.25812,47.604939
K02662.01,CONFIRMED,CANDIDATE,2.10433534,0.872,1.1168,242.1,0.79,662.0,45.34,3605.0,4.837,0.433,285.92888999999997,38.520981
K02664.01,CONFIRMED,CANDIDATE,28.8431751,0.913,3.171,756.7,2.66,491.0,13.77,5151.0,4.5280000000000005,0.785,298.73523,40.76416
K02665.01,FALSE POSITIVE,FALSE POSITIVE,1.112207126,0.402,1.35,54.7,0.73,1797.0,2467.09,6046.0,4.486000000000001,0.972,291.5321,50.681599
K02666.01,CANDIDATE,CANDIDATE,64.034363,0.985,9.174,758.8,3.47,411.0,6.72,5691.0,4.561,0.783,284.11978,40.524281
K02667.01,FALSE POSITIVE,FALSE POSITIVE,1.303576682,0.08,1.021,245.5,1.51,1694.0,1940.45,6045.0,4.494,0.955,293.62442000000004,38.732479
K02438.01,FALSE POSITIVE,FALSE POSITIVE,1.958577398,0.59,2.388,453.0,1.8,1252.0,579.19,5402.0,4.5680000000000005,0.816,284.14609,40.272331
K02439.01,CONFIRMED,CANDIDATE,5.19103699,0.117,4.222,290.1,1.92,1183.0,462.91,6321.0,4.417,1.125,293.12737999999996,42.320099
K02440.01,CONFIRMED,CANDIDATE,4.86638504,0.176,2.296,143.8,1.32,1121.0,372.7,5688.0,4.333,1.111,282.99973,40.557449
K02441.01,FALSE POSITIVE,FALSE POSITIVE,4.79176993,0.372,4.52,116.6,0.81,883.0,143.74,5138.0,4.5360000000000005,0.756,290.23987,39.564529
K02442.01,CONFIRMED,CANDIDATE,25.1933989,0.679,4.62,481.2,1.95,513.0,16.34,5009.0,4.4910000000000005,0.84,289.85889,48.693851
K02519.01,CANDIDATE,CANDIDATE,4.790912471,0.969,0.5134,360.7,2.25,717.0,62.51,4359.0,4.601,0.676,288.9039,39.154209
K02520.01,CONFIRMED,CANDIDATE,6.49441464,0.911,2.344,357.3,1.75,732.0,68.05,4769.0,4.5569999999999995,0.742,284.58578,47.079529
K00248.03,CONFIRMED,CANDIDATE,2.576571021,0.187,1.5997,852.8,1.57,717.0,62.42,3834.0,4.708,0.539,292.29458999999997,40.591789
K02521.01,CONFIRMED,CANDIDATE,28.4750006,0.835,4.718,763.8,2.64,489.0,13.5,4996.0,4.497,0.831,285.86929,42.728088
K02593.01,CONFIRMED,CANDIDATE,14.7966306,0.182,5.613,56.1,0.98,874.0,138.25,6175.0,4.2989999999999995,1.307,281.83533,44.155918
K02594.01,CONFIRMED,CANDIDATE,11.25401871,0.603,4.759,433.4,2.42,888.0,147.13,5995.0,4.351,1.118,280.25838999999996,43.835758
K02595.01,CONFIRMED,CANDIDATE,9.18244299,0.257,4.318,87.6,1.24,1052.0,289.74,6194.0,4.242,1.314,290.99527,45.192211
K02595.02,CONFIRMED,CANDIDATE,14.6134781,0.086,5.266,72.8,1.12,901.0,155.87,6194.0,4.242,1.314,290.99527,45.192211
K02672.02,CONFIRMED,CANDIDATE,42.9923284,0.643,4.726,1120.1,3.32,496.0,14.33,5593.0,4.45,0.945,296.13281,48.977402000000005
K00257.01,CONFIRMED,CANDIDATE,6.88341278,0.083,2.0674,487.4,2.63,1080.0,321.63,6139.0,4.359,1.193,284.63518999999997,40.71983
K02674.02,CONFIRMED,CANDIDATE,11.1726723,0.504,6.106,76.8,1.5,1019.0,255.06,5616.0,4.004,1.674,289.65125,43.824421
K02674.03,CONFIRMED,CANDIDATE,2.53573284,0.054,3.989,68.0,1.36,1671.0,1842.18,5616.0,4.004,1.674,289.65125,43.824421
K02443.01,CONFIRMED,CANDIDATE,6.79164656,0.121,3.343,102.6,1.01,994.0,230.81,5772.0,4.351,1.003,287.79819,45.656712
K02443.02,CONFIRMED,CANDIDATE,11.8376933,0.557,3.381,92.9,1.0,826.0,110.03,5772.0,4.351,1.003,287.79819,45.656712
K02444.01,CONFIRMED,CANDIDATE,18.5525162,0.78,4.385,771.5,2.53,612.0,33.14,5569.0,4.566,0.829,294.57623,38.45697
K02445.01,CANDIDATE,CANDIDATE,47.3659328,1.085,7.929,757.0,11.97,481.0,12.62,5708.0,4.482,0.902,289.88446,41.906551
K00245.03,CONFIRMED,CANDIDATE,13.3669309,0.4064,3.733,12.2,0.27,656.0,43.71,5417.0,4.567,0.772,284.05953999999997,44.518215000000005
K02521.02,CANDIDATE,CANDIDATE,4.86634094,0.895,1.885,366.7,1.94,881.0,142.39,4996.0,4.497,0.831,285.86929,42.728088
K02522.01,CANDIDATE,CANDIDATE,5.60402307,0.8,1.0273,224.9,1.25,774.0,84.65,4847.0,4.581,0.737,299.38159,45.592239
K02523.01,CONFIRMED,CANDIDATE,13.0313583,0.813,4.521,573.3,2.88,774.0,84.94,5514.0,4.345,1.071,299.16953,43.44109
K02524.01,CONFIRMED,CANDIDATE,40.9905002,0.048,7.336,297.3,2.41,627.0,36.5,5842.0,4.17,1.41,287.83847000000003,43.153228999999996
K02525.01,CANDIDATE,CANDIDATE,57.2932309,0.021,4.878,773.6,1.95,355.0,3.76,4806.0,4.564,0.729,285.29193,41.255691999999996
K02597.01,CONFIRMED,CANDIDATE,8.00504749,0.054,3.32,187.5,1.52,1035.0,271.68,6398.0,4.4110000000000005,1.101,296.30197000000004,50.672321000000004
K02597.02,CONFIRMED,CANDIDATE,12.13070414,0.083,3.843,211.2,1.61,901.0,155.85,6398.0,4.4110000000000005,1.101,296.30197000000004,50.672321000000004
K02598.01,CANDIDATE,CANDIDATE,29.2254372,0.384,5.293,174.1,1.35,614.0,33.69,6049.0,4.461,1.008,292.32419,43.033451
K02600.01,FALSE POSITIVE,FALSE POSITIVE,1.33255087,0.415,3.565,123.3,1.19,1728.0,2107.29,5774.0,4.3469999999999995,1.054,294.53516,46.506149
K02375.01,FALSE POSITIVE,FALSE POSITIVE,40.8792243,0.79,7.005,413.6,1.62,437.0,8.59,5383.0,4.609,0.72,292.36026,42.398022
K02376.01,CONFIRMED,CANDIDATE,18.8262877,0.198,2.344,795.8,2.34,591.0,28.85,5215.0,4.481,0.845,285.14264,49.800671
K02377.01,CANDIDATE,CANDIDATE,13.9034057,0.871,3.408,261.4,1.55,646.0,41.08,5261.0,4.523,0.819,299.29227000000003,41.153079999999996
K00241.03,CONFIRMED,CANDIDATE,3.41045981,0.971,2.866,136.2,1.06,892.0,149.88,4983.0,4.66,0.651,286.75278,49.064910999999995
K02378.01,CONFIRMED,CANDIDATE,4.76702759,0.077,2.013,163.4,1.19,1046.0,282.97,5629.0,4.43,0.937,297.46362,48.181412
K02448.01,CONFIRMED,CANDIDATE,13.62801048,0.927,3.5374,912.8,3.28,639.0,39.48,5052.0,4.48,0.855,284.6062,41.196381
K02449.01,CANDIDATE,CANDIDATE,53.3580444,0.905,6.812,736.1,3.41,474.0,11.94,5481.0,4.369,1.036,291.55051000000003,50.825611
K02450.01,CONFIRMED,CANDIDATE,16.83203175,0.533,4.031,326.0,1.86,690.0,53.44,5518.0,4.4,1.008,294.00946,42.880772
K02451.01,FALSE POSITIVE,FALSE POSITIVE,13.37499553,0.045,1.639,458.1,2.01,703.0,57.85,5263.0,4.404,0.961,283.1788,41.989922
K02452.01,FALSE POSITIVE,FALSE POSITIVE,4.35370136,0.535,1.913,168.9,1.33,1179.0,456.83,5992.0,4.382,0.985,295.26068,40.766391999999996
K02527.01,CANDIDATE,CANDIDATE,1.385787741,0.35,1.6449,85.4,0.55,1008.0,245.15,4239.0,4.667,0.6,287.1427,43.616051
K02528.01,CANDIDATE,CANDIDATE,12.02295362,0.965,1.2667,778.6,3.28,776.0,85.78,5982.0,4.535,0.879,285.67377,45.639858000000004
K02529.01,CONFIRMED,CANDIDATE,16.79716262,0.899,3.83,1023.8,2.75,503.0,15.19,4652.0,4.617,0.697,301.72076,44.41206
K00248.04,CONFIRMED,CANDIDATE,18.59611518,0.014,2.3052,813.8,1.53,371.0,4.48,3834.0,4.708,0.539,292.29458999999997,40.591789
K00251.02,CONFIRMED,CANDIDATE,5.77440326,0.425,1.768,245.3,0.8,529.0,18.6,3808.0,4.754,0.508,298.25812,47.604939
K02601.01,FALSE POSITIVE,FALSE POSITIVE,2.622134451,0.664,4.735,128.2,1.64,1548.0,1359.14,5864.0,4.199,1.369,292.99469,43.180671999999994
K02602.01,CONFIRMED,CANDIDATE,11.47685263,0.07,2.756,240.6,1.58,796.0,94.94,5550.0,4.3839999999999995,1.032,289.13467,47.062988
K02603.01,CANDIDATE,CANDIDATE,73.711039,0.284,10.062,136.7,1.77,563.0,23.81,6374.0,4.1930000000000005,1.502,291.45755,37.742934999999996
K02604.01,CANDIDATE,CANDIDATE,14.43348326,1.185,2.663,526.8,16.25,558.0,22.91,4915.0,4.627,0.702,290.82437000000004,45.355019
K02379.01,FALSE POSITIVE,FALSE POSITIVE,40.0088894,1.16,3.616,582.3,20.75,585.0,27.65,6237.0,4.4030000000000005,1.023,295.06583,46.466389
K02380.01,CANDIDATE,CANDIDATE,6.35705314,0.023,1.324,272.2,1.59,990.0,227.07,5982.0,4.493,0.96,294.18561,38.108669
K02381.01,FALSE POSITIVE,FALSE POSITIVE,6.58738839,0.523,4.758,258.5,1.35,871.0,136.02,5616.0,4.564,0.822,291.17999,39.10508
K02383.01,CONFIRMED,CANDIDATE,4.37033233,0.093,2.845,177.8,1.56,1191.0,475.39,5657.0,4.282,1.182,287.40533,45.918011
K02453.01,CANDIDATE,CANDIDATE,1.530515205,0.882,0.5945,659.7,0.84,608.0,32.46,3462.0,5.004,0.259,294.46848,44.75396
K02454.01,FALSE POSITIVE,FALSE POSITIVE,1.08070294,0.688,3.363,145.6,1.04,1565.0,1419.52,5482.0,4.539,0.813,291.28632000000005,49.24308
K02455.01,FALSE POSITIVE,FALSE POSITIVE,4.74254518,0.051,1.023,305.7,1.77,1118.0,369.34,6046.0,4.478,1.007,286.50739,41.922131
K02456.01,FALSE POSITIVE,FALSE POSITIVE,18.13559979,1.194,2.019,452.7,24.49,744.0,72.36,6184.0,4.448,1.038,287.76083,40.742771000000005
K00245.04,CONFIRMED,FALSE POSITIVE,51.20690303,,8.99,,,,,,,,284.05953999999997,44.518215000000005
K02457.01,CONFIRMED,CANDIDATE,3.70429015,0.001,3.37,55.7,1.45,1839.0,2708.57,6732.0,3.958,1.927,282.30121,46.516201
K02530.01,CONFIRMED,CANDIDATE,37.3331165,0.851,7.643,187.8,2.5,657.0,44.17,5623.0,4.079,1.588,287.80557000000005,45.340548999999996
K02531.01,CANDIDATE,CANDIDATE,17.6997392,0.105,2.76,752.7,1.96,523.0,17.73,4807.0,4.583,0.742,295.10391,39.268749
K02532.01,CANDIDATE,CANDIDATE,7.9709719,0.911,1.2893,488.4,2.27,760.0,79.1,5237.0,4.572,0.826,288.02969,40.344151000000004
K02534.01,CONFIRMED,CANDIDATE,3.02558494,0.839,3.0008,128.3,1.62,1484.0,1148.47,6123.0,4.263,1.263,286.3443,37.411968
K02605.01,FALSE POSITIVE,FALSE POSITIVE,0.933746783,0.007,4.255,417.5,1.3,1309.0,696.63,4643.0,4.61,0.663,292.84448,47.550419
K02609.01,FALSE POSITIVE,FALSE POSITIVE,5.59727625,0.403,1.659,200.8,1.26,975.0,213.15,5796.0,4.522,0.876,295.43375,42.16766
K02385.01,FALSE POSITIVE,FALSE POSITIVE,50.5715805,0.074,3.726,1282.6,2.74,406.0,6.44,5262.0,4.59,0.783,282.0174,44.38578
K02386.01,CANDIDATE,CANDIDATE,16.2707207,1.187,5.707,468.0,28.42,827.0,110.79,6117.0,4.315,1.244,294.94009,39.232571
K02387.01,CONFIRMED,CANDIDATE,2.032319072,0.133,1.6762,315.5,1.87,1542.0,1333.35,6156.0,4.4430000000000005,1.05,289.18667999999997,50.937560999999995
K02458.01,CONFIRMED,CANDIDATE,4.35407371,0.734,2.427,277.1,1.63,1043.0,279.53,5455.0,4.421,0.909,290.74432,43.26078
K02460.01,CONFIRMED,CANDIDATE,11.32269749,0.951,3.517,311.0,1.51,554.0,22.24,4563.0,4.624,0.642,287.65741,48.982159
K02461.01,CONFIRMED,CANDIDATE,13.71218522,0.68,2.437,786.7,2.47,676.0,49.26,5550.0,4.562,0.831,294.53354,46.618271
K02462.01,CANDIDATE,CANDIDATE,12.14684625,0.687,6.197,70.7,1.75,1097.0,342.49,5877.0,3.927,1.963,298.9917,40.142421999999996
K02463.01,CONFIRMED,CANDIDATE,7.46718958,0.486,3.633,75.7,1.04,1035.0,271.25,6161.0,4.399,1.169,288.0593,51.35445
K02534.02,CANDIDATE,CANDIDATE,5.42204257,0.94,2.952,79.1,1.39,1222.0,527.11,6123.0,4.263,1.263,286.3443,37.411968
K02535.01,CANDIDATE,CANDIDATE,48.8882668,0.988,6.468,462.8,2.96,386.0,5.23,4821.0,4.529,0.788,284.74792,46.373619
K02536.01,CONFIRMED,CANDIDATE,51.1319346,0.829,6.019,382.3,2.43,542.0,20.36,6071.0,4.353,1.107,285.21985,38.805882000000004
K02537.01,FALSE POSITIVE,FALSE POSITIVE,133.516435,0.6285,2.196,510.0,2.01,344.0,3.3,5989.0,4.553,0.848,292.02341,48.226959
K02538.01,CANDIDATE,CANDIDATE,39.8312536,0.24,2.442,388.8,1.46,420.0,7.33,5026.0,4.58,0.759,286.28595,37.387058
K00249.01,CONFIRMED,CANDIDATE,9.549277089,0.068,1.5832,1826.9,1.57,374.0,4.62,3547.0,4.899,0.369,284.92184,45.972401
K02610.01,CANDIDATE,CANDIDATE,24.1073172,0.693,10.465,104.2,2.74,1065.0,304.22,6585.0,3.813,2.517,292.09332,37.613479999999996
K00252.01,CANDIDATE,CANDIDATE,17.60461401,0.715,3.716,2292.1,2.64,362.0,4.07,3744.0,4.737,0.516,290.40148999999997,48.822590000000005
K02611.01,FALSE POSITIVE,FALSE POSITIVE,1.228721184,0.208,1.041,465.6,1.62,1324.0,728.99,4897.0,4.542,0.764,291.85318,45.11092
K02613.01,CANDIDATE,CANDIDATE,51.5738653,0.275,2.784,900.7,2.41,417.0,7.12,5380.0,4.581,0.813,292.70342999999997,46.415871
K02615.01,CONFIRMED,CANDIDATE,4.69505576,0.204,3.058,240.0,1.49,1098.0,343.6,5999.0,4.494,0.959,290.68523999999996,43.859638000000004
K02616.01,FALSE POSITIVE,FALSE POSITIVE,0.569115976,0.068,2.028,796.9,1.8,1589.0,1504.24,4788.0,4.61,0.656,290.65125,41.234505
K00242.01,CONFIRMED,CANDIDATE,7.258450122999999,0.05,5.7297,3714.7,5.53,880.0,141.3,5638.0,4.513,0.92,290.63651,38.707668
K02388.01,FALSE POSITIVE,FALSE POSITIVE,6.0959841,0.657,10.39,112.7,0.99,988.0,225.07,5826.0,4.43,0.885,296.1181,50.51659
K02389.01,CONFIRMED,CANDIDATE,22.9221181,0.603,8.2,140.3,1.33,684.0,51.7,5897.0,4.357,1.081,291.57898,44.531712
K02390.01,CONFIRMED,CANDIDATE,16.10474503,0.224,5.712,124.1,3.21,1159.0,425.93,5822.0,3.6830000000000003,2.886,297.21578999999997,47.378521
K02392.01,CONFIRMED,CANDIDATE,7.42697378,0.337,3.206,205.2,1.4,899.0,154.52,5573.0,4.434,0.982,297.07037,42.977740999999995
K02464.01,FALSE POSITIVE,FALSE POSITIVE,0.874629873,0.665,1.782,68.1,0.72,1597.0,1538.25,5099.0,4.4910000000000005,0.832,290.30295,46.79081
K02465.01,FALSE POSITIVE,FALSE POSITIVE,5.46091846,0.4,1.781,172.0,1.25,1106.0,353.34,6319.0,4.465,0.93,295.78381,43.1824
