p_mass,p_radius,p_period,p_semi_major_axis,p_eccentricity,p_angular_distance,p_impact_parameter,s_ra,s_dec,s_mag,s_distance,s_metallicity,s_mass,s_radius,s_temperature,s_log_g,p_hill_sphere,p_distance,p_periastron,p_apastron,p_distance_eff,p_flux,p_temp_equil,p_type,s_radius_est,s_ra_h,s_ra_t,s_dec_t,s_luminosity,s_snow_line,s_abio_zone,s_tidal_lock,p_habzone_opt,p_habzone_con,p_type_temp,p_habitable,p_esi,p_radius_est,p_mass_est,p_semi_major_axis_est
1398.4432,,1056.4,2.5,0.26,21.8,,192.57207,22.863407000000002,6.427,114.54,0.07,1.94,8.03,4884.0,3.1,0.16592225,2.5845,1.85,3.15,2.5216093999999996,5.4467972,384.15952000000004,Jovian,8.03,12.838138,12 50 17.2985,+22 51 48.2652,32.871715,15.480142,0.54465489,0.47245661,0,0,Hot,0,0.22260867,12.897801,1398.4432,2.5
1433.4043,,825.9,1.82,0.03,54.7,,193.29648999999998,-3.5530980000000003,6.11,33.26,0.07,1.18,1.45,6557.0,4.19,0.18841865,1.820819,1.7654,1.8746,1.8202049999999999,1.0517152,257.95628,Jovian,1.45,12.886434,12 53 11.1610,-03 33 11.1528,3.4821332000000003,5.0383283,8.1734142,0.4207051,1,1,Warm,0,0.39449159,12.883796,1433.4043,1.82
899.45325,,324.0,0.92,0.46,25.4,,195.44553,63.610226000000004,6.008,36.22,0.07,1.4,1.5,6576.6,4.21,0.04287956,1.017336,0.4968,1.3432,0.94621524,5.0179683,364.98008,Jovian,1.5,13.029702,13 01 46.9287,+63 36 36.8136,3.7711767,5.2432699000000005,8.949032800000001,0.2917087,0,0,Hot,0,0.23088469,13.150703,899.45325,0.92
114.41808,,663.2,1.24,0.14,78.0,,196.23949,-52.442924,9.057,15.9,-0.24,0.58,0.53,4462.0,3.79,0.06209561,1.2521520000000002,1.0664,1.4136,1.2430578,0.065525996,128.42185,Jovian,0.53,13.082633,13 04 57.4793,-52 26 34.5264,0.099760507,0.85279196,0.17638773,0.38043364,0,0,Cold,0,0.13196937,13.180399,114.41808,1.24
295.58004,,1818.0,2.44,0.2,154.0,,196.23949,-52.442924,9.057,15.9,-0.24,0.58,0.53,4462.0,3.79,0.1559603,2.4888,1.952,2.928,2.4523634,0.017101861,91.430725,Jovian,0.53,13.082633,13 04 57.4793,-52 26 34.5264,0.099760507,0.85279196,0.17638773,0.38043364,0,0,Cold,0,0.082930469,13.810657999999998,295.58004,2.44
2002.3164,,610.2,1.6,0.28,13.8,,196.79471,27.624740999999997,4.82,116.34,0.13,1.49,25.11,4181.0,1.86,0.12716078,1.66272,1.152,2.048,1.616099,70.241139,726.41804,Jovian,25.11,13.119648000000002,13 07 10.7324,+27 37 29.0676,172.62462,35.474407,0.14907174,0.49702446,0,0,Hot,0,0.08514936599999999,12.695699000000001,2002.3164,1.6
362.32392000000004,,937.7000099999999,1.73,0.23,61.9,,197.66592,-35.054783,8.73,27.95,-0.05,0.6,0.76,4836.0,4.45,0.11262564,1.7757585,1.3321,2.1279,1.7416433999999998,0.097178653,140.80903999999998,Jovian,0.76,13.177729000000001,13 10 39.8242,-35 03 17.2188,0.28304859,1.4364624,0.33917532,0.38910625,0,0,Cold,0,0.15640779,13.687489000000001,362.32392000000004,1.73
113.4646,,4000.0,5.34,0.458,263.0,,198.01327,-37.803020000000004,4.85,20.29,,1.27,2.14,5641.0,3.87,0.12942295,5.9000699,2.8942799999999997,7.7857199999999995,5.4907373,0.16390027,155.22609,Jovian,2.14,13.200885999999999,13 12 03.1885,-37 48 10.8720,4.1547088,5.5034379,1.7362011000000002,0.49959609,0,0,Cold,0,0.2085639,13.115594,113.4646,5.34
262.2081,,1121.79,2.067,0.079,54.6,,198.1844,-31.873347999999996,6.687,37.85,-0.33,0.94,1.47,5844.0,4.05,0.12442034,2.0734501,1.903707,2.230293,2.0686161,0.53020358,217.14307999999997,Jovian,1.47,13.212294,13 12 44.2590,-31 52 24.0528,2.2582091,4.0573815,2.2258882,0.51534998,1,1,Warm,0,0.35055251,13.883648999999998,262.2081,2.067
3397.5814,,83.9151,0.36,0.34,8.95,,198.08226000000002,17.517122,7.301,40.23,-0.72,0.8,1.2,5869.0,4.18,0.038487965,0.380808,0.2376,0.4824,0.36541082,12.559669,468.79299000000003,Jovian,1.2,13.205485000000001,13 12 19.7449,+17 31 01.6392,1.5307617,3.3405468000000003,2.2019647,0.42826685,0,0,Hot,0,0.14835375,12.403738,3397.5814,0.36
349.6108,,493.7,1.16,0.144,56.9,,198.18243,-2.26504,7.55,20.4,0.21,0.85,,5135.0,,0.07386504,1.1720268999999999,0.99296,1.32704,1.1630274999999999,,,Jovian,,13.212163,13 12 43.7866,-02 15 54.1440,,,0.63670179,0.43700939,0,0,,0,,13.709017000000001,349.6108,1.16
194.19291,,4319.0,,0.0,,,198.18243,-2.26504,7.55,20.4,0.21,0.85,,5135.0,,0.30058092,4.9155417,4.9155417,4.9155417,4.9155419,,,Jovian,,13.212163,13 12 43.7866,-02 15 54.1440,,,0.63670179,0.43700939,0,0,,0,,14.068304999999999,194.19291,4.9155417
1535.1093,,1622.1,2.9,0.3743,56.5,,28.210558000000002,-19.506975,7.51,51.34,0.34,1.24,1.34,6030.0,,0.19488956,3.1031457000000002,1.81453,3.98547,2.9532884,0.27273925,179.03332,Jovian,1.34,1.8807040000000002,01 52 50.5343,-19 30 25.1100,2.127,3.9377443999999997,3.3603092000000006,0.44155693,0,0,Cold,0,0.27251519,12.844994999999999,1535.1093,2.9
129.67383,,223.41,0.774,0.193,15.1,,28.210558000000002,-19.506975,7.51,51.34,0.34,1.24,1.34,6030.0,,0.02943585,0.78841536,0.624618,0.923382,0.77764872,3.6185,348.89525,Jovian,1.34,1.8807040000000002,01 52 50.5343,-19 30 25.1100,2.127,3.9377443999999997,3.3603092000000006,0.44155693,0,0,Hot,0,0.26670987,14.188785999999999,129.67383,0.774
444.9592,,670.0,1.65,0.0,13.3,,200.16476,24.648699,8.04,123.68,0.09,0.83,4.89,4819.0,2.98,0.13407563,1.65,1.65,1.65,1.65,4.2439102,365.66758,Jovian,4.89,13.344318,13 20 39.5459,+24 38 55.3164,11.554045,9.1776355,0.36704208,0.43355463,0,0,Hot,0,0.24937165,13.564318,444.9592,1.65
403.64156,,907.0,,0.038,,,200.16476,24.648699,8.04,123.68,0.09,0.83,4.89,4819.0,2.98,0.13037871,1.7241985,1.6574823,1.7884268,1.7232659,3.894935,357.80984,Jovian,4.89,13.344318,13 20 39.5459,+24 38 55.3164,11.554045,9.1776355,0.36704208,0.43355463,0,0,Hot,0,0.2600915,13.622607,403.64156,1.7229544999999997
612.13673,,2621.75,3.787,0.157,117.0,,202.33796999999998,-35.570995,7.24,32.38,0.19,1.05,1.07,5732.0,4.37,0.26676436,3.8336729,3.192441,4.381558999999999,3.7987642,0.078182554,134.08926,Jovian,1.07,13.489199,13 29 21.1146,-35 34 15.5820,1.1073398,2.8412159,1.9052792,0.46169817,0,0,Cold,0,0.14207211,13.375275,612.13673,3.787
1789.3717,,433.70000999999996,1.09,0.19,4.61,,29.708696000000003,73.15238199999999,6.87,236.64,-0.74,0.72,20.58,4312.0,1.67,0.1196243,1.1096745000000001,0.8829,1.2971,1.094978,112.46708000000001,823.97839,Jovian,20.58,1.9805798,01 58 50.0874,+73 09 08.5752,131.18809,30.92509,0.14650491,0.41348709,0,0,Hot,0,0.07927674700000001,12.758664999999999,1789.3717,1.09
55.302073,,25.8,0.18,0.15,4.76,,203.10648,-47.271361999999996,7.169,37.82,,1.08,,5990.0,4.41,0.0056830636,0.182025,0.153,0.207,0.18051005,41.38244,643.42673,Jovian,1.0720418999999999,13.540432000000001,13 32 25.5568,-47 16 16.9032,1.3256213,3.1086621,2.9959545,0.47332457,0,0,Hot,0,0.12415447,8.5891438,55.302073,0.18
886.74013,,6.1335,0.07,0.31,0.757,,203.51057,53.728531000000004,8.05,92.51,0.23,1.84,2.06,5864.0,4.08,0.003787842,0.0733635,0.0483,0.0917,0.070868659,965.0341,1393.5339,Jovian,2.06,13.567372,13 34 02.5403,+53 43 42.7116,4.4957167,5.724838500000001,2.8817459999999997,0.56531486,0,0,Hot,0,0.069057152,13.158942999999999,886.74013,0.07
24.501361,2.63435,16.9841,0.13,0.04,1.14,0.68,205.37627,-9.946078,9.917,114.29,0.07,1.0,1.09,5725.0,4.33,0.0036257388,0.130104,0.1248,0.1352,0.13002602,67.71807700000001,730.61854,Neptunian,1.09,13.691752,13 41 30.3064,-09 56 45.8808,1.1435196,2.8872579,1.8521352,0.49239049,0,0,Hot,0,0.24340763,2.63435,24.501361,0.13
197.68902,,1945.0,3.16,0.041,94.1,,29.290026,-10.242428,6.42,33.57,0.122,1.12,,5349.0,4.03,0.1700379,3.162656,3.03044,3.28956,3.1606647999999997,0.21017837,172.44671,Jovian,1.6908648999999998,1.9526685000000001,01 57 09.6066,-10 14 32.7408,2.0969924,3.9098688999999998,1.0081806,0.47909739,0,0,Cold,0,0.2325559,14.057264000000002,197.68902,3.16
25.044847,,37.91,0.229,0.3,6.82,,29.290026,-10.242428,6.42,33.57,0.122,1.12,,5349.0,4.03,0.0045173683000000004,0.239305,0.1603,0.2977,0.23165575,41.918448,636.9752900000001,Neptunian,1.6908648999999998,1.9526685000000001,01 57 09.6066,-10 14 32.7408,2.0969924,3.9098688999999998,1.0081806,0.47909739,0,0,Hot,0,0.16911754,5.386669599999999,25.044847,0.229
2078.5951,,711.0,1.93,0.4,28.4,,28.733881,-67.647301,4.69,68.05,-0.21,1.91,10.09,4970.0,2.9,0.11914412,2.0844,1.158,2.702,1.9707947000000001,16.302052,495.67652999999996,Jovian,10.09,1.9155921999999999,01 54 56.1318,-67 38 50.2836,55.65401899999999,20.142438000000002,0.62810381,0.45754397,0,0,Hot,0,0.13078847,12.674831,2078.5951,1.93
1430.226,,2082.0,4.3,0.66,41.6,,205.66333999999998,78.064438,5.899,103.35,0.09,2.39,9.12,4892.0,2.71,0.12323522,5.23654,1.462,7.138,4.5768371,3.0725127999999997,304.38147999999995,Jovian,9.12,13.71089,13 42 39.2054,+78 03 51.9768,42.679971,17.639076,0.59195552,0.61680862,0,0,Hot,0,0.29585163,12.885055,1430.226,4.3
479.92028,,63.33,0.33,0.03,7.91,,209.32182,-56.040043000000004,7.517,41.71,0.15,1.62,1.07,6027.0,4.59,0.021344644,0.3301485,0.3201,0.3399,0.33003717,12.434508000000001,478.33123,Jovian,1.07,13.954789000000002,13 57 17.2401,-56 02 24.1548,1.3535084,3.1411903999999997,3.6545900000000002,0.54182137,0,0,Hot,0,0.14329122,13.51925,479.92028,0.33
947.12745,,58.83,0.297,0.07,5.81,,30.611373999999998,2.815859,8.17,51.1,0.05,1.01,,5920.0,4.65,0.027042922999999996,0.29772765,0.27621,0.31779,0.29718221,7.7348231,424.48042999999996,Jovian,0.78643093,2.0407584,02 02 26.7301,+02 48 57.0924,0.68060737,2.2274712,2.5978027000000004,0.46286917,0,0,Hot,0,0.18413214,13.120853,947.12745,0.297
6.356560099999999,,9.6737,0.08,0.0,2.83,,215.3466,-40.393947999999995,9.03,28.22,0.08,0.29,0.74,4691.0,4.17,0.002239494,0.08,0.08,0.08,0.080000002,37.122212,628.8591299999999,Superterran,0.74,14.356441,14 21 23.1874,-40 23 38.2128,0.23758216,1.3160448,0.20748469,0.3053635,0,0,Hot,0,0.26936269,2.4020004,6.356560099999999,0.08
985.26681,,557.04,1.372,0.4553,23.8,,215.22297999999998,-17.481522000000002,8.31,57.72,0.22,1.11,1.05,5841.0,,0.071841213,1.5142065,0.7473284,1.9966716,1.4102376,0.68604546,222.15331,Jovian,1.05,14.348199,14 20 53.5172,-17 28 53.4792,1.1497834999999998,2.8951549,2.3406152999999996,0.40737531,1,1,Warm,0,0.37908459,13.098082000000002,985.26681,1.372
17.480539999999998,,4.15514,0.0524,0.049,0.908,,215.22297999999998,-17.481522000000002,8.31,57.72,0.22,1.11,1.05,5841.0,,0.0012494176,0.052462906,0.0498324,0.0549676,0.052415743,419.25234,1152.3066,Neptunian,1.05,14.348199,14 20 53.5172,-17 28 53.4792,1.1497834999999998,2.8951549,2.3406152999999996,0.40737531,0,0,Hot,0,0.16833399,4.3585296,17.480539999999998,0.0524
2313.7879,,2835.0,4.06,0.1172,70.3,,215.22297999999998,-17.481522000000002,8.31,57.72,0.22,1.11,1.05,5841.0,,0.45797358,4.087883799999999,3.584168,4.535832,4.0670032,0.07023723,130.81624,Jovian,1.05,14.348199,14 20 53.5172,-17 28 53.4792,1.1497834999999998,2.8951549,2.3406152999999996,0.40737531,0,0,Cold,0,0.1390396,12.615191000000001,2313.7879,4.06
622.94289,,133.60001,0.54,0.04,2.95,,34.748653000000004,85.736153,6.98,183.15,-0.57,0.67,11.02,4835.0,2.18,0.05061058400000001,0.540432,0.5184,0.5616,0.54010807,204.07882,962.64026,Jovian,11.02,2.316577,02 18 59.6772,+85 44 10.1508,59.461758999999994,20.820092000000002,0.35127937,0.40368511,0,0,Hot,0,0.072228559,13.364981,622.94289,0.54
75.325237,,960.41,1.837,0.035,48.7,,216.88737000000003,-51.933085999999996,7.847,37.69,-0.1,0.9,0.98,5638.0,4.38,0.077562953,1.8381252000000001,1.772705,1.9012950000000002,1.8372814,0.25780358,181.49612,Jovian,0.98,14.459159,14 27 32.9727,-51 55 59.1096,0.86944294,2.517586,1.5399546999999998,0.50413102,0,0,Cold,0,0.28389056,10.303699,75.325237,1.837
772.32205,,262.70862,0.84,0.38,22.2,,31.142865999999998,25.414305,7.425,37.89,0.36,1.2,1.2,5645.0,4.36,0.044977493,0.900648,0.5208,1.1592,0.85593363,2.0073031,294.61279,Jovian,1.2,2.0761912000000002,02 04 34.2882,+25 24 51.4980,1.3101075,3.0904181,1.7154458,0.49024316,0,0,Hot,0,0.34769401,13.239175,772.32205,0.84
575.90434,,1708.0,2.8145,0.031,74.3,,31.142865999999998,25.414305,7.425,37.89,0.36,1.2,1.2,5645.0,4.36,0.21358296,2.8158524,2.7272505000000002,2.9017494999999998,2.8148383999999997,0.16546769,162.45943,Jovian,1.2,2.0761912000000002,02 04 34.2882,+25 24 51.4980,1.3101075,3.0904181,1.7154458,0.49024316,0,0,Cold,0,0.20803241,13.411230999999999,575.90434,2.8145
130.30948,,1244.0,2.37,0.41,32.4,,216.70117000000002,-5.17778,8.788,73.25,0.54,1.26,1.32,5568.0,4.3,0.06565292,2.5691985,1.3983,3.3417,2.422787,0.29288772,181.15305,Jovian,1.32,14.446746,14 26 48.2840,-05 10 40.0080,1.5004911,3.3073525000000004,1.5275275,0.49828136,0,0,Cold,0,0.27414614,14.229710999999998,130.30948,2.37
562.23774,,453.019,1.084,0.303,65.6,,219.00232999999997,9.746518,7.51,16.52,,0.83,0.76,,4.61,0.066373477,1.1337605,0.755548,1.412452,1.096832,,,Jovian,0.76,14.600156,14 36 00.5631,+09 44 47.4648,,,,0.33390998,0,0,,0,,13.425410000000001,562.23774,1.084
1204.2503,,921.538,1.74,0.159,105.0,,219.00232999999997,9.746518,7.51,16.52,,0.83,0.76,,4.61,0.16570795,1.7619945,1.4633399999999999,2.01666,1.7455450000000001,,,Jovian,0.76,14.600156,14 36 00.5631,+09 44 47.4648,,,,0.33390998,0,0,,0,,12.982924,1204.2503,1.74
282.86692,,298.2,0.87,0.57,33.4,,219.27035,-25.802563,8.29,26.03,0.17,0.65,0.85,4875.0,4.52,0.028357146,1.0113315,0.3741,1.3659,0.90981016,0.58789859,207.69487,Jovian,0.85,14.618023999999998,14 37 04.8879,-25 48 09.2268,0.36561582,1.6325867,0.37248622,0.45484416,1,1,Warm,0,0.3612769,13.837399,282.86692,0.87
508.5248,,1840.0,2.9,0.7,42.9,,221.51277000000002,-68.762749,8.8,67.57,0.25,0.99,,,,0.069694222,3.6105,0.87,4.93,3.1154787,,,Jovian,,14.767519,14 46 03.0681,-68 45 45.8964,,,,0.45979353,0,0,,0,,13.484857,508.5248,2.9
365.5022,,10.70871,0.0925,0.029,2.9,,221.88637000000003,-0.281476,8.031,31.91,,0.92,0.85,5387.0,4.52,0.006604605699999999,0.092538896,0.0898175,0.0951825,0.09250973300000001,63.74023100000001,719.7469,Jovian,0.85,14.792425,14 47 32.7311,+00 16 53.3136,0.54514797,1.9935217,1.0078922,0.4486907,0,0,Hot,0,0.082044016,13.682229999999999,365.5022,0.0925
572.0904099999999,,896.0,2.01,0.181,15.2,,223.34595,18.235401,7.8,132.34,,1.34,4.44,4846.0,3.18,0.12398956,2.0429247999999998,1.64619,2.3738099999999998,2.0183211,2.4514848,316.80851,Jovian,4.44,14.889731,14 53 23.0301,+18 14 07.4436,9.7406564,8.426706800000002,0.45102776,0.50861137,0,0,Hot,0,0.32227696,13.415153,572.0904099999999,2.01
6076.8714,,1951.0,3.17,0.64,59.9,,225.02531000000002,-73.53533900000001,8.128,52.89,0.3,1.19,1.08,5892.0,4.45,0.19657337,3.8192160000000004,1.1412,5.1988,3.3596585,0.16311557,147.24621000000002,Jovian,1.08,15.001688,15 00 06.0782,-73 32 07.2204,1.2594678999999998,3.0301025000000004,2.6149098,0.48887757,0,0,Cold,0,0.21403415,12.090441,6076.8714,3.17
1052.0107,,2613.0,4.1,0.563,27.4,,32.057426,-24.69541,8.34,149.57,,1.35,2.39,5671.0,3.72,0.16492227,4.7497864000000005,1.7917,6.4083,4.2824324,0.3810089,186.73702,Jovian,2.39,2.1371618,02 08 13.7826,-24 41 43.4760,5.293257700000001,6.2119119000000005,1.865636,0.50987343,0,0,Cold,0,0.31565956,13.060361,1052.0107,4.1
3480.2166,,471.60000999999994,1.25,0.27,2.48,,32.417381,32.316437,7.556,504.71,-0.37,2.24,38.41,4175.0,1.62,0.10571522,1.2955625,0.9125,1.5875,1.2616729,266.94382,1015.3653,Jovian,38.41,2.1611588,02 09 40.1718,+32 18 59.1732,401.60876,54.10848299999999,0.16902043,0.60362489,0,0,Hot,0,0.075684396,12.39063,3480.2166,1.25
1709.9147,,974.0,1.98,0.34,27.9,,224.22771,53.38216800000001,8.467,70.93,0.14,1.03,1.34,5783.0,4.2,0.15477711,2.0944439999999998,1.3068,2.6532,2.0097595,0.48804095,208.13764,Jovian,1.34,14.948514999999999,14 56 54.6525,+53 22 55.8048,1.7993308000000001,3.6217567,2.0664581,0.46590446,1,1,Warm,0,0.34837343,12.784189,1709.9147,1.98
473.56372000000005,,1544.0,2.62,0.22,24.8,,224.58966,44.043147999999995,8.928,105.47,-0.06,1.08,1.09,6073.0,4.42,0.15529805,2.683404,2.0436,3.1964,2.6361087000000003,0.21623449,172.12816999999998,Jovian,1.09,14.972645000000002,14 58 21.5215,+44 02 35.3328,1.4479540000000002,3.248936,3.4551189,0.42198928,0,0,Cold,0,0.23878888,13.527184,473.56372000000005,2.62
451.31575999999995,,649.0,1.44,0.33,30.6,,225.89771000000002,-27.842572999999998,8.4,47.0,-0.306,0.95,,5799.0,4.39,0.075302282,1.518408,0.9648,1.9152,1.4603408000000002,0.54794413,214.54772999999997,Jovian,1.0288728,15.059848,15 03 35.4520,-27 50 33.2628,1.0725671,2.7962501,2.0675688,0.51356411,1,1,Warm,0,0.35604313,13.555855,451.31575999999995,1.44
133.48776,,3568.0,4.49,0.49,95.5,,225.89771000000002,-27.842572999999998,8.4,47.0,-0.306,0.95,,5799.0,4.39,0.1190806,5.0290245,2.2899,6.6901,4.6367655999999995,0.061031435,120.40471000000001,Jovian,1.0288728,15.059848,15 03 35.4520,-27 50 33.2628,1.0725671,2.7962501,2.0675688,0.51356411,0,0,Cold,0,0.12283576,14.302257999999998,133.48776,4.49
794.5700099999999,,5769.0,6.15,0.61,131.0,,225.8992,-27.840994,8.42,47.0,-0.281,0.93,,5805.0,4.41,0.22765368,7.2942075,2.3985,9.9015,6.4787989,0.033595787,100.26347,Jovian,0.99481282,15.059947,15 03 35.8108,-27 50 27.5784,1.006886,2.7092802000000002,2.0742278,0.50993456,0,0,Cold,0,0.10201802,13.222642,794.5700099999999,6.15
10.10693,,3.2696,0.0444,0.45,1.83,,227.68642999999997,-61.422321,6.29,24.2,0.14,1.09,,5966.0,4.43,0.0005131706099999999,0.0488955,0.02442,0.06438,0.04560661,714.19475,1263.2608,Neptunian,1.0524783000000002,15.179096,15 10 44.7465,-61 25 20.3556,1.2573261,3.027525,2.8837832999999997,0.47478096,0,0,Hot,0,0.20514572,3.1564286,10.10693,0.0444
29.303742,,1291.5646,2.3928,0.11,98.9,,227.68642999999997,-61.422321,6.29,24.2,0.14,1.09,,5966.0,4.43,0.063813681,2.4072763999999998,2.1295919999999997,2.6560080000000004,2.3964336,0.22094219,174.27063,Neptunian,1.0524783000000002,15.179096,15 10 44.7465,-61 25 20.3556,1.2573261,3.027525,2.8837832999999997,0.47478096,0,0,Cold,0,0.32473332,5.9087129,29.303742,2.3928
511.70308,,258.17999,0.81,0.23,30.9,,228.36945,-25.309347,6.45,26.2,0.28,1.1,1.22,5736.0,4.31,0.048339565,0.8314245,0.6237,0.9963,0.81545155,2.2608769,309.24811,Jovian,1.22,15.224631,15 13 28.6699,-25 18 33.6492,1.4435934,3.2440401000000003,1.9483974999999998,0.47622847,0,0,Hot,0,0.3320308,13.481160000000001,511.70308,0.81
260.61896,,5000.0,5.8,0.12,221.0,,228.36945,-25.309347,6.45,26.2,0.28,1.1,1.22,5736.0,4.31,0.31591262,5.84176,5.104,6.496,5.8104899,0.043225353,115.85099,Jovian,1.22,15.224631,15 13 28.6699,-25 18 33.6492,1.4435934,3.2440401000000003,1.9483974999999998,0.47622847,0,0,Cold,0,0.10823395,13.887363,260.61896,5.8
4.7992028,,11.5824,0.0934,0.14,6.3,,230.45062000000001,-48.317627,5.65,14.81,-0.34,0.81,,5664.0,4.39,0.0014538688000000001,0.09431532,0.080324,0.106476,0.093630321,96.354286,795.24925,Terran,0.95004113,15.363376,15 21 48.1524,-48 19 03.4572,0.83227422,2.4631847999999996,1.5547283,0.43004391,0,0,Hot,0,0.26661284,2.0355597,4.7992028,0.0934
10.806152,,27.5821,0.1666,0.04,11.2,,230.45062000000001,-48.317627,5.65,14.81,-0.34,0.81,,5664.0,4.39,0.0037942572999999998,0.16673328,0.159936,0.173264,0.16663334,30.009873,596.11572,Neptunian,0.95004113,15.363376,15 21 48.1524,-48 19 03.4572,0.83227422,2.4631847999999996,1.5547283,0.43004391,0,0,Hot,0,0.23864276,3.2832766,10.806152,0.1666
8.5813561,,107.5983,0.4128,0.09,27.9,,230.45062000000001,-48.317627,5.65,14.81,-0.34,0.81,,5664.0,4.39,0.0082525831,0.41447184,0.375648,0.449952,0.41321909,4.9040300000000006,378.54832999999996,Superterran,0.95004113,15.363376,15 21 48.1524,-48 19 03.4572,0.83227422,2.4631847999999996,1.5547283,0.43004391,0,0,Hot,0,0.42109016,2.8664188,8.5813561,0.4128
680.15193,,464.29999000000004,1.29,0.25,12.2,,229.77576000000002,41.733208000000005,7.879,105.49,-0.11,1.48,3.78,4989.0,3.45,0.074682283,1.3303125,0.9675,1.6125,1.3002912,4.9222221,374.93516,Jovian,3.78,15.318385000000001,15 19 06.1846,+41 43 59.5488,7.9309692,7.6037338000000005,0.5960515,0.52574082,0,0,Hot,0,0.23231106,13.313413,680.15193,1.29
8508.2556,,14763.405,12.4,0.34,285.0,,33.086163,-46.816387,7.89,43.52,0.23,1.14,1.07,5868.0,4.44,1.5997891000000002,13.11672,8.184,16.616,12.586373,0.0084110242,75.413445,Jovian,1.07,2.2057443,02 12 20.6795,-46 48 58.9932,1.2162326,2.9776392999999994,2.4736363,0.35699493,0,0,Cold,0,0.083176017,11.912724,8508.2556,12.4
63.565601,,330.0,0.89,0.36,22.0,,233.91637000000003,-80.20459,8.696,40.53,0.19,0.68,0.88,5181.0,4.39,0.025857881,0.947672,0.5696,1.2104,0.9050716,0.67650172,225.18037,Jovian,0.88,15.594425,15 35 39.9310,-80 12 16.5240,0.49992903,1.9090528999999998,0.63966732,0.40568358,1,1,Warm,0,0.41378473,9.3233728,63.565601,0.89
274.92122,,19.382,0.154,0.02,1.93,,34.560665,65.59436,7.508,79.73,0.01,1.29,1.67,6255.0,4.11,0.009017196199999999,0.1540308,0.15092,0.15708,0.1540077,161.31557,907.8861699999999,Jovian,1.67,2.3040445,02 18 14.5600,+65 35 39.6960,3.8249948,5.2805504,5.0116237,0.46503725,0,0,Hot,0,0.07146311,13.854756,274.92122,0.154
1630.4577,,931.0,2.03,0.12,25.5,,34.560665,65.59436,7.508,79.73,0.01,1.29,1.67,6255.0,4.11,0.19319855,2.044616,1.7864,2.2736,2.0336715,0.93495008,249.84015,Jovian,1.67,2.3040445,02 18 14.5600,+65 35 39.6960,3.8249948,5.2805504,5.0116237,0.46503725,1,1,Warm,0,0.39482391,12.810983,1630.4577,2.03
699.2216099999999,,4218.0,5.15,0.02,108.0,,34.197414,43.772995,7.597,47.46,0.05,1.3,1.25,5867.0,4.36,0.41055909,5.15103,5.047,5.253,5.1502577,0.062552611,127.40125,Jovian,1.25,2.2798277000000002,02 16 47.3798,+43 46 22.7820,1.6587198,3.4773650000000003,2.5798982,0.50349935,0,0,Cold,0,0.12874342,13.297224,699.2216099999999,5.15
3102.0013,,1125.7,2.36,0.1,21.0,,233.81749,53.922142,5.964,112.45,-0.13,1.35,11.47,4700.0,2.9,0.28035553,2.3718,2.124,2.596,2.3629599,10.379234,456.42399000000006,Jovian,11.47,15.587832999999998,15 35 16.2005,+53 55 19.7112,57.518416,20.477042,0.35184094,0.4766422,0,0,Hot,0,0.16209987,12.453511,3102.0013,2.36
131.89862,11.50146,11.53533,0.1097,0.251,1.38,0.17,4.446472,-66.35891,7.781,79.75,0.29,1.32,2.34,5521.0,3.82,0.0038138396,0.1131556,0.0821653,0.1372347,0.11058232,391.29881,1119.4376,Jovian,2.34,0.29643148,00 17 47.1533,-66 21 32.0760,4.5581787,5.7644708,1.4310537,0.50440445,0,0,Hot,0,0.079277181,11.50146,131.89862,0.1097
2479.0584,,1455.0,3.4,0.533,23.8,,34.293499,23.767832000000002,6.53,142.6,-0.1,2.4,12.4,4815.0,2.61,0.16054847,3.8829512999999998,1.5878,5.2122,3.5337946000000002,7.570591800000001,397.5608,Jovian,12.4,2.2862334,02 17 10.4402,+23 46 04.1952,74.04865600000001,23.233913,0.51932883,0.45023242,0,0,Hot,0,0.18919001,12.576953,2479.0584,3.4
143.34043,,94.44,0.415,0.04,11.5,,236.72422999999998,46.986263,7.2,36.2,0.35,1.07,,5600.0,4.28,0.020390733,0.415332,0.3984,0.4316,0.41508305,7.8645857,426.5142,Jovian,1.2393438,15.781616,15 46 53.8177,+46 59 10.5468,1.3533943000000002,3.1410579,1.5282786,0.47185916,0,0,Hot,0,0.17699148,14.257515,143.34043,0.415
422.71124000000003,,201.99,0.689,0.048,19.0,,236.72422999999998,46.986263,7.2,36.2,0.35,1.07,,5600.0,4.28,0.048142435,0.68979373,0.655928,0.722072,0.68919861,2.8542156000000003,331.00061,Jovian,1.2393438,15.781616,15 46 53.8177,+46 59 10.5468,1.3533943000000002,3.1410579,1.5282786,0.47185916,0,0,Hot,0,0.30137406,13.594966000000001,422.71124000000003,0.689
375.03704,,1069.8,2.09,0.074,57.7,,236.72422999999998,46.986263,7.2,36.2,0.35,1.07,,5600.0,4.28,0.13649161,2.0957223999999997,1.93534,2.2446599999999997,2.0914334,0.31068775,190.0111,Jovian,1.2393438,15.781616,15 46 53.8177,+46 59 10.5468,1.3533943000000002,3.1410579,1.5282786,0.47185916,0,0,Cold,0,0.28499757,13.666735999999998,375.03704,2.09
