p_mass,p_radius,p_period,p_semi_major_axis,p_eccentricity,p_angular_distance,p_impact_parameter,s_ra,s_dec,s_mag,s_distance,s_metallicity,s_mass,s_radius,s_temperature,s_log_g,p_hill_sphere,p_distance,p_periastron,p_apastron,p_distance_eff,p_flux,p_temp_equil,p_type,s_radius_est,s_ra_h,s_ra_t,s_dec_t,s_luminosity,s_snow_line,s_abio_zone,s_tidal_lock,p_habzone_opt,p_habzone_con,p_type_temp,p_habitable,p_esi,p_radius_est,p_mass_est,p_semi_major_axis_est
,2.79129,22.183297,,,,,289.52116,51.237316,14.118,758.0,0.02,0.99,1.02,5746.0,4.41,,0.1539591,0.1539591,0.1539591,0.1539591,42.868745000000004,651.89868,Neptunian,1.02,19.301412,19 18 05.0825,+51 14 14.3376,1.0161352,2.7216953,1.9137546000000003,0.47913267,0,0,Hot,0,0.2469628,2.79129,8.2029943,0.1539591
,2.38773,7.658804099999999,,,,,290.24703999999997,52.149136,14.528,747.0,-0.01,0.95,0.91,5612.0,4.5,,0.07473512,0.07473512,0.07473512,0.074735122,131.76273999999998,863.16349,Superterran,0.91,19.349804000000002,19 20 59.2940,+52 08 56.8896,0.73593944,2.3162467,1.4994635,0.44615803,0,0,Hot,0,0.24571288,2.38773,6.2925768,0.07473512
,2.38773,9.378919400000001,,,,,286.96389,37.8297,14.72,852.0,0.0,0.97,0.95,5710.0,4.47,,0.086139433,0.086139433,0.086139433,0.086139435,115.84473,835.82235,Superterran,0.95,19.130927,19 07 51.3370,+37 49 46.9200,0.8595681,2.5032482000000003,1.7867817,0.44578891,0,0,Hot,0,0.24705258,2.38773,6.2925768,0.086139433
,3.27332,29.911368,,,,,295.18292,38.654231,14.424,698.0,0.09,0.99,0.97,5672.0,4.46,,0.18790809,0.18790809,0.18790809,0.1879081,24.710756,568.02365,Neptunian,0.97,19.678862,19 40 43.9045,+38 39 15.2316,0.87252324,2.5220418,1.6852856,0.4576019,0,0,Hot,0,0.24717976,3.27332,10.750574,0.18790809
,2.54467,25.695783,,,,,294.71193,39.073762,14.885,549.0,-0.14,0.78,0.73,4984.0,4.61,,0.15683717,0.15683717,0.15683717,0.15683717,11.977013000000001,473.94946,Neptunian,0.73,19.647463000000002,19 38 50.8662,+39 04 25.5432,0.29460933,1.4655040000000001,0.47734329,0.41135834,0,0,Hot,0,0.32716535,2.54467,7.010777,0.15683717
,1.99538,1.6168837,,,,,288.75495,39.563656,14.411,568.0,-0.03,0.87,0.83,5334.0,4.54,,0.0257317,0.0257317,0.0257317,0.025731701000000003,754.6054,1335.2878,Superterran,0.83,19.250331,19 15 01.1916,+39 33 49.1616,0.49963963,1.9085002,0.9031925,0.44167779,0,0,Hot,0,0.25664952,1.99538,4.6394796,0.0257317
,1.99538,9.6685772,,,,,295.00203999999997,39.952923,14.272,663.0,0.13,0.99,0.96,5636.0,4.47,,0.088504021,0.088504021,0.088504021,0.088504024,106.36261999999999,818.1674,Superterran,0.96,19.666804,19 40 00.4931,+39 57 10.5228,0.83313437,2.4644573,1.5842119,0.45050779,0,0,Hot,0,0.26736205,1.99538,4.6394796,0.088504021
441.78092000000004,2.78008,10.218494999999999,,,,,296.35865,39.115194,14.82,996.32,,,1.13,6099.0,4.37,,,,,,,,Jovian,1.13,19.757244,19 45 26.0795,+39 06 54.6984,1.5829969,3.3970646,,,0,0,,0,,2.78008,441.78092000000004,
696.04333,2.85855,15.574157000000001,,,,,296.35865,39.115194,14.82,996.32,,,1.13,6099.0,4.37,,,,,,,,Jovian,1.13,19.757244,19 45 26.0795,+39 06 54.6984,1.5829969,3.3970646,,,0,0,,0,,2.85855,696.04333,
,2.93702,40.101371,0.236,,0.237,0.9,296.35865,39.115194,14.82,996.32,,,1.13,6099.0,4.37,,0.236,0.236,0.236,0.23600001,28.422093,588.2459200000001,Neptunian,1.13,19.757244,19 45 26.0795,+39 06 54.6984,1.5829969,3.3970646,,,0,0,Hot,0,0.25477051,2.93702,8.9432821,0.236
,2.5670900000000003,8.2224197,,,,,283.49982,40.552805,15.0,333.0,-0.06,0.67,0.64,4298.0,4.66,,0.0697484,0.0697484,0.0697484,0.069748402,25.742205,573.8605200000001,Neptunian,0.64,18.899989,18 53 59.9591,+40 33 10.0980,0.12523169,0.95547844,0.13963275,0.3851572,0,0,Hot,0,0.27577006,2.5670900000000003,7.1159697,0.0697484
,2.63435,40.606982,,,,,295.43278,40.648247,14.56,833.0,0.03,1.0,1.0,5772.0,4.44,,0.2311586,0.2311586,0.2311586,0.2311586,18.611176999999998,529.16166,Neptunian,1.0,19.695520000000002,19 41 43.8714,+40 38 53.6892,0.99447515,2.6925312000000003,2.0078915,0.45201957,0,0,Hot,0,0.28983771,2.63435,7.4354,0.2311586
,3.67688,18.492357000000002,,,,,297.50369,41.057021,14.915,751.0,0.01,0.93,0.91,5564.0,4.49,,0.13355661,0.13355661,0.13355661,0.13355661,39.864759,640.1654,Neptunian,0.91,19.833579999999998,19 50 00.8886,+41 03 25.2756,0.71108238,2.2767939999999998,1.3710143999999997,0.44816411,0,0,Hot,0,0.21510749,3.67688,13.09649,0.13355661
,2.27563,6.5100253,,,,,282.11133,42.354504,14.825,805.0,0.07,0.94,0.91,5523.0,4.5,,0.066825255,0.066825255,0.066825255,0.066825257,154.59319,898.34364,Superterran,0.91,18.807423,18 48 26.7227,+42 21 16.2144,0.69035362,2.2433631000000003,1.2823291,0.44976471,0,0,Hot,0,0.24962903,2.27563,5.7992597,0.066825255
,4.21496,35.18103,,,,,288.23059,42.413624,14.856,1445.0,0.02,1.17,1.24,6195.0,4.31,,0.22136582,0.22136582,0.22136582,0.22136582,41.407226,646.2699200000001,Neptunian,1.24,19.215374,19 12 55.3459,+42 24 49.0464,2.0290711,3.8460275999999998,4.375994400000001,0.44962682,0,0,Hot,0,0.19751697,4.21496,16.514210000000002,0.22136582
,2.82492,2.7523598,,,,,286.5285,43.873405,14.034,604.0,0.03,0.96,0.93,5593.0,4.49,,0.037908514,0.037908514,0.037908514,0.037908515,527.66745,1221.0543,Neptunian,0.93,19.101901,19 06 06.8433,+43 52 24.2580,0.75828737,2.3511519,1.4563828,0.43748821,0,0,Hot,0,0.21894778,2.82492,8.371493300000001,0.037908514
,2.79129,2.1047222000000003,,,,,293.05722000000003,45.551193,14.427,707.0,0.0,0.94,0.92,5575.0,4.5,,0.031478596,0.031478596,0.031478596,0.031478596,739.28704,1328.4591,Neptunian,0.92,19.537149,19 32 13.7365,+45 33 04.2948,0.73256099,2.310924,1.4021601000000001,0.44458704,0,0,Hot,0,0.21966781,2.79129,8.2029943,0.031478596
,2.2307900000000003,10.940278,,,,,288.67069,47.399143,14.909,852.0,-0.05,0.92,0.89,5549.0,4.51,,0.093783064,0.093783064,0.093783064,0.093783067,76.503045,753.4676099999999,Superterran,0.89,19.244714000000002,19 14 40.9692,+47 23 56.9148,0.67286441,2.2147645000000002,1.3313283999999999,0.45172768,0,0,Hot,0,0.26034374,2.2307900000000003,5.6065874,0.093783064
,2.63435,4.2216254,,,,,284.25721,47.688953000000005,14.708,972.0,0.0,1.01,1.0,5835.0,4.44,,0.051278637,0.051278637,0.051278637,0.051278638,394.98368,1135.7682,Neptunian,1.0,18.950482,18 57 01.7340,+47 41 20.2308,1.0386090000000001,2.7516286,2.2448438,0.45352131,0,0,Hot,0,0.2279411,2.63435,7.4354,0.051278637
,2.27563,16.549649,,,,,280.64137,47.751954,14.68,643.0,0.01,0.88,0.83,5296.0,4.55,,0.12176701,0.12176701,0.12176701,0.12176702,32.747446000000004,609.45167,Superterran,0.83,18.709425,18 42 33.9316,+47 45 07.0344,0.48555311,1.8814043000000003,0.84934144,0.4399841,0,0,Hot,0,0.2800553,2.27563,5.7992597,0.12176701
651.54741,1.09858,11.868171,,,,,287.0395,46.640128999999995,14.307,1203.57,,1.04,0.94,6074.0,4.51,0.008828074,0.10314382,0.10314382,0.10314382,0.10314382,101.28779,808.22855,Jovian,0.94,19.135968,19 08 09.4843,+46 38 24.4644,1.0775651000000002,2.8027575000000002,3.4177921,0.46740739,0,0,Hot,0,0.3059238,1.09858,651.54741,0.10314382
435.42436,1.98417,17.980124,,,,,287.0395,46.640128999999995,14.307,1203.57,,1.04,0.94,6074.0,4.51,0.010181087,0.1360554,0.1360554,0.1360554,0.13605541,58.21191999999999,703.71675,Jovian,0.94,19.135968,19 08 09.4843,+46 38 24.4644,1.0775651000000002,2.8027575000000002,3.4177921,0.46740739,0,0,Hot,0,0.27807449,1.98417,435.42436,0.1360554
,4.02439,5.8529626,,,,,296.38554,48.233447999999996,14.434,986.0,0.07,1.1,1.15,6000.0,4.35,,0.065598053,0.065598053,0.065598053,0.065598054,356.86786,1107.3165,Neptunian,1.15,19.759037,19 45 32.5343,+48 14 00.4128,1.5356397,3.3458652,3.0665687000000004,0.45610041,0,0,Hot,0,0.17805483,4.02439,15.266637,0.065598053
,3.38542,81.16943,,,,,286.02402,48.43177,14.499,793.0,0.01,0.97,0.94,5677.0,4.48,,0.36310187,0.36310187,0.36310187,0.36310188,6.2368164,402.61101,Neptunian,0.94,19.068269,19 04 05.7696,+48 25 54.3720,0.82228038,2.4483513,1.6883,0.44926725,0,0,Hot,0,0.35987404,3.38542,11.383094999999999,0.36310187
,2.38773,2.8201924,,,,,285.79068,48.683262,14.665,1034.0,-0.03,1.04,1.04,5913.0,4.42,,0.039570647,0.039570647,0.039570647,0.039570648,756.5550400000001,1336.1495,Superterran,1.04,19.052713,19 03 09.7680,+48 40 59.7432,1.1846412,2.9387131,2.5919144,0.45452825,0,0,Hot,0,0.23759363,2.38773,6.2925768,0.039570647
,2.86976,21.21709,,,,,294.95145,48.651188,14.56,1016.0,0.04,1.08,1.1,5967.0,4.39,,0.15385373,0.15385373,0.15385373,0.15385373,58.060680000000005,703.25923,Neptunian,1.1,19.663431,19 39 48.3519,+48 39 04.2768,1.3743526000000001,3.1652853,2.8798807,0.45500607,0,0,Hot,0,0.23616919,2.86976,8.5983448,0.15385373
,2.1747400000000003,13.646182000000001,,,,,288.92159,49.762035,14.748,742.0,-0.03,0.91,0.87,5485.0,4.52,,0.10827565,0.10827565,0.10827565,0.10827565,52.356678,685.3113599999999,Superterran,0.87,19.26144,19 15 41.1843,+49 45 43.3260,0.6138096,2.1153421000000003,1.1883696000000001,0.44154667,0,0,Hot,0,0.27083682,2.1747400000000003,5.369523,0.10827565
,3.8114,25.302923,,,,,294.57039,50.673023,14.773,639.0,0.08,0.87,0.83,5247.0,4.54,,0.16098909,0.16098909,0.16098909,0.1609891,18.050789,525.13257,Neptunian,0.83,19.638026999999997,19 38 16.8980,+50 40 22.8828,0.4678311,1.8467508999999998,0.77780022,0.44507234,0,0,Hot,0,0.24419355,3.8114,13.920316,0.16098909
,3.46389,21.300227,,,,,289.50068,51.68573,14.02,1083.0,0.03,1.21,1.32,6267.0,4.27,,0.16021168,0.16021168,0.16021168,0.16021168,93.818167,792.89676,Neptunian,1.32,19.300046,19 18 00.1659,+51 41 08.6280,2.4081042999999998,4.1898784,5.0079934999999995,0.4495507,0,0,Hot,0,0.20535573,3.46389,11.834665,0.16021168
,2.36531,13.023659,,,,,293.47011000000003,39.252808,14.07,660.0,-0.01,0.97,0.95,5683.0,4.47,,0.10721498,0.10721498,0.10721498,0.10721498,73.372874,745.6393,Superterran,0.95,19.564675,19 33 52.8291,+39 15 10.1088,0.84342502,2.4796307,1.7057930000000001,0.4510452,0,0,Hot,0,0.25450236,2.36531,6.192591200000001,0.10721498
,1.50214,3.7017542999999997,,,,,293.12342,40.934765999999996,14.759,686.0,0.02,0.87,0.86,5307.0,4.51,,0.044697959,0.044697959,0.044697959,0.04469796,263.09132,1026.0571,Superterran,0.86,19.541563,19 32 29.6252,+40 56 05.1576,0.52563212,1.9575133000000002,0.86225384,0.4787457,0,0,Hot,0,0.28404428,1.50214,2.8648743999999997,0.044697959
,2.83613,15.655626999999999,,,,,285.91151,41.069443,14.97,627.0,-0.02,0.83,0.79,5127.0,4.57,,0.11507542,0.11507542,0.11507542,0.11507542,29.176351,592.11035,Neptunian,0.79,19.060768,19 03 38.7657,+41 04 09.9948,0.38636351,1.6782700000000002,0.6230461,0.4397682,0,0,Hot,0,0.25806472,2.83613,8.427972800000001,0.11507542
212.30911,14.61784,3.2346996,0.04852,,0.0813,0.141,296.83725,48.239964,13.303,597.14,0.34,1.21,1.39,5647.0,4.24,0.0027170674,0.04852,0.04852,0.04852,0.04852000099999999,747.73518,1332.2381,Jovian,1.39,19.789151,19 47 20.9447,+48 14 23.8704,1.760311,3.5822712999999995,1.7261185000000001,0.49160118,0,0,Hot,0,0.063264606,14.61784,212.30911,0.04852
4.1889731,1.7151299999999998,7.1334,,,,,288.96124,42.265011,13.959,1056.17,-0.09,1.04,1.26,5905.0,,0.0011691269,0.073460135,0.073460135,0.073460135,0.07346013700000001,320.48367,1077.9445,Superterran,1.26,19.264084,19 15 50.7017,+42 15 54.0396,1.7294553,3.5507364999999997,2.5565347999999997,0.46740739,0,0,Hot,0,0.27303058,1.7151299999999998,4.1889731,0.073460135
3.8488971,1.9057,8.9187,,,,,288.96124,42.265011,13.959,1056.17,-0.09,1.04,1.26,5905.0,,0.0013190904000000001,0.085255363,0.085255363,0.085255363,0.085255365,237.93916000000002,1000.6021,Superterran,1.26,19.264084,19 15 50.7017,+42 15 54.0396,1.7294553,3.5507364999999997,2.5565347999999997,0.46740739,0,0,Hot,0,0.26498816,1.9057,3.8488971,0.085255363
4.1603686,1.99538,11.8981,,,,,288.96124,42.265011,13.959,1056.17,-0.09,1.04,1.26,5905.0,,0.0016405535999999999,0.10331715,0.10331715,0.10331715,0.10331715,162.01846,908.9417199999999,Superterran,1.26,19.264084,19 15 50.7017,+42 15 54.0396,1.7294553,3.5507364999999997,2.5565347999999997,0.46740739,0,0,Hot,0,0.26310107,1.99538,4.1603686,0.10331715
,2.9033900000000004,23.675176,,,,,283.83306,41.978649,14.721,624.0,-0.09,0.84,0.81,5279.0,4.56,,0.15221758,0.15221758,0.15221758,0.15221758,19.703153,536.7583900000001,Neptunian,0.81,18.922204999999998,18 55 19.9377,+41 58 43.1364,0.45652581,1.8243008,0.81220161,0.43481445,0,0,Hot,0,0.27408577,2.9033900000000004,8.7701168,0.15221758
,1.9057,5.3788684,,,,,282.00461,42.176533,14.005,429.0,-0.02,0.85,0.79,5160.0,4.57,,0.056899677999999995,0.056899677999999995,0.056899677999999995,0.05689968,122.43963000000001,847.4721099999999,Superterran,0.79,18.800307999999998,18 48 01.1104,+42 10 35.5188,0.39640729,1.6999438999999998,0.6646439,0.42818378,0,0,Hot,0,0.27026942,1.9057,4.2910395,0.056899677999999995
,2.08506,15.284695000000001,,,,,296.03198,42.141949,14.519,971.0,-0.02,1.08,1.13,6062.0,4.37,,0.12363896,0.12363896,0.12363896,0.12363896,101.06449,807.78272,Superterran,1.13,19.735467,19 44 07.6796,+42 08 31.0164,1.5449316,3.3559726000000003,3.3904372000000005,0.44461141,0,0,Hot,0,0.26348929,2.08506,4.999023,0.12363896
,2.6455599999999997,21.053586,,,,,294.28098,42.29097,14.854,967.0,0.03,1.01,1.01,5808.0,4.43,,0.14968125,0.14968125,0.14968125,0.14968126,46.419771999999995,664.9984900000001,Neptunian,1.01,19.618733,19 37 07.4394,+42 17 27.4920,1.0400107,2.7534848,2.1430926,0.45892904,0,0,Hot,0,0.2512756,2.6455599999999997,7.489198200000001,0.14968125
,6.5018,127.90758000000001,,,,,294.28098,42.29097,14.854,967.0,0.03,1.01,1.01,5808.0,4.43,,0.49836502,0.49836502,0.49836502,0.49836504,4.1873833,364.44382,Jovian,1.01,19.618733,19 37 07.4394,+42 17 27.4920,1.0400107,2.7534848,2.1430926,0.45892904,0,0,Hot,0,0.32345755,6.5018,34.470737,0.49836502
,1.3227799999999998,6.2171292000000005,,,,,294.28098,42.29097,14.854,967.0,0.03,1.01,1.01,5808.0,4.43,,0.066375826,0.066375826,0.066375826,0.066375828,236.05757000000003,998.6180099999999,Terran,1.01,19.618733,19 37 07.4394,+42 17 27.4920,1.0400107,2.7534848,2.1430926,0.45892904,0,0,Hot,0,0.29200697,1.3227799999999998,2.3086002,0.066375826
,2.5895099999999998,25.855017999999998,,,,,292.31602000000004,42.626255,14.718,981.0,-0.02,1.02,1.03,5890.0,4.42,,0.17221574,0.17221574,0.17221574,0.17221575,38.572569,634.91349,Neptunian,1.03,19.487735,19 29 15.8477,+42 37 34.5180,1.1439953999999999,2.8878585,2.4754199,0.44824493,0,0,Hot,0,0.25920162,2.5895099999999998,7.2218056,0.17221574
,1.43488,3.3835381,,,,,287.29544,43.279872999999995,14.14,570.0,0.02,0.91,0.88,5462.0,4.52,,0.042733722,0.042733722,0.042733722,0.042733724,338.15772999999996,1092.5083,Terran,0.88,19.153029999999998,19 09 10.9082,+43 16 47.5428,0.61753386,2.1217497000000005,1.1423279,0.44492815,0,0,Hot,0,0.28580804,1.43488,2.6505028999999998,0.042733722
,0.86317,2.3589515,,,,,287.29544,43.279872999999995,14.14,570.0,0.02,0.91,0.88,5462.0,4.52,,0.033599748,0.033599748,0.033599748,0.033599749,547.00177,1232.089,Terran,0.88,19.153029999999998,19 09 10.9082,+43 16 47.5428,0.61753386,2.1217497000000005,1.1423279,0.44492815,0,0,Hot,0,0.29356268,0.86317,0.57352358,0.033599748
,3.30695,24.31576,,,,,292.42737999999997,44.381268,14.686,1208.0,0.01,1.13,1.22,6161.0,4.32,,0.17105179,0.17105179,0.17105179,0.17105179,65.668624,725.24441,Neptunian,1.22,19.495160000000002,19 29 42.5744,+44 22 52.5648,1.9213794999999998,3.7425735,4.08012,0.44444334,0,0,Hot,0,0.21648046,3.30695,10.938769,0.17105179
,0.87438,0.6381632,,,,,291.05721,44.632381,14.405,500.0,-0.02,0.84,0.8,5196.0,4.56,,0.013684338,0.013684338,0.013684338,0.013684338999999998,2232.0175,1751.1337,Terran,0.8,19.403814999999998,19 24 13.7331,+44 37 56.5716,0.41797008,1.7455664,0.70426492,0.43989661,0,0,Hot,0,0.29193889,0.87438,0.60067123,0.013684338
,3.64325,6.412515,,,,,293.88293,44.638096000000004,14.684,926.0,-0.02,1.0,1.01,5820.0,4.43,,0.067534935,0.067534935,0.067534935,0.067534937,229.9145,992.05671,Neptunian,1.01,19.592195999999998,19 35 31.9071,+44 38 17.1456,1.0486325,2.7648745999999997,2.180489,0.44687779,0,0,Hot,0,0.19166291,3.64325,12.893769,0.067534935
,3.3517900000000003,6.5212107,,,,,292.22031,44.700031,14.856,1143.0,0.06,1.09,1.14,5971.0,4.36,,0.07028627700000001,0.07028627700000001,0.07028627700000001,0.07028627900000001,299.60258,1059.94,Neptunian,1.14,19.481354999999997,19 28 52.8788,+44 42 00.1116,1.4800848999999998,3.2847861000000003,2.9086617,0.45827288,0,0,Hot,0,0.20037812,3.3517900000000003,11.191778999999999,0.07028627700000001
,2.15232,59.877559999999995,,0.25,,0.29,295.30451,42.47529,14.995,338.24,0.03,0.64,0.62,4017.0,,,0.26613965,0.19355611,0.32259352,0.26013366,1.3906008,273.34836,Superterran,0.62,19.686968,19 41 13.0856,+42 28 31.0440,0.089676645,0.80854361,0.084858733,0.30828436,1,0,Warm,2,0.71687396,2.15232,5.275878400000001,0.25807482
,4.19254,6.9969266,,,,,293.17134,45.065605,14.807,1113.0,0.12,1.1,1.13,5943.0,4.37,,0.073888808,0.073888808,0.073888808,0.07388881,261.40334,1024.4074,Neptunian,1.13,19.544757,19 32 41.1260,+45 03 56.1780,1.4271462,3.2255071,2.7805069,0.45610041,0,0,Hot,0,0.17452051,4.19254,16.365351,0.073888808
,3.2957400000000003,151.86392,,,,,293.17134,45.065605,14.807,1113.0,0.12,1.1,1.13,5943.0,4.37,,0.5749237,0.5749237,0.5749237,0.57492372,4.3176559,367.24587,Neptunian,1.13,19.544757,19 32 41.1260,+45 03 56.1780,1.4271462,3.2255071,2.7805069,0.45610041,0,0,Hot,0,0.41911636,3.2957400000000003,10.875888,0.5749237
,1.6478700000000002,2.4370333,,,,,286.00496,45.480391999999995,14.573,906.0,0.06,1.01,1.01,5761.0,4.43,,0.035551477000000005,0.035551477000000005,0.035551477000000005,0.035551478,796.54002,1353.4643,Superterran,1.01,19.066998,19 04 01.1945,+45 28 49.4112,1.0067529,2.7091011000000003,1.9768486,0.46066288,0,0,Hot,0,0.27375723,1.6478700000000002,3.3525722,0.035551477000000005
,2.83613,3.7221564,,,,,291.35464,45.747898,14.911,932.0,0.04,0.98,0.96,5693.0,4.46,,0.04667826,0.04667826,0.04667826,0.046678261,398.0765,1137.985,Neptunian,0.96,19.423644,19 25 25.1170,+45 44 52.4328,0.86735293,2.5145582,1.7412947,0.45605594,0,0,Hot,0,0.21926337,2.83613,8.427972800000001,0.04667826
,2.28684,15.779796,,,,,282.78682000000003,46.244991999999996,14.608,864.0,-0.01,0.98,0.96,5723.0,4.47,,0.12226979,0.12226979,0.12226979,0.1222698,59.249915,706.83304,Superterran,0.96,18.852456,18 51 08.8413,+46 14 41.9712,0.88578046,2.5411296,1.8333941000000002,0.45258988,0,0,Hot,0,0.26243847,2.28684,5.8478451,0.12226979
,2.38773,14.034915,,,,,298.38482,46.276043,14.574,571.0,-0.07,0.85,0.81,5268.0,4.55,,0.10784228,0.10784228,0.10784228,0.10784228,38.928137,636.3716400000001,Superterran,0.81,19.892323,19 53 32.3613,+46 16 33.7548,0.45273258,1.8167060000000002,0.80014696,0.4399673,0,0,Hot,0,0.26851892,2.38773,6.2925768,0.10784228
,1.73755,10.355847,,,,,282.4506,46.321404,14.337,330.0,-0.07,0.73,0.69,4655.0,4.62,,0.083702979,0.083702979,0.083702979,0.083702981,28.587998,589.10247,Superterran,0.69,18.830041,18 49 48.1483,+46 19 17.0544,0.20029291,1.2083606000000002,0.26531844,0.40094944,0,0,Hot,0,0.31371795,1.73755,3.6681894999999995,0.083702979
,2.43257,9.9976185,,,,,294.98913,46.838328999999995,14.957,1019.0,-0.02,0.98,0.97,5753.0,4.46,,0.09019503400000001,0.09019503400000001,0.09019503400000001,0.09019503599999999,113.51268,831.58376,Superterran,0.97,19.665943,19 39 57.3951,+46 50 17.9844,0.92344197,2.594589,1.9303647000000002,0.44561363,0,0,Hot,0,0.24516485,2.43257,6.4945178,0.09019503400000001
,3.40784,90.41135600000001,,,,,294.98913,46.838328999999995,14.957,1019.0,-0.02,0.98,0.97,5753.0,4.46,,0.39150164,0.39150164,0.39150164,0.39150165,6.0247972,399.14484,Neptunian,0.97,19.665943,19 39 57.3951,+46 50 17.9844,0.92344197,2.594589,1.9303647000000002,0.44561363,0,0,Hot,0,0.36358459,3.40784,11.511377,0.39150164
,1.3227799999999998,1.6826961,,,,,283.74071000000004,47.516293,14.818,150.0,-0.07,0.51,0.48,3712.0,4.77,,0.022115838,0.022115838,0.022115838,0.022115838999999998,80.130193,762.2439,Terran,0.48,18.916048,18 54 57.7740,+47 30 58.6548,0.039192502000000004,0.53452161,0.04658655900000001,0.35980076,0,0,Hot,0,0.3033599,1.3227799999999998,2.3086002,0.022115838
,2.60072,3.5957696000000006,,,,,286.24982,48.06094,14.827,1115.0,0.08,1.05,1.08,5860.0,4.39,,0.046676744000000006,0.046676744000000006,0.046676744000000006,0.046676746,565.62097,1242.4425,Neptunian,1.08,19.083322,19 04 59.9597,+48 03 39.3840,1.2323289,2.9972784,2.3738962000000003,0.46311898,0,0,Hot,0,0.22844875,2.60072,7.2749643,0.046676744000000006
,3.16122,5.4042722,,,,,290.84906,48.416016,14.697,1111.0,0.05,1.09,1.11,5980.0,4.38,,0.062012113,0.062012113,0.062012113,0.062012115,367.1016,1115.171,Neptunian,1.11,19.389938,19 23 23.7776,+48 24 57.6576,1.41169,3.2079932,2.9539849,0.45298997,0,0,Hot,0,0.20661803,3.16122,10.132992,0.062012113
,1.69271,1.208465,,,,,290.84906,48.416016,14.697,1111.0,0.05,1.09,1.11,5980.0,4.38,,0.022845873,0.022845873,0.022845873,0.022845874,2704.7293,1837.2822,Superterran,1.11,19.389938,19 23 23.7776,+48 24 57.6576,1.41169,3.2079932,2.9539849,0.45298997,0,0,Hot,0,0.27037622,1.69271,3.5089222999999996,0.022845873
,1.3115700000000001,5.714932,0.0553,,0.15,0.25,283.21275,45.349865,13.725,368.0,-0.37,0.69,0.64,4925.0,4.68,,0.0553,0.0553,0.0553,0.055300000999999994,70.60301899999999,738.50039,Terran,0.64,18.880851,18 52 51.0628,+45 20 59.5140,0.21591039,1.2545863000000002,0.41405817,0.43721079,0,0,Hot,0,0.30606767,1.3115700000000001,2.2754822,0.0553
,0.53808,12.4417,0.0929,,0.252,0.16,283.21275,45.349865,13.725,368.0,-0.37,0.69,0.64,4925.0,4.68,,0.0929,0.0929,0.0929,0.092900002,25.017395999999998,569.77768,Subterran,0.64,18.880851,18 52 51.0628,+45 20 59.5140,0.21591039,1.2545863000000002,0.41405817,0.43721079,0,0,Hot,0,0.31357465,0.53808,0.105412,0.0929
,1.9505400000000002,18.16406,0.12,,0.326,0.22,283.21275,45.349865,13.725,368.0,-0.37,0.69,0.64,4925.0,4.68,,0.12,0.12,0.12,0.12,14.993777,501.32882,Superterran,0.64,18.880851,18 52 51.0628,+45 20 59.5140,0.21591039,1.2545863000000002,0.41405817,0.43721079,0,0,Hot,0,0.34071037,1.9505400000000002,4.4638619,0.12
,1.61424,122.3874,0.427,,1.16,0.06,283.21275,45.349865,13.725,368.0,-0.37,0.69,0.64,4925.0,4.68,,0.427,0.427,0.427,0.42700001,1.1841802,265.76596,Superterran,0.64,18.880851,18 52 51.0628,+45 20 59.5140,0.21591039,1.2545863000000002,0.41405817,0.43721079,1,0,Warm,2,0.82348299,1.61424,3.2372384,0.427
,1.41246,267.291,0.718,,1.95,0.41,283.21275,45.349865,13.725,368.0,-0.37,0.69,0.64,4925.0,4.68,,0.718,0.718,0.718,0.71800002,0.41881733,204.95148999999998,Terran,0.64,18.880851,18 52 51.0628,+45 20 59.5140,0.21591039,1.2545863000000002,0.41405817,0.43721079,1,1,Warm,1,0.68613427,1.41246,2.5805743,0.718
,3.3181599999999998,12.913753999999999,,,,,291.15939,51.334866,14.647,1241.0,0.03,1.15,1.22,6155.0,4.33,,0.11283501,0.11283501,0.11283501,0.11283501,150.32556,892.0785900000001,Neptunian,1.22,19.410626999999998,19 24 38.2575,+51 20 05.5176,1.9139057000000002,3.7352875,4.061963700000001,0.45060078,0,0,Hot,0,0.20566427,3.3181599999999998,11.001799,0.11283501
,2.29805,2.6281137,,,,,290.92728999999997,39.914145,14.915,389.0,-0.02,0.72,0.68,4521.0,4.63,,0.033397694,0.033397694,0.033397694,0.033397695,155.17135,899.18239,Superterran,0.68,19.395153,19 23 42.5523,+39 54 50.9220,0.17307905,1.1232748,0.20979292,0.39748442,0,0,Hot,0,0.24851576,2.29805,5.8965974,0.033397694
,2.1299,14.282267000000001,,,,,284.47847,40.93311,14.672,259.0,-0.09,0.64,0.61,4201.0,4.67,,0.09925848599999999,0.09925848599999999,0.09925848599999999,0.099258488,10.539591,459.04033,Superterran,0.61,18.965232,18 57 54.8368,+40 55 59.1960,0.10383865,0.87004816,0.11640784,0.37932058,0,0,Hot,0,0.362141,2.1299,5.1829123,0.09925848599999999
,3.0154900000000002,9.070977300000001,,,,,296.98672,47.47739,14.959,811.0,-0.03,0.9,0.86,5443.0,4.53,,0.082166184,0.082166184,0.082166184,0.082166186,86.149479,776.17218,Neptunian,0.86,19.799116,19 47 56.8168,+47 28 38.6040,0.5816194,2.0591274,1.1015772,0.44329237,0,0,Hot,0,0.22328867,3.0154900000000002,9.3527288,0.082166184
