pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_radj,ra_str,ra,dec_str,dec,st_dist,st_teff,st_mass,st_rad
GJ 676 A e,Radial Velocity,4,35.39000000,,0.125000,0.02500,,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.90,3734.00,0.73,0.69
GJ 685 b,Radial Velocity,1,24.16000000,0.134400,0.000000,0.02832,,17h35m34.48s,263.893677,+61d40m53.6s,61.681564,14.32,3816.00,0.55,0.54
GJ 687 b,Radial Velocity,1,38.14000000,0.170000,0.040000,0.06000,,17h36m25.90s,264.107910,+68d20m20.9s,68.339142,4.55,3340.00,0.45,0.43
GJ 832 b,Radial Velocity,2,3657.00000000,3.560000,0.080000,0.68000,,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,4.97,3472.00,0.45,
GJ 832 c,Radial Velocity,2,35.68000000,0.163000,0.180000,0.01700,,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,4.97,3472.00,0.45,
GJ 849 b,Radial Velocity,1,1882.00000000,2.350000,0.040000,1.00000,,22h09m40.35s,332.418121,-04d38m26.6s,-4.640729,8.80,3241.00,0.65,0.53
GJ 86 b,Radial Velocity,1,15.76491000,0.110000,0.040000,4.42000,,02h10m25.93s,32.608059,-50d49m25.4s,-50.823723,10.79,5182.00,0.93,0.77
GJ 876 b,Radial Velocity,4,61.11660000,0.208317,0.032400,2.27560,,22h53m16.74s,343.319733,-14d15m49.3s,-14.263700,4.68,,0.32,0.30
GJ 876 c,Radial Velocity,4,30.08810000,0.129590,0.255910,0.71420,,22h53m16.74s,343.319733,-14d15m49.3s,-14.263700,4.68,,0.32,0.30
GJ 876 d,Radial Velocity,4,1.93778000,0.020807,0.207000,0.02100,,22h53m16.74s,343.319733,-14d15m49.3s,-14.263700,4.68,,0.32,0.30
GJ 876 e,Radial Velocity,4,124.26000000,0.334300,0.055000,0.04600,,22h53m16.74s,343.319733,-14d15m49.3s,-14.263700,4.68,,0.32,0.30
GJ 96 b,Radial Velocity,1,73.94000000,0.291000,0.440000,0.06186,,02h22m14.64s,35.561016,+47d52m48.1s,47.880028,11.94,3785.00,0.60,
GJ 9827 b,Transit,3,1.20898020,0.018880,,0.01076,0.145,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,30.32,4269.00,0.61,0.61
GJ 9827 c,Transit,3,3.64808300,0.039420,,0.00761,0.113,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,30.32,4269.00,0.61,0.61
GJ 9827 d,Transit,3,6.20146700,0.056150,,0.01636,0.185,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,30.32,4269.00,0.61,0.61
GQ Lup b,Imaging,1,,100.000000,,20.00000,3.000,15h49m12.10s,237.300427,-35d39m05.1s,-35.651421,139.00,,0.70,
GSC 06214-00210 b,Imaging,1,,320.000000,,16.00000,,16h21m54.67s,245.477780,-20d43m09.1s,-20.719202,145.00,4200.00,0.90,
GU Psc b,Imaging,1,,2000.000000,,11.30000,1.265,01h12m35.04s,18.146006,+17d03m55.7s,17.065475,48.00,,0.33,
Gl 378 b,Radial Velocity,1,3.82200000,0.039435,0.109000,0.04097,,10h02m21.75s,150.590622,+48d05m19.7s,48.088806,14.96,3879.00,0.56,0.56
Gl 686 b,Radial Velocity,1,15.53209000,0.091000,0.000000,0.02234,,17h37m53.35s,264.472290,+18d35m30.2s,18.591709,8.16,3663.00,0.42,0.42
HAT-P-1 b,Transit,1,4.46529976,0.055610,,0.52500,1.319,22h57m46.83s,344.445104,+38d40m29.8s,38.674953,139.00,5980.00,1.15,1.17
HAT-P-11 b,Transit,2,4.88780244,0.052540,0.218000,0.07362,0.389,19h50m50.24s,297.709351,+48d04m51.1s,48.080856,37.81,4780.00,0.81,0.68
HAT-P-11 c,Radial Velocity,2,3407.00000000,4.130000,0.601000,1.59519,,19h50m50.24s,297.709351,+48d04m51.1s,48.080856,37.81,4780.00,0.81,0.68
HAT-P-12 b,Transit,1,3.21305980,0.038400,0.000000,0.21100,0.959,13h57m33.48s,209.389489,+43d29m36.7s,43.493534,142.50,4650.00,0.73,0.70
HAT-P-13 b,Transit,2,2.91625000,,0.013300,0.85100,1.272,08h39m31.81s,129.882536,+47d21m07.4s,47.352051,214.00,5653.00,1.22,1.56
HAT-P-13 c,Radial Velocity,2,446.27000000,,0.661600,14.28000,,08h39m31.81s,129.882536,+47d21m07.4s,47.352051,214.00,5653.00,1.22,1.56
HAT-P-14 b,Transit,1,4.62767000,,0.110000,3.44000,1.420,17h20m27.88s,260.116169,+38d14m31.8s,38.242165,205.00,6600.00,2.65,1.82
HAT-P-15 b,Transit,1,10.86350000,,0.190000,1.94000,1.060,04h24m59.53s,66.248026,+39d27m38.3s,39.460636,190.00,5568.00,1.00,1.07
HAT-P-16 b,Transit,1,2.77596000,0.041300,0.036000,4.19300,1.289,00h38m17.56s,9.573181,+42d27m47.1s,42.463078,235.00,6158.00,1.22,1.24
HAT-P-17 b,Transit,2,10.33852000,,0.350000,0.58000,1.050,21h38m08.74s,324.536396,+30d29m19.4s,30.488716,90.00,5246.00,0.99,0.87
HAT-P-17 c,Radial Velocity,2,5584.00000000,5.600000,0.390000,3.40000,,21h38m08.74s,324.536396,+30d29m19.4s,30.488716,90.00,5246.00,0.99,0.87
HAT-P-18 b,Transit,1,5.50802300,0.055900,0.084000,0.19700,0.995,17h05m23.15s,256.346473,+33d00m45.0s,33.012512,166.00,4803.00,0.77,0.75
HAT-P-19 b,Transit,1,4.00877800,0.046600,0.067000,0.29200,1.132,00h38m04.02s,9.516742,+34d42m41.7s,34.711575,215.00,4990.00,0.84,0.82
HAT-P-2 b,Transit,1,5.63351580,0.068140,0.517200,8.62000,,16h20m36.36s,245.151489,+41d02m53.1s,41.048084,128.25,6380.00,1.33,1.39
HAT-P-20 b,Transit,1,2.87531700,0.036100,0.015000,7.24600,0.867,07h27m39.95s,111.916469,+24d20m11.9s,24.336630,70.00,4595.00,0.76,0.69
HAT-P-21 b,Transit,1,4.12448000,,0.230000,4.87000,1.110,11h25m05.99s,171.274955,+41d01m40.6s,41.027954,254.00,5588.00,1.24,1.21
HAT-P-22 b,Transit,1,3.21222000,,0.020000,2.47000,1.150,10h22m43.61s,155.681719,+50d07m42.0s,50.128345,82.00,5302.00,1.13,1.11
HAT-P-23 b,Transit,1,1.21288000,,0.110000,1.34000,1.090,20h24m29.72s,306.123854,+16d45m43.7s,16.762152,393.00,5905.00,0.58,0.96
HAT-P-24 b,Transit,1,3.35524000,,0.070000,0.75000,1.300,07h15m18.01s,108.825058,+14d15m45.4s,14.262599,396.00,6373.00,1.37,1.38
HAT-P-25 b,Transit,1,3.65281514,0.046600,0.023000,0.56900,1.135,03h13m44.50s,48.435419,+25d11m50.7s,25.197405,297.00,5519.00,1.01,0.92
HAT-P-26 b,Transit,1,4.23452000,,0.120000,0.07000,0.630,14h12m37.53s,213.156383,+04d03m36.0s,4.059997,134.00,5079.00,1.12,0.87
HAT-P-27 b,Transit,1,3.03957700,0.040000,0.000000,0.62000,1.020,14h51m04.18s,222.767436,+05d56m50.5s,5.947368,204.00,5300.00,0.94,0.90
HAT-P-28 b,Transit,1,3.25721500,0.043400,0.051000,0.62600,1.212,00h52m00.18s,13.000766,+34d43m42.3s,34.728413,395.00,5680.00,1.02,1.10
HAT-P-29 b,Transit,1,5.72319000,,0.090000,0.88000,1.170,02h12m31.47s,33.131142,+51d46m43.5s,51.778759,322.00,6087.00,1.45,1.30
HAT-P-3 b,Transit,1,2.89970000,,0.000000,0.65000,0.940,13h44m22.59s,206.094121,+48d01m43.2s,48.028667,138.00,5185.00,1.06,0.87
HAT-P-30 b,Transit,1,2.81060000,,0.040000,0.83000,1.440,08h15m47.97s,123.949894,+05d50m12.2s,5.836719,193.00,6304.00,1.55,1.31
HAT-P-31 b,Transit,1,5.00542000,,0.250000,2.27000,1.090,18h06m09.05s,271.537705,+26d25m36.0s,26.426662,354.00,6065.00,1.31,1.39
HAT-P-32 b,Transit,1,2.15001000,,0.000000,0.83000,1.750,02h04m10.28s,31.042848,+46d41m16.2s,46.687836,283.00,6207.00,1.09,1.19
HAT-P-33 b,Transit,1,3.47447000,,0.000000,0.92000,1.850,07h32m44.21s,113.184212,+33d50m06.2s,33.835052,387.00,6446.00,1.82,1.79
HAT-P-34 b,Transit,1,5.45265000,,0.440000,7.01000,1.350,20h12m46.88s,303.195342,+18d06m17.5s,18.104868,257.00,6442.00,4.26,1.73
HAT-P-35 b,Transit,1,3.64671000,,0.030000,7.52000,3.550,08h13m00.18s,123.250764,+04d47m13.3s,4.787023,535.00,6096.00,23.56,3.82
HAT-P-36 b,Transit,1,1.32735000,,0.060000,1.53000,1.150,12h33m03.90s,188.266255,+44d54m55.3s,44.915352,317.00,5560.00,0.78,1.00
HAT-P-37 b,Transit,1,2.79743600,0.037900,0.058000,1.16900,1.178,18h57m11.06s,284.296064,+51d16m08.9s,51.269138,411.00,5500.00,0.93,0.88
HAT-P-38 b,Transit,1,4.64038200,0.052300,0.067000,0.26700,0.825,02h21m31.98s,35.383234,+32d14m46.1s,32.246151,249.00,5330.00,0.89,0.92
HAT-P-39 b,Transit,1,3.54387000,0.050900,0.000000,0.59900,1.571,07h35m01.98s,113.758247,+17d49m48.3s,17.830082,642.00,6430.00,1.40,1.62
HAT-P-4 b,Transit,1,3.05653600,0.044380,0.000000,0.67100,1.274,15h19m57.92s,229.991354,+36d13m46.8s,36.229664,314.00,5860.00,,
HAT-P-40 b,Transit,1,4.45724000,,0.000000,0.48000,1.520,22h22m03.09s,335.512861,+45d27m26.6s,45.457378,501.00,6080.00,1.03,1.94
HAT-P-41 b,Transit,1,2.69405000,,0.000000,1.19000,2.050,19h49m17.44s,297.322651,+04d40m20.7s,4.672421,344.00,6390.00,2.56,2.05
HAT-P-42 b,Transit,1,4.64187800,0.057500,0.000000,1.04400,1.280,09h01m22.65s,135.344391,+06d05m50.0s,6.097230,447.00,5743.00,1.18,1.53
HAT-P-43 b,Transit,1,3.33268700,0.044300,0.000000,0.66200,1.281,08h35m42.18s,128.925737,+10d12m24.0s,10.206653,542.00,5645.00,1.05,1.10
HAT-P-44 b,Transit,2,4.30121900,0.050700,0.044000,0.35200,1.242,14h12m34.58s,213.144074,+47d00m52.9s,47.014687,363.00,5295.00,0.94,0.95
HAT-P-44 c,Radial Velocity,2,872.20000000,1.752000,0.494000,4.00000,,14h12m34.58s,213.144074,+47d00m52.9s,47.014687,363.00,5295.00,0.94,0.95
HAT-P-45 b,Transit,1,3.12899200,0.045200,0.049000,0.89200,1.426,18h17m29.58s,274.373238,-03d22m51.7s,-3.381036,305.00,6330.00,1.26,1.32
HAT-P-46 b,Transit,1,4.46312900,0.057700,0.123000,0.49300,1.284,18h01m46.61s,270.444201,-02d58m15.4s,-2.970947,296.00,6120.00,1.28,1.40
HAT-P-49 b,Transit,1,2.69155000,,0.000000,2.20000,1.590,20h21m45.94s,305.441397,+26d41m33.5s,26.692652,322.00,6820.00,2.22,2.06
HAT-P-5 b,Transit,1,2.78849000,,0.000000,0.98000,1.210,18h17m37.31s,274.405476,+36d37m17.1s,36.621410,340.00,5960.00,1.04,1.12
HAT-P-50 b,Transit,1,3.12201090,0.045300,0.115000,1.35000,1.288,07h52m15.22s,118.063411,+12d08m21.9s,12.139410,497.00,6280.00,1.27,1.70
HAT-P-51 b,Transit,1,4.21802780,0.050690,0.123000,0.30900,1.293,01h24m15.65s,21.065190,+32d48m38.8s,32.810764,470.00,5449.00,0.98,1.04
HAT-P-52 b,Transit,1,2.75359530,0.036940,0.047000,0.81800,1.009,02h50m53.20s,42.721679,+29d01m20.6s,29.022396,385.00,5131.00,0.89,0.89
HAT-P-53 b,Transit,1,1.96162410,0.031590,0.134000,1.48400,1.318,01h27m29.07s,21.871105,+38d58m05.3s,38.968147,719.00,5956.00,1.09,1.21
HAT-P-54 b,Transit,1,3.79984700,0.041170,0.074000,0.76000,0.944,06h39m35.52s,99.898003,+25d28m57.1s,25.482540,144.25,4390.00,0.65,0.62
HAT-P-55 b,Transit,1,3.58524670,0.046040,0.139000,0.58200,1.182,17h37m05.63s,264.273447,+25d43m52.3s,25.731186,480.00,5808.00,1.01,1.01
HAT-P-56 b,Transit,1,2.79083000,,,2.31000,1.510,06h43m23.53s,100.848038,+27d15m08.3s,27.252293,310.50,6566.00,1.42,1.47
HAT-P-57 b,Transit,1,2.46530000,,0.000000,1.41000,1.740,18h18m58.42s,274.743421,+10d35m50.3s,10.597294,303.00,6330.00,2.77,1.85
HAT-P-6 b,Transit,1,3.85298000,,0.000000,1.32000,1.480,23h39m05.81s,354.774222,+42d27m57.5s,42.465973,261.00,6570.00,1.79,1.62
HAT-P-65 b,Transit,1,2.60545520,0.039510,0.304000,0.52700,1.890,21h03m37.32s,315.905487,+11d59m21.9s,11.989404,841.00,5835.00,1.21,1.86
HAT-P-66 b,Transit,1,2.97208600,0.043630,0.090000,0.78300,1.590,10h02m17.43s,150.572632,+53d57m03.1s,53.950863,927.00,6002.00,1.25,1.88
HAT-P-67 b,Transit,1,4.81010250,0.065050,0.000000,0.34000,2.085,17h06m26.56s,256.610687,+44d46m37.1s,44.776981,320.00,6406.00,1.64,2.55
HAT-P-7 b,Transit,1,2.20474000,,0.000000,1.84000,1.510,19h28m59.35s,292.247310,+47d58m10.2s,47.969513,320.00,6389.00,1.56,2.00
HAT-P-8 b,Transit,1,3.07634000,,0.000000,1.28000,1.400,22h52m09.86s,343.041067,+35d26m49.6s,35.447109,230.00,6200.00,1.27,1.57
HAT-P-9 b,Transit,1,3.92289000,0.053000,0.000000,0.78000,1.400,07h20m40.45s,110.168529,+37d08m26.3s,37.140652,480.00,6350.00,1.28,1.32
HATS-1 b,Transit,1,3.44645900,0.044400,0.120000,1.85500,1.302,11h42m06.08s,175.525336,-23d21m17.4s,-23.354836,303.00,5870.00,0.99,1.04
HATS-10 b,Transit,1,3.31284600,0.044910,0.501000,0.52600,0.969,19h37m13.64s,294.306813,-22d12m16.1s,-22.204477,496.00,5880.00,1.10,1.10
HATS-11 b,Transit,1,3.61918800,0.050700,,,1.609,19h17m36.18s,289.400757,-22d23m23.7s,-22.389927,967.34,6563.00,1.33,1.54
HATS-12 b,Transit,1,3.14270200,0.044100,,,0.692,19h16m48.57s,289.202393,-19d21m21.3s,-19.355907,512.41,6357.00,1.16,1.17
HATS-13 b,Transit,1,3.04404990,0.040570,0.181000,0.54300,1.212,21h07m50.75s,316.961465,-26d05m48.0s,-26.096655,476.00,5523.00,0.96,0.89
HATS-14 b,Transit,1,2.76676410,0.038150,0.142000,1.07100,1.039,20h52m51.71s,313.215479,-25d41m14.4s,-25.687334,513.00,5346.00,0.97,0.93
HATS-15 b,Transit,1,1.74748753,0.027120,0.126000,2.17000,1.105,20h44m22.07s,311.091961,-19d26m15.0s,-19.437510,689.00,5311.00,0.87,0.92
HATS-16 b,Transit,1,2.68650200,0.037440,0.000000,3.27000,1.300,23h54m14.09s,358.558710,-30d00m46.8s,-30.012999,774.00,5738.00,0.97,1.24
HATS-17 b,Transit,1,16.25461100,0.130800,0.029000,1.33800,0.777,12h48m45.55s,192.189799,-47d36m49.3s,-47.613693,339.00,5846.00,1.13,1.09
HATS-18 b,Transit,1,0.83784340,0.017610,0.166000,1.98000,1.337,11h35m49.78s,173.957397,-29d09m21.6s,-29.156012,645.00,5600.00,1.04,1.02
HATS-2 b,Transit,1,1.35413300,0.023000,0.000000,1.34500,1.168,11h46m57.38s,176.739094,-22d33m46.8s,-22.562992,360.00,5227.00,0.88,0.90
HATS-22 b,Transit,1,4.72281240,0.050250,0.079000,2.74000,0.953,11h36m02.33s,174.009720,-29d32m35.9s,-29.543312,207.90,4803.00,0.76,0.69
HATS-23 b,Transit,1,2.16051560,0.033970,0.114000,1.47000,1.860,19h05m28.01s,286.366699,-50d04m02.5s,-50.067352,747.00,5780.00,1.12,1.20
HATS-24 b,Transit,1,1.34849540,0.025470,0.242000,2.44000,1.487,17h55m33.76s,268.890686,-61d44m50.3s,-61.747311,510.00,6346.00,1.21,1.17
HATS-25 b,Transit,1,4.29864320,0.051630,0.176000,0.61300,1.260,13h51m37.87s,207.907777,-23d46m52.2s,-23.781174,466.00,5715.00,0.99,1.11
HATS-26 b,Transit,1,3.30238810,0.047350,0.245000,0.65000,1.750,09h39m42.45s,144.926863,-28d35m08.1s,-28.585590,907.00,6071.00,1.30,2.04
HATS-27 b,Transit,1,4.63703800,0.061100,0.581000,0.53000,1.500,12h54m12.61s,193.552560,-46d35m15.8s,-46.587715,840.00,6438.00,1.42,1.74
HATS-28 b,Transit,1,3.18107810,0.041310,0.202000,0.67200,1.194,18h57m35.92s,284.399685,-49d08m18.5s,-49.138470,521.00,5498.00,0.93,0.92
HATS-29 b,Transit,1,4.60587490,0.054750,0.158000,0.65300,1.251,19h00m23.14s,285.096424,-54d53m35.5s,-54.893192,351.00,5670.00,1.03,1.07
HATS-3 b,Transit,1,3.54785100,0.048500,0.000000,1.07100,1.381,20h49m49.79s,312.457440,-24d25m43.7s,-24.428793,453.00,6351.00,1.21,1.40
HATS-30 b,Transit,1,3.17435160,0.043540,0.096000,0.70600,1.175,00h22m28.49s,5.618693,-59d56m33.2s,-59.942551,339.00,5943.00,1.09,1.06
HATS-31 b,Transit,1,3.37796000,0.047800,0.233000,0.88000,1.640,12h46m48.67s,191.702789,-24d25m38.5s,-24.427364,872.00,6050.00,1.27,1.87
HATS-32 b,Transit,1,2.81265480,0.040240,0.471000,0.92000,1.249,23h04m18.02s,346.075073,-21d16m19.0s,-21.271938,839.00,5700.00,1.10,1.10
HATS-33 b,Transit,1,2.54955510,0.037270,0.080000,1.19200,1.230,19h38m32.07s,294.633636,-55d19m48.4s,-55.330105,255.00,5659.00,1.06,1.02
HATS-34 b,Transit,1,2.10616070,0.031660,0.108000,0.94100,1.430,00h03m05.88s,0.774485,-62d28m09.6s,-62.469341,532.00,5380.00,0.95,0.98
HATS-35 b,Transit,1,1.82099930,0.031990,0.306000,1.22200,1.464,19h46m45.18s,296.688263,-63d33m56.2s,-63.565609,557.00,6300.00,1.32,1.43
HATS-36 b,Transit,1,4.17518600,0.052300,,,1.153,19h25m54.89s,291.478699,-23d12m10.1s,-23.202793,878.65,5950.00,1.10,1.10
HATS-39 b,Transit,1,4.57763480,0.060070,0.275000,0.63000,1.570,07h29m40.63s,112.419289,-29d56m16.4s,-29.937889,773.00,6572.00,1.38,1.62
HATS-4 b,Transit,1,2.51672900,0.036200,0.013000,1.32300,1.020,06h16m26.90s,94.112075,-22d32m48.8s,-22.546885,420.00,5403.00,1.00,0.93
HATS-40 b,Transit,1,3.26427360,0.049970,0.312000,1.59000,1.580,06h42m17.10s,100.571251,-29d46m36.5s,-29.776806,1431.00,6460.00,1.56,2.26
HATS-41 b,Transit,1,4.19364900,0.058300,0.380000,9.70000,1.330,06h54m04.18s,103.517418,-27d03m01.4s,-27.050388,800.00,6424.00,1.50,1.71
HATS-42 b,Transit,1,2.29210200,0.036890,0.229000,1.88000,1.400,07h13m48.58s,108.452415,-33d26m14.4s,-33.437332,942.00,6060.00,1.27,1.48
HATS-43 b,Transit,1,4.38884970,0.049440,0.173000,0.26100,1.180,05h22m09.16s,80.538170,-30d58m15.0s,-30.970833,341.00,5099.00,0.84,0.81
HATS-44 b,Transit,1,2.74390040,0.036490,0.279000,0.56000,1.067,05h37m18.41s,84.326706,-27d58m21.4s,-27.972610,463.00,5080.00,0.86,0.85
HATS-45 b,Transit,1,4.18762440,0.055110,0.240000,0.70000,1.286,06h47m58.63s,101.994293,-21d54m38.5s,-21.910694,818.00,6450.00,1.27,1.31
HATS-46 b,Transit,1,4.74237290,0.053670,0.559000,0.17300,0.903,00h26m48.58s,6.702417,-56d18m58.0s,-56.316113,448.00,5495.00,0.92,0.85
HATS-5 b,Transit,1,4.76338700,0.054200,0.019000,0.23700,0.912,04h28m53.49s,67.222871,-21d28m54.9s,-21.481916,257.00,5304.00,0.94,0.87
HATS-50 b,Transit,1,3.82970150,0.050460,0.516000,0.39000,1.130,20h01m42.60s,300.427490,-26d04m39.3s,-26.077583,717.00,5990.00,1.17,1.12
HATS-51 b,Transit,1,3.34887020,0.046390,0.330000,0.76800,1.410,06h51m23.40s,102.847504,-29d03m31.0s,-29.058611,478.00,5758.00,1.19,1.44
HATS-52 b,Transit,1,1.36665436,0.024980,0.246000,2.24000,1.382,09h20m21.05s,140.087708,-31d16m09.6s,-31.269333,631.00,6010.00,1.11,1.05
HATS-53 b,Transit,1,3.85377680,0.047530,0.330000,0.59500,1.340,11h46m30.72s,176.628006,-33d51m36.2s,-33.860054,613.00,5644.00,0.96,1.10
HATS-59 b,Transit,2,5.41608100,0.061120,0.129000,0.80600,1.126,11h21m18.00s,170.325000,-22d23m17.4s,-22.388167,654.88,5670.00,1.04,1.04
HATS-59 c,Radial Velocity,2,1422.00000000,2.504000,0.083000,12.70000,,11h21m18.00s,170.325000,-22d23m17.4s,-22.388167,654.88,5670.00,1.04,1.04
HATS-6 b,Transit,1,3.32527250,0.036230,0.000000,0.31900,0.998,05h52m35.23s,88.146797,-19d01m54.0s,-19.031656,148.40,3724.00,0.57,0.57
HATS-60 b,Transit,1,3.56082900,0.047080,0.191000,0.66200,1.153,22h45m27.3643s,341.364018,-14d59m30.3457s,-14.991763,494.30,5688.00,1.10,1.46
HATS-61 b,Transit,1,7.81795300,0.079080,0.092000,3.40000,1.195,04h06m37.8676s,61.657782,-25d20m58.9560s,-25.349710,694.00,5542.00,1.08,1.66
HATS-62 b,Transit,1,3.27688370,0.041630,0.298000,0.17900,1.055,20h49m47.8333s,312.449305,-24d18m12.4965s,-24.303471,516.80,5416.00,0.90,0.93
HATS-63 b,Transit,1,3.05665270,0.040260,0.136000,0.96000,1.207,04h29m40.4529s,67.418554,-28d11m50.2340s,-28.197287,634.80,5627.00,0.93,1.07
HATS-64 b,Transit,1,4.90889700,0.065620,0.151000,0.96000,1.679,09h37m09.0299s,144.287625,-29d48m01.5746s,-29.800437,1083.00,6554.00,1.56,2.11
HATS-65 b,Transit,1,3.10516100,0.044970,0.062000,0.82100,1.501,19h31m45.5518s,292.939799,-26d44m24.7250s,-26.740201,495.00,6277.00,1.26,1.31
HATS-66 b,Transit,1,3.14143910,0.047140,0.064000,5.33000,1.411,06h45m34.7574s,101.394823,-33d52m54.1300s,-33.881703,1538.00,6626.00,1.41,1.84
HATS-67 b,Transit,1,1.60917880,0.030320,0.057000,1.45000,1.685,12h00m50.1183s,180.208826,-46d08m11.1247s,-46.136424,982.00,6594.00,1.44,1.44
HATS-68 b,Transit,1,3.58622020,0.050710,0.036000,1.29000,1.232,01h00m01.4134s,15.005889,-58d54m17.1247s,-58.904757,618.20,6147.00,1.35,1.75
HATS-69 b,Transit,1,2.22525770,0.032110,0.519000,0.57700,0.945,19h17m11.3641s,289.297350,-60d53m30.0584s,-60.891683,420.30,5137.00,0.89,0.88
HATS-7 b,Transit,1,3.18531500,0.040120,0.170000,0.12000,0.563,13h55m25.68s,208.856995,-21d12m27.7s,-21.207695,257.00,4985.00,0.85,0.81
HATS-70 b,Transit,1,1.88823780,0.036320,0.180000,12.90000,1.384,07h16m25.08s,109.104500,-31d14m39.86s,-31.244406,1307.00,7930.00,1.78,1.88
HATS-8 b,Transit,1,3.58389300,0.046670,0.376000,0.13800,0.873,19h39m46.02s,294.941746,-25d44m53.9s,-25.748318,829.00,5679.00,1.06,1.09
HATS-9 b,Transit,1,1.91529100,0.031200,,,1.236,19h23m14.42s,290.810104,-20d09m58.7s,-20.166317,654.36,5599.00,1.10,1.56
HD 100546 b,Imaging,1,,53.000000,,,6.900,11h33m25.44s,173.356003,-70d11m41.2s,-70.194786,97.00,10500.00,2.40,
HD 100655 b,Radial Velocity,1,157.57001000,0.680000,0.090000,1.61000,,11h35m03.75s,173.765640,+20d26m29.6s,20.441545,137.72,4891.00,2.28,10.06
HD 100777 b,Radial Velocity,1,383.70001000,1.030000,0.360000,1.03000,,11h35m51.52s,173.964676,-04d45m20.5s,-4.755697,49.60,5533.00,0.83,1.04
HD 10180 c,Radial Velocity,6,5.75969000,0.064120,0.073000,0.04160,,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.02,5911.00,1.06,1.11
HD 10180 d,Radial Velocity,6,16.35700000,0.128590,0.131000,0.03780,,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.02,5911.00,1.06,1.11
HD 10180 e,Radial Velocity,6,49.74800000,0.269900,0.051000,0.08050,,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.02,5911.00,1.06,1.11
HD 10180 f,Radial Velocity,6,122.74400000,0.492900,0.119000,0.07220,,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.02,5911.00,1.06,1.11
HD 10180 g,Radial Velocity,6,604.67000000,1.427000,0.263000,0.07320,,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.02,5911.00,1.06,1.11
HD 10180 h,Radial Velocity,6,2205.00000000,3.381000,0.095000,0.20660,,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.02,5911.00,1.06,1.11
HD 101930 b,Radial Velocity,1,70.46000000,0.300000,0.110000,0.25000,,11h43m30.11s,175.875458,-58d00m24.8s,-58.006886,30.05,5108.00,0.57,0.86
HD 102117 b,Radial Velocity,1,20.81330000,0.150000,0.120000,0.17000,,11h44m50.46s,176.210251,-58d42m13.4s,-58.703709,39.62,5655.00,1.06,1.23
HD 102195 b,Radial Velocity,1,4.11377000,0.050000,0.000000,0.41000,,11h45m42.29s,176.426224,+02d49m17.3s,2.821483,29.36,5301.00,0.76,0.82
HD 102272 b,Radial Velocity,1,127.58000000,0.510000,0.050000,4.94000,,11h46m23.54s,176.598068,+14d07m26.4s,14.123986,350.01,4790.00,1.45,10.30
HD 102329 b,Radial Velocity,2,778.09998000,1.810000,0.210000,8.16000,,11h46m46.64s,176.694351,+03d28m27.5s,3.474293,218.42,4745.00,3.21,9.82
HD 102329 c,Radial Velocity,2,1123.00000000,,0.209000,1.52000,,11h46m46.64s,176.694351,+03d28m27.5s,3.474293,218.42,4745.00,3.21,9.82
HD 102365 b,Radial Velocity,1,122.10000000,0.460000,0.340000,0.05000,,11h46m31.07s,176.629471,-40d30m01.3s,-40.500355,9.29,5630.00,0.85,
HD 102956 b,Radial Velocity,1,6.49470000,0.080700,0.037000,0.96000,,11h51m22.51s,177.843796,+57d38m26.6s,57.640736,122.32,4985.00,1.66,4.55
HD 103197 b,Radial Velocity,1,47.84000000,0.250000,0.000000,0.09000,,11h52m52.98s,178.220749,-50d17m34.2s,-50.292824,57.24,5250.00,0.80,0.88
HD 103720 b,Radial Velocity,1,4.55570000,0.049800,0.086000,0.62000,,11h56m41.18s,179.171600,-02d46m44.2s,-2.778953,41.60,5017.00,0.79,0.73
HD 103774 b,Radial Velocity,1,5.88810000,0.070000,0.090000,0.36700,,11h56m55.59s,179.231628,-12d06m28.5s,-12.107909,56.50,6489.00,1.33,
HD 104067 b,Radial Velocity,1,55.80600000,0.260000,0.000000,0.16000,,11h59m10.01s,179.791702,-20d21m13.6s,-20.353781,20.38,4937.00,0.62,0.74
HD 10442 b,Radial Velocity,1,1032.30000000,2.010000,0.132000,1.48700,,01h41m53.15s,25.471457,+02d42m15.8s,2.704376,135.89,4912.00,1.01,1.97
HD 104985 b,Radial Velocity,1,199.50500000,0.950000,0.090000,8.30000,,12h05m15.12s,181.312988,+76d54m20.6s,76.905731,100.86,4877.00,2.30,11.00
HD 106252 b,Radial Velocity,1,1531.00000000,2.610000,0.480000,6.93000,,12h13m29.51s,183.372955,+10d02m29.9s,10.041638,37.40,5874.00,1.01,1.10
