,PlanetIdentifier,TypeFlag,PlanetaryMassJpt,RadiusJpt,PeriodDays,SurfaceTempK,RightAscension,Declination,star_solar_mass,star_solar_radius,star_temp,ListsPlanetIsOn
2137,Kepler-83 b,0,,0.23056,9.770469,,18 48 55,+43 39 56,0.664,0.594,4648.0,Confirmed planets
2138,Kepler-83 d,0,,0.17679,5.169796,,18 48 55,+43 39 56,0.664,0.594,4648.0,Confirmed planets
2139,Kepler-83 c,0,,0.2096,20.090227,,18 48 55,+43 39 56,0.664,0.594,4648.0,Confirmed planets
2140,HD 48265 b,0,1.16,,700.0,291.4,06 40 02,-48 32 31,0.93,,5940.0,Confirmed planets
2141,Kepler-1119 b,0,,0.171,8.326515299999999,,19 48 05,+44 19 39,1.11,1.17,6083.0,Confirmed planets
2142,Kepler-926 b,0,,0.20600000000000002,52.0688601,,19 18 43,+40 42 02,1.01,1.01,5806.0,Confirmed planets
2143,Kepler-441 b,0,,0.146,207.2482,,18 58 16.05,+49 00 45.2,0.0572,0.55,4340.0,Confirmed planets
2144,Kepler-97 b,0,0.011041,0.134873,2.58664,,19 09 18,+48 40 24,0.94,0.98,5779.0,Confirmed planets
2145,Kepler-97 c,0,,,,,19 09 18,+48 40 24,0.94,0.98,5779.0,Confirmed planets
2146,Kepler-1177 b,0,,0.17,106.247547,,19 06 41,+49 24 23,0.98,0.97,5712.0,Confirmed planets
2147,Kepler-1489 b,0,,0.158,82.294751,,18 45 11,+44 27 55,0.93,0.9,5655.0,Confirmed planets
2148,BD+15 2940 b,0,1.11,,137.48,,16 00 22.93827,+15 32 48.9291,1.1,14.7,4796.0,Confirmed planets
2149,Kepler-557 b,0,,0.23800000000000002,3.70598955,,19 34 50,+41 36 54,1.11,1.16,6068.0,Confirmed planets
2150,Kepler-190 b,0,,0.14215999999999998,2.0199990000000003,,19 14 20,+44 44 01,0.802,0.795,5106.0,Confirmed planets
2151,Kepler-190 c,0,,0.13305,3.7630239999999997,,19 14 20,+44 44 01,0.802,0.795,5106.0,Confirmed planets
2152,Kepler-989 b,0,,0.19699999999999998,7.96431535,,18 46 20,+47 14 01,0.82,0.78,5074.0,Confirmed planets
2153,Kepler-1388 b,0,,0.231,12.2854603,,18 53 21,+47 10 28,0.63,0.61,4098.0,Confirmed planets
2154,Kepler-1388 c,0,,0.20199999999999999,5.53608151,,18 53 21,+47 10 28,0.63,0.61,4098.0,Confirmed planets
2155,Kepler-1388 d,0,,0.255,20.9568158,,18 53 21,+47 10 28,0.63,0.61,4098.0,Confirmed planets
2156,Kepler-1388 e,0,,0.21899999999999997,37.6327084,,18 53 21,+47 10 28,0.63,0.61,4098.0,Confirmed planets
2157,TrES-3 b,0,1.91,1.305,1.30618608,,17 52 07,+37 32 46,0.88,0.85,5720.0,Confirmed planets
2158,Kepler-1217 b,0,,0.17800000000000002,2.03232507,,19 16 45,+50 56 15,1.06,1.08,5905.0,Confirmed planets
2159,Kepler-56 b,0,0.0695,0.581,10.51057,,19 35 02.01,+41 52 18.7,1.32,4.22,4840.0,Confirmed planets
2160,Kepler-56 c,0,0.569,0.8740000000000001,21.40239,,19 35 02.01,+41 52 18.7,1.32,4.22,4840.0,Confirmed planets
2161,Kepler-56 d,0,3.3,,,,19 35 02.01,+41 52 18.7,1.32,4.22,4840.0,Controversial
2162,YBP1514 b,0,0.4,,5.118,,08 51 00.766,+11 53 11.51,0.96,0.89,5725.0,"Confirmed planets, Planets in open clusters"
2163,Kepler-1628 b,0,,0.574,76.378033,,18 46 32,+43 24 42,0.55,0.52,3724.0,Confirmed planets
2164,Kepler-1235 b,0,,0.07,4.16055856,,18 59 37,+43 57 14,0.93,0.9,5541.0,Confirmed planets
2165,BD+14 4559 b,0,1.47,,268.94,,21 13 35.99143,+14 41 21.7994,0.86,,5008.0,Confirmed planets
2166,Kepler-105 b,0,,0.25972,5.4122,,19 11 32,+46 16 34,1.18,1.16,5873.0,Confirmed planets
2167,Kepler-105 c,0,0.014483000000000001,0.14672000000000002,7.125939,,19 11 32,+46 16 34,1.18,1.16,5873.0,Confirmed planets
2168,KOI-115.03,0,,0.0023,3.43632,,19 11 32,+46 16 34,1.18,1.16,5873.0,Controversial
2169,Kepler-372 c,0,,0.19046,20.053763,,19 25 01,+49 15 32,1.202,1.137,6509.0,Confirmed planets
2170,Kepler-372 d,0,,0.15400999999999998,30.092568,,19 25 01,+49 15 32,1.202,1.137,6509.0,Confirmed planets
2171,Kepler-372 b,0,,0.12394000000000001,6.849692,,19 25 01,+49 15 32,1.202,1.137,6509.0,Confirmed planets
2172,KOI-423 b,0,19.1,1.11,21.087212,,19 47 50,+46 02 04,1.26,1.25,6350.0,Confirmed planets
2173,Kepler-118 c,0,,0.6998800000000001,20.17202,,19 56 51,+41 25 29,0.77,1.094,5274.0,Confirmed planets
2174,Kepler-118 b,0,,0.17862,7.518496000000001,,19 56 51,+41 25 29,0.77,1.094,5274.0,Confirmed planets
2175,KOI-3681.01,0,4.2,1.97,217.83176260000002,,19 30 30.582,+37 51 36.63,1.09,2.27,6382.0,Confirmed planets
2176,KOI-3681.02,0,,0.171,10.51420148,,19 30 30.582,+37 51 36.63,1.09,2.27,6382.0,Controversial
2177,Kepler-1605 b,0,,0.096,85.7565495,,19 08 32,+47 29 19,0.86,0.82,5280.0,Confirmed planets
2178,Kepler-1134 b,0,,0.23600000000000002,17.13263989,,19 42 16,+42 28 42,0.84,0.81,5281.0,Confirmed planets
2179,Kepler-382 b,0,,0.12029000000000001,5.262155,,19 56 32,+45 52 11,0.8740000000000001,0.945,5600.0,Confirmed planets
2180,Kepler-382 c,0,,0.1449,12.162701,,19 56 32,+45 52 11,0.8740000000000001,0.945,5600.0,Confirmed planets
2181,Kepler-1333 b,0,,0.251,109.6471842,,19 34 07,+41 06 41,0.94,0.92,5628.0,Confirmed planets
2182,Kepler-1460 b,0,,0.175,29.963324699999998,,19 02 14,+44 00 39,0.7,0.67,4422.0,Confirmed planets
2183,WASP-118 b,0,0.514,1.44,4.0460435,,01 18 12,+02 42 10,1.32,1.696,6410.0,Confirmed planets
2184,HD 181433 b,0,0.0238,,9.3743,660.5,19 25 10,-66 28 08,0.78,,4962.0,Confirmed planets
2185,HD 181433 c,0,0.64,,962.0,141.6,19 25 10,-66 28 08,0.78,,4962.0,Confirmed planets
2186,HD 181433 d,0,0.54,,2172.0,107.3,19 25 10,-66 28 08,0.78,,4962.0,Confirmed planets
2187,Kepler-1250 b,0,,0.171,2.60754383,,19 11 11,+45 58 49,0.99,0.98,5717.0,Confirmed planets
2188,HAT-P-51 b,0,0.309,1.2930000000000001,4.2180278,1192.0,01 24 15.66,+32 48 38.8,0.976,1.041,5449.0,Confirmed planets
2189,Kepler-1345 b,0,,0.21100000000000002,44.616955700000005,,19 29 55,+46 01 22,1.32,1.55,6449.0,Confirmed planets
2190,WASP-81 b,0,0.7290000000000001,1.429,2.7164762000000002,,20 16 50,+03 17 39,1.08,1.2830000000000001,5870.0,Confirmed planets
2191,WASP-81 c,0,56.6,,1297.0,,20 16 50,+03 17 39,1.08,1.2830000000000001,5870.0,Confirmed planets
2192,Kepler-1480 b,0,,0.149,22.12679948,,19 27 59.9,+49 18 07,0.85,0.81,5156.0,Confirmed planets
2193,HD 164922 b,0,0.36,,1155.0,155.0,18 02 30,+26 18 46,0.94,0.9,5385.0,Confirmed planets
2194,Kepler-12 b,0,0.43,1.75,4.4379637,1354.2,19 04 58,+50 02 25,1.09,1.42,5953.0,Confirmed planets
2195,WASP-68 b,0,0.95,1.24,5.084298,1490.0,20 20 23,-19 18 52,1.24,1.69,5911.0,Confirmed planets
2196,HD 171238 b,0,2.6,,1523.0,152.4,18 34 44,-28 04 20,0.943,,5467.0,Confirmed planets
2197,Kepler-863 b,0,,0.259,15.59461874,,19 50 39,+43 14 56,0.96,0.95,5678.0,Confirmed planets
2198,Kepler-514 b,0,,0.153,5.65179605,,19 04 59,+50 14 33,1.28,1.44,6106.0,Confirmed planets
2199,Kepler-1493 b,0,,0.126,15.0217983,,19 14 12,+38 33 55,1.06,1.29,5863.0,Confirmed planets
2200,Kepler-1157 b,0,,0.09699999999999999,4.45743164,,18 52 29,+43 31 32,0.76,0.71,4679.0,Confirmed planets
2201,Kepler-220 c,0,,0.14307,9.034199000000001,,19 26 01,+46 53 44,0.7170000000000001,0.6659999999999999,4632.0,Confirmed planets
2202,Kepler-220 d,0,,0.08931,28.122396999999996,,19 26 01,+46 53 44,0.7170000000000001,0.6659999999999999,4632.0,Confirmed planets
2203,Kepler-220 e,0,,0.1212,45.902733000000005,,19 26 01,+46 53 44,0.7170000000000001,0.6659999999999999,4632.0,Confirmed planets
2204,Kepler-220 b,0,,0.07382000000000001,4.159807,,19 26 01,+46 53 44,0.7170000000000001,0.6659999999999999,4632.0,Confirmed planets
2205,Kepler-770 b,0,,0.205,18.92540274,,19 05 58,+38 22 30,0.94,0.92,5598.0,Confirmed planets
2206,Kepler-770 c,0,,0.107,1.47532231,,19 05 58,+38 22 30,0.94,0.92,5598.0,Confirmed planets
2207,Kepler-770 d,0,,0.125,4.15244722,,19 05 58,+38 22 30,0.94,0.92,5598.0,Confirmed planets
2208,Kepler-359 c,0,,0.39186,57.688019999999995,,19 33 10,+42 11 46,,1.0859999999999999,6248.0,Confirmed planets
2209,Kepler-359 b,0,,0.32169000000000003,25.563222,,19 33 10,+42 11 46,,1.0859999999999999,6248.0,Confirmed planets
2210,Kepler-359 d,0,,0.36543000000000003,77.095691,,19 33 10,+42 11 46,,1.0859999999999999,6248.0,Confirmed planets
2211,Kepler-1107 b,0,,0.12,0.57103852,,19 24 12,+39 08 30,0.86,0.82,5268.0,Confirmed planets
2212,Kepler-264 b,0,,0.30346,40.806231,,19 28 10,+37 22 34,1.37,1.55,6158.0,Confirmed planets
2213,Kepler-264 c,0,,0.2579,140.10126100000002,,19 28 10,+37 22 34,1.37,1.55,6158.0,Confirmed planets
2214,Kepler-1452 b,0,,0.24100000000000002,42.913751,,19 29 41,+38 15 59,1.41,2.06,6101.0,Confirmed planets
2215,Ross 458 C,1,12.5,1.1,,695.0,13 00 47,+12 22 33,,,,"Confirmed planets, Planets in binary systems, P-type"
2216,HAT-P-4 b,0,0.68,1.27,3.0565113999999998,1550.7,15 19 58,+36 13 47,1.26,1.59,5890.0,Confirmed planets
2217,Kepler-1276 b,0,,0.106,12.5720095,,19 11 26,+40 32 50,1.14,1.21,6188.0,Confirmed planets
2218,Kepler-530 b,0,,0.26899999999999996,39.30941904,,18 53 22,+48 32 57,0.97,0.89,5697.0,Confirmed planets
2219,HD 215456 b,0,0.10099999999999999,,191.99,407.7,22 46 08,-48 58 04,,,5940.0,Confirmed planets
2220,HD 215456 c,0,0.24600000000000002,,2277.0,178.5,22 46 08,-48 58 04,,,5940.0,Confirmed planets
2221,KELT-8 b,0,0.867,1.86,3.2440599999999997,1675.0,18 53 13.322,+24 07 38.6,1.2109999999999999,1.67,5754.0,Confirmed planets
2222,Kepler-1311 b,0,,0.111,11.1726994,,19 18 36,+43 49 28,1.05,1.4,5748.0,Confirmed planets
2223,Kepler-1311 c,0,,0.109,2.53573424,,19 18 36,+43 49 28,1.05,1.4,5748.0,Confirmed planets
2224,Kepler-1622 b,0,,0.131,10.8118737,,19 49 19,+47 48 56,1.31,1.5,6436.0,Confirmed planets
2225,WASP-64 b,0,1.271,1.271,1.5732899999999999,1689.0,06 44 28,-32 51 30,0.98,1.03,5400.0,Confirmed planets
2226,KOI-1612.01,0,,0.073,2.46502,,18 59 08.6,+48 25 23,1.08,1.23,6104.0,Confirmed planets
2227,HD 13931 b,0,1.88,,4218.0,,02 16 47.37946,+43 46 22.7907,1.022,1.23,5829.0,Confirmed planets
2228,Kepler-798 b,0,,0.213,13.71933369,,19 29 55,+42 08 32,1.19,1.29,6224.0,Confirmed planets
2229,Kepler-1163 b,0,,0.092,6.11786898,,19 20 57,+50 01 48,1.22,1.35,6302.0,Confirmed planets
2230,HD 104985 b,0,8.3,,199.505,,12 05 15.11890,+76 54 20.6475,2.3,11.0,4877.0,Confirmed planets
2231,HD 49674 b,0,0.115,,4.9437,969.8,06 51 30,+40 52 03,1.07,0.94,5482.0,Confirmed planets
2232,Kepler-510 b,0,,0.22,19.55659418,,19 10 37,+39 14 39,0.91,1.41,5746.0,Confirmed planets
2233,MOA-2009-BLG-266L b,0,0.0327,,2780.0,,17 48 06,-35 00 19,0.56,,5700.0,Confirmed planets
2234,WASP-29 b,0,0.244,0.792,3.9227269999999996,910.6,23 51 31,-39 54 24,0.825,0.846,4800.0,Confirmed planets
2235,CoRoT-9 b,0,0.84,1.05,95.2738,376.6,18 43 09,+06 12 15,0.99,0.94,5625.0,Confirmed planets
2236,HD 86264 b,0,7.0,,1475.0,214.2,09 56 58,-15 53 42,1.42,1.88,6210.0,Confirmed planets
2237,Kepler-90 h,0,,1.01,331.60059,,18 57 44,+49 18 19,1.2,1.2,6080.0,Confirmed planets
2238,Kepler-90 g,0,,0.72,210.60697000000002,,18 57 44,+49 18 19,1.2,1.2,6080.0,Confirmed planets
2239,Kepler-90 f,0,,0.262455,124.9144,,18 57 44,+49 18 19,1.2,1.2,6080.0,Confirmed planets
2240,Kepler-90 e,0,,0.242407,91.93913,,18 57 44,+49 18 19,1.2,1.2,6080.0,Confirmed planets
2241,Kepler-90 d,0,,0.261544,59.73667,,18 57 44,+49 18 19,1.2,1.2,6080.0,Confirmed planets
2242,Kepler-90 c,0,,0.108445,8.719375,,18 57 44,+49 18 19,1.2,1.2,6080.0,Confirmed planets
2243,Kepler-90 b,0,,0.119381,7.008151,,18 57 44,+49 18 19,1.2,1.2,6080.0,Confirmed planets
2244,Kepler-939 b,0,,0.156,14.878295999999999,,19 35 28,+47 01 37,0.88,0.85,5471.0,Confirmed planets
2245,Kepler-325 b,0,,0.26519000000000004,4.544439,,19 19 20,+49 49 32,0.9179999999999999,1.003,5752.0,Confirmed planets
2246,Kepler-325 c,0,,0.23146999999999998,12.762172,,19 19 20,+49 49 32,0.9179999999999999,1.003,5752.0,Confirmed planets
2247,Kepler-325 d,0,,0.25425,38.715185,,19 19 20,+49 49 32,0.9179999999999999,1.003,5752.0,Confirmed planets
2248,KELT-11 b,0,0.195,1.37,4.736529,,10 46 50,-09 36 03,1.4380000000000002,2.72,5370.0,Confirmed planets
2249,Kepler-875 b,0,,0.259,27.5073799,,19 49 12,+43 08 31,1.06,1.11,5958.0,Confirmed planets
2250,HD 206610 b,0,2.2,,610.0,408.1,21 43 25,-07 24 30,1.56,6.1,4874.0,Confirmed planets
2251,XO-6 b,0,1.9,2.07,3.7650007000000003,,06 19 10,+73 49 40,1.47,1.93,6720.0,Confirmed planets
2252,Kepler-1586 b,0,,0.136,15.6049212,,19 52 49,+44 55 33,1.45,1.75,6681.0,Confirmed planets
2253,Kepler-1146 b,0,,0.11,2.3522658,,19 06 52,+47 25 32,0.74,0.7,4692.0,Confirmed planets
2254,HD 163607 b,0,0.77,,75.229,499.8,17 53 40,+56 23 31,1.09,1.63,5543.0,Confirmed planets
2255,HD 163607 c,0,2.29,,1314.0,200.4,17 53 40,+56 23 31,1.09,1.63,5543.0,Confirmed planets
2256,WASP-114 b,0,1.7690000000000001,1.339,1.5487743,,21 50 40,+10 27 47,1.2890000000000001,1.43,5940.0,Confirmed planets
2257,KIC 8435766 b,0,0.005882,0.109356,0.35500744,,19 34 57.989,+44 26 54.28,0.83,0.74,5121.0,Confirmed planets
2258,EPIC 203771098 b,0,0.066,0.52,20.88508,,16 10 17.69,-24 59 25.19,1.12,1.21,5743.0,Confirmed planets
2259,EPIC 203771098 c,0,0.085,0.723,42.36342,,16 10 17.69,-24 59 25.19,1.12,1.21,5743.0,Confirmed planets
2260,Kepler-524 b,0,,0.17,7.97419807,,19 47 26,+49 09 43,1.09,1.1,6014.0,Confirmed planets
2261,Kepler-524 c,0,,0.086,1.88897906,,19 47 26,+49 09 43,1.09,1.1,6014.0,Confirmed planets
2262,Kepler-913 b,0,,0.184,10.29672521,,19 50 20,+41 57 09,0.63,0.61,4687.0,Confirmed planets
2263,Kepler-984 b,0,,0.18899999999999997,43.034227200000004,,19 47 50,+46 23 39,0.96,0.93,5610.0,Confirmed planets
2264,Kepler-1206 b,0,,0.146,1.21699766,,19 43 45,+49 47 28,0.8,0.75,4877.0,Confirmed planets
2265,Kepler-930 b,0,,0.19,71.4517775,,19 53 15,+42 14 51,1.25,1.4,6335.0,Confirmed planets
2266,Kepler-527 b,0,,0.253,13.28535633,,19 23 50,+47 24 23,1.28,1.45,6388.0,Confirmed planets
2267,Kepler-775 b,0,,0.106,0.97486893,,19 25 44,+41 42 12,0.92,0.84,5468.0,Confirmed planets
2268,Kepler-1566 b,0,,0.07,0.53991524,,18 54 21,+40 34 30,0.84,0.81,5254.0,Confirmed planets
2269,Gliese 3470 b,0,0.0432,0.34600000000000003,3.3366487,,07 59 06,+15 23 30,0.51,0.48,3652.0,Confirmed planets
2270,HD 142 A b,2,1.25,,349.7,249.8,00 06 19,-49 04 30,1.15,1.43,6249.0,"Confirmed planets, Planets in binary systems, S-type"
2271,HD 142 A c,2,5.3,,6005.0,,00 06 19,-49 04 30,1.15,1.43,6249.0,"Confirmed planets, Planets in binary systems, S-type"
2272,Kepler-933 b,0,,0.21899999999999997,14.20443009,,19 18 16,+43 32 19,0.87,0.84,5346.0,Confirmed planets
2273,HD 75898 b,0,2.51,,418.2,307.6,08 53 51,+33 03 25,1.28,1.6,6021.0,Confirmed planets
2274,MOA-2007-BLG-192-L b,0,0.01,,,,18 08 04,-27 09 00,0.06,,3840.0,Confirmed planets
2275,55 Cnc b,2,0.8306,,14.651520000000001,,08 52 35.81093,+28 19 50.9511,0.96,0.96,5219.0,"Confirmed planets, Planets in binary systems, S-type"
2276,55 Cnc c,2,0.1714,,44.4175,,08 52 35.81093,+28 19 50.9511,0.96,0.96,5219.0,"Confirmed planets, Planets in binary systems, S-type"
2277,55 Cnc d,2,3.878,,4825.0,,08 52 35.81093,+28 19 50.9511,0.96,0.96,5219.0,"Confirmed planets, Planets in binary systems, S-type"
2278,55 Cnc e,2,0.0254,0.1746,0.7365515,,08 52 35.81093,+28 19 50.9511,0.96,0.96,5219.0,"Confirmed planets, Planets in binary systems, S-type"
2279,55 Cnc f,2,0.141,,262.0,,08 52 35.81093,+28 19 50.9511,0.96,0.96,5219.0,"Confirmed planets, Planets in binary systems, S-type"
2280,Kepler-1413 b,0,,0.162,13.182964199999999,,19 37 22,+46 29 56,0.84,0.8,5196.0,Confirmed planets
2281,Kepler-1181 b,0,,0.14,4.89337519,,19 18 59,+39 31 24,1.17,1.3,6176.0,Confirmed planets
2282,Kepler-552 b,0,,0.35200000000000004,5.26341577,,19 22 59,+48 14 31,1.03,1.04,5863.0,Confirmed planets
2283,OGLE-2003-BLG-235L b,0,2.6,,,,18 05 16,-28 06 18,0.63,,,Confirmed planets
2284,Kepler-1399 b,0,,0.11199999999999999,1.63865306,,19 33 15,+46 02 30,0.97,0.96,5735.0,Confirmed planets
2285,Kepler-179 c,0,,0.18225999999999998,6.40013,,19 54 39,+47 45 43,0.8420000000000001,0.759,5302.0,Confirmed planets
2286,Kepler-179 b,0,,0.14945,2.7359259999999996,,19 54 39,+47 45 43,0.8420000000000001,0.759,5302.0,Confirmed planets
2287,omi UMa b,0,4.1,,1630.0,,08 30 15.87064,+60 43 05.4115,3.09,14.1,5242.0,Confirmed planets
2288,Kepler-275 c,0,,0.30801999999999996,16.088134,,19 29 55,+38 30 53,1.198,1.383,6165.0,Confirmed planets
2289,Kepler-275 b,0,,0.21324,10.300682,,19 29 55,+38 30 53,1.198,1.383,6165.0,Confirmed planets
2290,Kepler-275 d,0,,0.30346,35.676062,,19 29 55,+38 30 53,1.198,1.383,6165.0,Confirmed planets
2291,Kepler-1431 b,0,,0.131,5.86601526,,19 30 38,+49 51 55,1.03,1.03,5806.0,Confirmed planets
2292,Kepler-296 c,2,,0.17800000000000002,5.841636599999999,,19 06 09.602,+49 26 14.37,0.498,0.48,3740.0,"Confirmed planets, Planets in binary systems, S-type"
2293,Kepler-296 d,2,,0.18600000000000003,19.850291,,19 06 09.602,+49 26 14.37,0.498,0.48,3740.0,"Confirmed planets, Planets in binary systems, S-type"
2294,Kepler-296 b,2,,0.14400000000000002,10.864384,,19 06 09.602,+49 26 14.37,0.498,0.48,3740.0,"Confirmed planets, Planets in binary systems, S-type"
2295,Kepler-296 f,2,,0.161,63.33626999999999,,19 06 09.602,+49 26 14.37,0.498,0.48,3740.0,"Confirmed planets, Planets in binary systems, S-type"
2296,Kepler-296 e,2,,0.136,34.142109999999995,,19 06 09.602,+49 26 14.37,0.498,0.48,3740.0,"Planets in binary systems, S-type, Confirmed planets"
2297,Kepler-20 b,0,0.027000000000000003,0.17,3.6961218999999996,1092.1,19 10 47,+42 20 19,0.912,0.9440000000000001,5466.0,Confirmed planets
2298,Kepler-20 c,0,0.051,0.27,10.854092,759.9,19 10 47,+42 20 19,0.912,0.9440000000000001,5466.0,Confirmed planets
2299,Kepler-20 d,0,0.06,0.25,77.61185,388.6,19 10 47,+42 20 19,0.912,0.9440000000000001,5466.0,Confirmed planets
2300,Kepler-20 e,0,,0.0791,6.098493,1040.0,19 10 47,+42 20 19,0.912,0.9440000000000001,5466.0,Confirmed planets
2301,Kepler-20 f,0,,0.09300000000000001,19.57706,706.0,19 10 47,+42 20 19,0.912,0.9440000000000001,5466.0,Confirmed planets
2302,HAT-P-2 b,0,8.74,0.951,5.633472900000001,1343.6,16 20 36,+41 02 53,1.36,1.64,6290.0,Confirmed planets
2303,HAT-P-38 b,0,0.267,0.825,4.640382,987.0,02 21 32,+32 14 47,0.8859999999999999,0.9229999999999999,5330.0,Confirmed planets
2304,Kepler-1252 b,0,,0.149,15.0540329,,19 55 48,+46 41 34,1.06,1.09,5949.0,Confirmed planets
2305,Kepler-748 b,0,,0.225,7.40742793,,19 29 03,+37 14 13,1.07,1.1,5934.0,Confirmed planets
2306,Kepler-341 c,0,,0.15492,8.01041,,19 19 26,+43 28 21,1.012,1.024,6012.0,Confirmed planets
2307,Kepler-341 d,0,,0.16859000000000002,27.666313,,19 19 26,+43 28 21,1.012,1.024,6012.0,Confirmed planets
2308,Kepler-341 b,0,,0.10753,5.1955279999999995,,19 19 26,+43 28 21,1.012,1.024,6012.0,Confirmed planets
2309,Kepler-341 e,0,,0.18135,42.473269,,19 19 26,+43 28 21,1.012,1.024,6012.0,Confirmed planets
2310,Kepler-547 b,0,,0.35700000000000004,6.01038429,,19 04 28,+44 20 43,0.78,0.73,4828.0,Confirmed planets
2311,Kepler-14 b,0,8.4,1.136,6.7901229999999995,,19 10 50,+47 19 59,1.5119999999999998,2.048,6395.0,Confirmed planets
2312,Kepler-803 b,0,,0.33799999999999997,50.28638192,,19 56 53,+44 41 38,1.05,1.12,5919.0,Confirmed planets
2313,WASP-113 b,0,0.475,1.409,4.542168745380001,,14 59 29,+46 57 36,1.318,1.608,5890.0,Confirmed planets
2314,Kepler-307 b,0,0.023403,0.29162,10.415999999999999,,19 51 10,+40 25 03,0.78,1.03,5577.0,Confirmed planets
2315,Kepler-307 c,0,0.011468,0.25516,13.084000000000001,,19 51 10,+40 25 03,0.78,1.03,5577.0,Confirmed planets
2316,KOI-1576.03,0,,0.14854,23.340320000000002,640.0,19 51 10,+40 25 03,0.78,1.03,5577.0,Kepler Objects of Interest
2317,OGLE-2013-BLG-0102LB,0,13.0,,,,17 52 07.08,-31 41 26.1,0.012,,,Controversial
2318,HATS-14 b,0,1.07,1.04,2.766764,1276.0,20 52 51.715,-25 41 14.40,0.97,0.93,5408.0,Confirmed planets
2319,HATS-15 b,0,2.17,1.105,1.74748753,,20 44 22.20,-19 26 15.0,0.871,0.922,5311.0,Confirmed planets
2320,Kepler-1025 b,0,,0.177,37.3229493,,18 58 02,+43 57 42,1.09,1.13,6089.0,Confirmed planets
2321,NGC 2423 3 b,0,10.6,,714.3,417.4,07 37 09,-13 54 24,2.4,,5700.0,"Confirmed planets, Planets in open clusters"
2322,HAT-P-49 b,0,1.73,1.413,,2131.0,20 21 46,-26 41 34,1.5430000000000001,1.8330000000000002,6820.0,Confirmed planets
2323,Kepler-407 b,0,,0.097509,0.6693100000000001,,19 04 09,+49 36 52,1.0,1.01,5476.0,Confirmed planets
2324,Kepler-407 c,0,12.582803,,3000.0,,19 04 09,+49 36 52,1.0,1.01,5476.0,Confirmed planets
2325,Kepler-93 b,0,0.0126,0.1319,4.72673978,,19 25 40.3888,+38 40 20.450,0.9109999999999999,0.919,5669.0,Confirmed planets
2326,Kepler-93 c,0,,,,,19 25 40.3888,+38 40 20.450,0.9109999999999999,0.919,5669.0,Controversial
2327,GQ Lup b,0,21.5,1.8,,,15 49 12,-35 39 03,0.7,,5150.0,Confirmed planets
2328,Kepler-1461 b,0,,0.18100000000000002,29.349477500000003,,19 03 19,+43 11 54,0.79,0.74,4919.0,Confirmed planets
2329,Kepler-161 b,0,,0.1932,4.921355,,19 22 03,+43 05 01,0.7829999999999999,0.8059999999999999,5078.0,Confirmed planets
2330,Kepler-161 c,0,,0.18682,7.06424,,19 22 03,+43 05 01,0.7829999999999999,0.8059999999999999,5078.0,Confirmed planets
2331,Kepler-1127 b,0,,0.175,5.12330347,,19 32 52,+42 43 15,0.97,0.95,5664.0,Confirmed planets
2332,Kepler-731 b,0,,1.238,3.85560355,,19 45 34,+45 34 07,1.03,1.06,5849.0,Confirmed planets
2333,OGLE-2015-BLG-0563L b,0,0.39,,,,18 05 57.72,-27 42 43.2,0.34,,,Confirmed planets
2334,Kepler-1568 b,0,,0.11599999999999999,20.925392000000002,,19 16 44,+47 52 24,1.09,1.19,5956.0,Confirmed planets
2335,WASP-38 b,0,2.71,1.09,6.87188,1152.9,16 15 50,+10 01 57,1.23,1.35,6150.0,Confirmed planets
2336,Kepler-1601 b,0,,0.073,2.20921951,,19 02 03,+38 04 47,1.04,1.07,5869.0,Confirmed planets
2337,Kepler-1160 b,0,,0.191,7.97034958,,19 11 31,+43 21 51,0.92,0.89,5519.0,Confirmed planets
2338,EPIC 203826436 b,0,,0.14400000000000002,4.44117,,16 13 48.24,-24 47 13.4,0.9,0.85,5413.0,Confirmed planets
2339,EPIC 203826436 c,0,,0.245,6.4290400000000005,,16 13 48.24,-24 47 13.4,0.9,0.85,5413.0,Confirmed planets
2340,EPIC 203826436 d,0,,0.244,14.09189,,16 13 48.24,-24 47 13.4,0.9,0.85,5413.0,Confirmed planets
2341,KOI-370.02,0,,0.228,22.95102,,19 25 33,+44 31 44,1.419,1.98,6022.0,Confirmed planets
2342,KOI-370.01,0,,0.35,42.882540000000006,,19 25 33,+44 31 44,1.419,1.98,6022.0,Confirmed planets
2343,Kepler-269 b,0,,0.22509,5.326718,,19 20 51,+41 46 33,1.04,0.9590000000000001,5847.0,Confirmed planets
2344,Kepler-269 c,0,,0.15400999999999998,8.127899000000001,,19 20 51,+41 46 33,1.04,0.9590000000000001,5847.0,Confirmed planets
2345,OGLE-2015-BLG-0051L b,0,0.72,,,,17 58 39,-28 58 06,0.1,,,Confirmed planets
2346,Kepler-1576 b,0,,0.09300000000000001,6.98471973,,19 16 18,+40 21 58,1.05,1.06,5876.0,Confirmed planets
2347,Kepler-308 b,0,,0.1932,9.694927999999999,,19 43 08,+40 26 22,0.997,0.941,5895.0,Confirmed planets
2348,Kepler-308 c,0,,0.19684000000000001,15.38231,,19 43 08,+40 26 22,0.997,0.941,5895.0,Confirmed planets
2349,Kepler-335 b,0,,0.30893000000000004,6.5623309999999995,,19 44 15,+45 25 43,,1.854,5877.0,Confirmed planets
2350,Kepler-335 c,0,,0.27976999999999996,67.84446899999999,,19 44 15,+45 25 43,,1.854,5877.0,Confirmed planets
