pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_radj,ra,dec,st_dist,st_teff,st_mass,st_rad
KIC 7917485 b,Pulsation Timing Variations,1,840.0,,0.15,11.8,,299.434592,43.632622,1382.51,7067.0,1.63,
KIC 8540376 b,Transit,2,31.8099,,,,0.366,282.37753,44.694592,1072.12,6474.0,1.04,1.26
KIC 8540376 c,Transit,2,75.2,,,,0.214,282.37753,44.694592,1072.12,6474.0,1.04,1.26
KIC 9663113 b,Transit,2,572.3847,,,,0.41,297.045421,46.328701,1594.34,6065.0,0.98,1.03
KMT-2016-BLG-1107L b,Microlensing,1,,0.342,,3.283,,266.41775,-26.0318,6651.0,,0.09,
KMT-2016-BLG-1397L b,Microlensing,1,,5.1,,7.0,,272.66461200000003,-24.857738,6600.0,,0.45,
KMT-2016-BLG-1820L b,Microlensing,1,,1.08,,4.57,,268.76474,-29.516920000000002,6260.0,,0.04,
KMT-2016-BLG-2142L b,Microlensing,1,,0.83,,15.49,,268.112,-29.384562,7010.0,,0.07,
KMT-2017-BLG-1038L b,Microlensing,1,,1.8,,2.0,,266.170917,-25.143031,6000.0,,0.37,
KMT-2017-BLG-1146L b,Microlensing,1,,1.6,,0.71,,269.105833,-33.142469,6500.0,,0.33,
KOI-12 b,Transit,1,17.85523,,0.72,5.32,1.54,297.453731,41.010991,426.0,6820.0,1.82,1.75
KOI-1257 b,Transit,1,86.647661,0.382,0.772,1.45,0.94,291.22517999999997,44.927383,900.0,5520.0,0.99,1.13
KOI-13 b,Transit,1,1.763588,0.036410000000000005,0.00064,9.28,1.5119999999999998,286.971199,46.868362,415.0,7650.0,1.72,1.74
KOI-142 b,Transit,2,10.95416,,0.055929999999999994,0.027,0.337,291.148088,40.669407,339.0,5471.0,0.96,0.88
KOI-142 c,Transit Timing Variations,2,22.3395,0.15525,0.05628,0.626,,291.148088,40.669407,339.0,5471.0,0.96,0.88
KOI-1599.01,Transit,2,20.4415,0.14728,0.014,0.014469999999999998,0.17,298.373847,40.618421000000005,1168.99,,1.02,0.97
KOI-1599.02,Transit,2,13.6088,0.112293,0.0114,0.028319999999999998,0.17,298.373847,40.618421000000005,1168.99,,1.02,0.97
KOI-217 b,Transit,1,3.90512,0.0477,0.0,,1.11,294.865505,46.285854,800.0,5545.0,0.95,0.86
KOI-351 b,Transit,8,7.008151,0.074,,,0.11699999999999999,284.433492,49.305161,780.0,6080.0,1.2,1.2
KOI-351 c,Transit,8,8.719375,0.089,,,0.106,284.433492,49.305161,780.0,6080.0,1.2,1.2
KOI-351 d,Transit,8,59.73667,0.32,,,0.256,284.433492,49.305161,780.0,6080.0,1.2,1.2
KOI-351 e,Transit,8,91.93913,0.42,,,0.237,284.433492,49.305161,780.0,6080.0,1.2,1.2
KOI-351 f,Transit,8,124.9144,0.48,,,0.257,284.433492,49.305161,780.0,6080.0,1.2,1.2
KOI-351 g,Transit,8,210.60697,0.71,,,0.723,284.433492,49.305161,780.0,6080.0,1.2,1.2
KOI-351 h,Transit,8,331.60059,1.01,,,1.008,284.433492,49.305161,780.0,6080.0,1.2,1.2
KOI-351 i,Transit,8,14.44912,,,,0.11800000000000001,284.433492,49.305161,780.0,6080.0,1.2,1.2
KOI-3680 b,Transit,1,141.241671,0.534,0.496,1.93,0.99,293.281566,45.309677,946.59,5830.0,1.01,0.96
KOI-55 b,Orbital Brightness Modulation,2,0.240104,0.006,,0.0014,0.068,296.35610499999996,41.092755,1180.0,27730.0,0.5,0.2
KOI-55 c,Orbital Brightness Modulation,2,0.342887,0.0076,,0.0021,0.077,296.35610499999996,41.092755,1180.0,27730.0,0.5,0.2
KOI-94 b,Transit,4,3.743208,0.05119,0.25,0.033,0.153,297.333057,41.891117,462.0,6182.0,1.28,1.52
KOI-94 c,Transit,4,10.423648,0.1013,0.43,0.049,0.385,297.333057,41.891117,462.0,6182.0,1.28,1.52
KOI-94 d,Transit,4,22.342989,0.1684,0.022,0.334,1.005,297.333057,41.891117,462.0,6182.0,1.28,1.52
KOI-94 e,Transit,4,54.32031,0.3046,0.019,0.11,0.585,297.333057,41.891117,462.0,6182.0,1.28,1.52
KPS-1 b,Transit,1,1.706291,0.0269,0.0,1.09,1.03,165.167404,64.96401999999999,264.69,5165.0,0.89,0.91
Kapteyn c,Radial Velocity,1,121.54,0.311,0.23,0.022,,77.91909,-45.018414,3.93,3550.0,0.28,0.29
Kepler-10 b,Transit,2,0.837491,0.0172,,0.0145,0.132,285.679394,50.241299,173.0,5627.0,0.91,1.06
Kepler-10 c,Transit,2,45.294301,,0.0,0.054,0.21,285.679394,50.241299,173.0,5627.0,0.91,1.06
Kepler-100 b,Transit,3,6.88705,,,0.023,0.11800000000000001,291.385979,41.990272999999995,297.0,5825.0,1.08,1.49
Kepler-100 c,Transit,3,12.8159,,,0.022180000000000002,0.196,291.385979,41.990272999999995,297.0,5825.0,1.08,1.49
Kepler-100 d,Transit,3,35.3331,,,0.00944,0.14400000000000002,291.385979,41.990272999999995,297.0,5825.0,1.08,1.49
Kepler-1000 b,Transit,1,120.0181272,,,,0.425,286.685523,47.098221,925.0,6453.0,1.4,1.51
Kepler-1001 b,Transit,1,14.30511983,,,,0.281,286.273871,48.618706,1009.0,5491.0,0.9,0.88
Kepler-1002 b,Transit,1,4.33642933,,,,0.153,293.079495,43.073715,425.0,6144.0,1.22,1.57
Kepler-1003 b,Transit,1,3.55485691,,,,0.159,292.020456,44.876217,873.0,6109.0,1.11,1.17
Kepler-1004 b,Transit,1,5.28789787,,,,0.56,297.359299,49.79755,1080.0,4972.0,1.11,3.39
Kepler-1005 b,Transit,1,6.49801525,,,,0.134,286.286014,43.320461,515.0,5782.0,1.0,1.06
Kepler-1006 b,Transit,1,19.76172042,,,,0.13699999999999998,295.754127,42.537476,496.0,5328.0,0.78,0.74
Kepler-1007 b,Transit,1,5.18500207,,,,0.128,295.906552,45.80912,365.0,4587.0,0.73,0.7
Kepler-1008 b,Transit,1,12.43931193,,,,0.114,296.547525,44.941933,299.0,5066.0,0.81,0.78
Kepler-1009 b,Transit,1,11.35011917,,,,0.19399999999999998,282.85992999999996,42.665764,281.0,4027.0,0.59,0.57
Kepler-101 b,Transit,2,3.4876812,0.0474,0.086,0.16,0.51,283.255489,48.355228000000004,657.0,5667.0,1.17,1.56
Kepler-101 c,Transit,2,6.02976,0.0684,0.0,0.01,0.11199999999999999,283.255489,48.355228000000004,657.0,5667.0,1.17,1.56
Kepler-1010 b,Transit,1,34.2685705,,,,0.207,289.192636,44.149326,610.0,5253.0,0.86,0.82
Kepler-1011 b,Transit,1,5.75322197,,,,0.256,297.401546,46.824001,860.0,5416.0,0.91,0.88
Kepler-1012 b,Transit,1,5.50860439,,,,0.115,289.29627,46.457954,420.0,5556.0,0.95,0.91
Kepler-1013 b,Transit,1,18.93054959,,,,0.192,290.24807200000004,44.435241999999995,433.0,4954.0,0.81,0.76
Kepler-1014 b,Transit,1,16.57110363,,,,0.213,285.122033,44.110603000000005,672.0,5388.0,0.88,0.84
Kepler-1015 b,Transit,1,16.00494214,,,,0.317,292.75732999999997,43.42691,932.0,6769.0,1.49,1.81
Kepler-1016 b,Transit,2,1.95452434,,,,0.19399999999999998,294.613645,45.984623,1239.0,5821.0,0.99,1.0
Kepler-1016 c,Transit,2,105.6551369,,,,0.32799999999999996,294.613645,45.984623,1239.0,5821.0,0.99,1.0
Kepler-1017 b,Transit,1,7.23400469,,,,0.17800000000000002,283.469362,40.132607,554.0,5473.0,0.93,0.87
Kepler-1018 b,Transit,1,49.1013514,,,,0.23,283.596696,45.407879,894.0,5518.0,0.91,0.88
Kepler-1019 b,Transit,1,1.41122985,,,,0.13,283.71752599999996,47.204449,198.0,4433.0,0.7,0.67
Kepler-102 b,Transit,5,5.28696,,,0.01353,0.042,281.482749,47.208031,110.0,4909.0,0.81,0.76
Kepler-102 c,Transit,5,7.07142,,,0.00944,0.052000000000000005,281.482749,47.208031,110.0,4909.0,0.81,0.76
Kepler-102 d,Transit,5,10.3117,,,0.012,0.105,281.482749,47.208031,110.0,4909.0,0.81,0.76
Kepler-102 e,Transit,5,16.1457,,,0.028,0.198,281.482749,47.208031,110.0,4909.0,0.81,0.76
Kepler-102 f,Transit,5,27.4536,,,0.01636,0.079,281.482749,47.208031,110.0,4909.0,0.81,0.76
Kepler-1020 b,Transit,1,96.9151496,,,,0.203,292.672551,46.377421999999996,446.0,5227.0,0.87,0.8
Kepler-1021 b,Transit,1,13.47469571,,,,0.20800000000000002,295.204905,42.559681,837.0,5431.0,0.89,0.86
Kepler-1022 b,Transit,1,10.99469878,,,,0.21100000000000002,289.35200499999996,46.973728,455.0,4445.0,0.71,0.68
Kepler-1023 b,Transit,1,62.1387714,,,,0.235,289.029742,49.769707000000004,686.0,5494.0,0.93,0.89
Kepler-1024 b,Transit,1,66.4162133,,,,0.349,291.950991,38.251698,1017.0,5143.0,0.81,0.78
Kepler-1025 b,Transit,1,37.3229493,,,,0.177,284.510201,43.961665999999994,716.0,6089.0,1.09,1.13
Kepler-1026 b,Transit,1,36.5156053,,,,0.19699999999999998,283.605263,39.99798,389.0,4948.0,0.79,0.75
Kepler-1027 b,Transit,1,1.9078052,,,,0.079,287.571185,42.813922999999996,291.0,5436.0,0.91,0.82
Kepler-1028 b,Transit,1,2.51462432,,,,0.11900000000000001,289.593097,49.781158000000005,633.0,5522.0,0.9,0.87
Kepler-1029 b,Transit,1,4.41769648,,,,0.11199999999999999,292.132976,41.547540000000005,422.0,5030.0,0.82,0.77
Kepler-103 b,Transit,2,15.9654,,,0.031,0.301,288.984555,40.064521,485.0,5845.0,1.09,1.44
Kepler-103 c,Transit,2,179.612,,,0.114,0.45899999999999996,288.984555,40.064521,485.0,5845.0,1.09,1.44
Kepler-1030 b,Transit,1,19.32952416,,,,0.221,293.681915,45.817559,795.0,4983.0,0.8,0.76
Kepler-1031 b,Transit,1,1.22621732,,,,0.078,296.08974700000005,48.955376,741.0,6011.0,1.09,1.12
Kepler-1032 b,Transit,1,3.29011795,,,,0.16699999999999998,289.930872,40.097751,607.0,4647.0,0.77,0.71
Kepler-1033 b,Transit,1,7.56052806,,,,0.22399999999999998,283.845142,44.609093,1425.0,5547.0,0.94,0.92
Kepler-1034 b,Transit,1,12.12400943,,,,0.20199999999999999,286.115368,37.966997,706.0,5198.0,0.83,0.8
Kepler-1035 b,Transit,1,2.71407755,,,,0.10400000000000001,289.042225,42.882488,408.0,5763.0,0.98,0.97
Kepler-1036 b,Transit,1,122.8808058,,,,0.26899999999999996,295.18163799999996,49.945786,507.0,5533.0,0.95,0.89
Kepler-1037 b,Transit,1,1.06378867,,,,0.114,296.341029,47.170856,451.0,5105.0,0.82,0.78
Kepler-1038 b,Transit,1,148.4603382,,,,0.315,298.97218399999997,44.132378,622.0,5335.0,0.87,0.83
Kepler-1039 b,Transit,1,0.93488424,,,,0.13,298.326591,45.315514,324.0,4870.0,0.79,0.74
Kepler-104 b,Transit,3,11.427548,0.094,,,0.27699999999999997,287.60461200000003,42.166779,403.0,5711.0,,1.35
Kepler-104 c,Transit,3,23.668205,0.153,,,0.27899999999999997,287.60461200000003,42.166779,403.0,5711.0,,1.35
Kepler-104 d,Transit,3,51.755394,0.257,,,0.319,287.60461200000003,42.166779,403.0,5711.0,,1.35
Kepler-1040 b,Transit,1,201.1214,,,,0.18600000000000003,283.113784,48.131393,473.0,5694.0,0.98,0.96
Kepler-1041 b,Transit,1,24.7576421,,,,0.262,293.881768,49.683155,979.0,5957.0,1.06,1.08
Kepler-1042 b,Transit,1,10.13202575,,,,0.195,288.668933,39.824006,659.0,4815.0,0.75,0.72
Kepler-1043 b,Transit,1,38.5053398,,,,0.22699999999999998,281.662983,47.568584,838.0,5629.0,0.92,0.9
Kepler-1044 b,Transit,1,6.77408868,,,,0.23800000000000002,293.144456,46.666237,1507.0,5985.0,1.08,1.11
Kepler-1045 b,Transit,1,26.41045478,,,,0.24,284.183296,45.074104,971.0,5301.0,0.86,0.82
Kepler-1046 b,Transit,1,14.37508035,,,,0.153,296.755759,46.998290999999995,518.0,5913.0,1.04,1.04
Kepler-1047 b,Transit,2,56.1886887,,,,0.18600000000000003,288.646254,50.788982,566.0,5754.0,1.08,1.13
Kepler-1047 c,Transit,2,3.18897601,,,,0.08800000000000001,288.646254,50.788982,566.0,5754.0,1.08,1.13
Kepler-1048 b,Transit,1,6.92101021,,,,0.14400000000000002,281.898352,42.165787,415.0,4651.0,0.75,0.7
Kepler-1049 b,Transit,1,3.27346074,,,,0.085,287.346741,47.772957,129.0,3864.0,0.51,0.49
Kepler-105 b,Transit,2,5.4122,0.066,0.47,,0.429,287.887325,46.276237,524.0,5827.0,0.96,0.89
Kepler-105 c,Transit,2,7.1262,,,0.014469999999999998,0.11699999999999999,287.887325,46.276237,524.0,5827.0,0.96,0.89
Kepler-1050 b,Transit,2,15.3787546,,,,0.14300000000000002,282.924996,48.626391999999996,555.0,6010.0,1.09,1.13
Kepler-1050 c,Transit,2,21.1284569,,,,0.132,282.924996,48.626391999999996,555.0,6010.0,1.09,1.13
Kepler-1051 b,Transit,1,25.96200249,,,,0.303,295.15810600000003,40.898849,1021.0,6675.0,1.43,1.73
Kepler-1052 b,Transit,1,34.8538276,,,,0.261,295.342731,46.602264,1051.0,5888.0,1.03,1.03
Kepler-1053 b,Transit,1,2.41435165,,,,0.087,291.418635,39.127415,171.0,4529.0,0.74,0.69
Kepler-1054 b,Transit,1,4.30655689,,,,0.235,290.601152,44.556385,1050.0,6209.0,1.22,1.34
Kepler-1055 b,Transit,1,2.29503623,,,,0.11,290.486779,44.932617,422.0,5723.0,0.98,0.94
Kepler-1056 b,Transit,1,27.495606,,,,0.26899999999999996,299.52598,46.899260999999996,971.0,6127.0,1.12,1.2
Kepler-1057 b,Transit,1,14.08827448,,,,0.3,297.452152,41.558124,1462.0,5987.0,1.07,1.1
Kepler-1058 b,Transit,1,110.96546,,,,0.243,294.595783,45.875034,525.0,4644.0,0.73,0.69
Kepler-1059 b,Transit,1,3.76419105,,,,0.154,289.220209,41.706486,673.0,4906.0,0.75,0.72
Kepler-106 b,Transit,4,6.16486,,,0.01668,0.073,300.863971,44.337555,451.0,5858.0,1.0,1.04
Kepler-106 c,Transit,4,13.5708,,,0.033,0.223,300.863971,44.337555,451.0,5858.0,1.0,1.04
Kepler-106 d,Transit,4,23.9802,,,0.025490000000000002,0.085,300.863971,44.337555,451.0,5858.0,1.0,1.04
Kepler-106 e,Transit,4,43.8445,,,0.035,0.228,300.863971,44.337555,451.0,5858.0,1.0,1.04
Kepler-1060 b,Transit,1,46.8779367,,,,0.212,286.025189,39.630928999999995,861.0,5797.0,0.99,0.99
Kepler-1061 b,Transit,1,2.75798267,,,,0.177,296.230004,50.27523,585.0,6067.0,1.09,1.07
Kepler-1062 b,Transit,1,9.30412078,,,,0.157,283.899402,41.221607,388.0,4597.0,0.75,0.7
Kepler-1063 b,Transit,1,14.07971466,,,,0.133,290.52675,38.142973,365.0,5945.0,1.09,1.14
Kepler-1064 b,Transit,1,16.54080322,,,,0.138,291.741637,37.688934,374.0,5153.0,0.85,0.79
Kepler-1065 b,Transit,2,3.60930891,,,,0.33299999999999996,294.511258,38.790501,1078.0,5635.0,0.94,0.93
Kepler-1065 c,Transit,2,2.37030743,,,,0.14300000000000002,294.511258,38.790501,1078.0,5635.0,0.94,0.93
Kepler-1066 b,Transit,1,1.93155984,,,,0.21100000000000002,298.86656400000004,46.502239,399.0,5762.0,0.98,0.98
Kepler-1067 b,Transit,1,0.76212926,,,,0.071,285.387409,45.049053,689.0,5592.0,0.95,0.93
Kepler-1068 b,Transit,1,16.92344113,,,,0.324,294.648164,46.392365000000005,1532.0,5806.0,1.01,1.01
Kepler-1069 b,Transit,1,23.8990296,,,,0.14300000000000002,290.979329,47.989002,435.0,5722.0,0.99,0.98
Kepler-107 b,Transit,4,3.179997,0.044,,,0.139,297.028248,48.208611,512.0,5851.0,,1.41
Kepler-107 c,Transit,4,4.901425,0.059,,,0.161,297.028248,48.208611,512.0,5851.0,,1.41
Kepler-107 d,Transit,4,7.958203,0.082,,,0.095,297.028248,48.208611,512.0,5851.0,,1.41
Kepler-107 e,Transit,4,14.749049,0.123,,,0.308,297.028248,48.208611,512.0,5851.0,,1.41
Kepler-1070 b,Transit,1,6.2216147,,,,0.154,293.195374,49.316502,1040.0,6261.0,1.21,1.32
Kepler-1071 b,Transit,1,6.1799844,,,,0.212,293.057996,45.248816999999995,964.0,5215.0,0.86,0.81
Kepler-1072 b,Transit,1,1.5690665,,,,0.141,292.04438,46.329025,976.0,6199.0,1.2,1.32
Kepler-1073 b,Transit,2,8.67888593,,,,0.205,294.1527,38.233048,837.0,5792.0,1.0,1.0
Kepler-1073 c,Transit,2,4.02582254,,,,0.146,294.1527,38.233048,837.0,5792.0,1.0,1.0
Kepler-1074 b,Transit,1,5.94566534,,,,0.11199999999999999,284.47654500000004,46.252579,245.0,4002.0,0.6,0.57
Kepler-1075 b,Transit,1,1.52372816,,,,0.127,287.501179,47.469269,265.0,3959.0,0.56,0.54
Kepler-1076 b,Transit,1,6.14727918,,,,0.071,287.590098,51.060574,199.0,4868.0,0.79,0.74
Kepler-1077 b,Transit,1,34.3511874,,,,0.247,291.033636,42.26786,1098.0,5816.0,1.02,1.02
Kepler-1078 b,Transit,1,3.00725242,,,,0.17,293.20058900000004,43.050036999999996,1215.0,5612.0,0.94,0.92
Kepler-1079 b,Transit,1,13.24503188,,,,0.145,299.549499,45.769753,481.0,5758.0,1.08,1.36
Kepler-108 b,Transit,2,49.183921,0.292,,,0.772,294.559169,46.062325,729.0,5854.0,,2.19
Kepler-108 c,Transit,2,190.323494,0.721,,,0.73,294.559169,46.062325,729.0,5854.0,,2.19
Kepler-1080 b,Transit,1,77.2548396,,,,0.293,296.46452200000004,49.182915,688.0,5956.0,1.1,1.16
Kepler-1081 b,Transit,1,3.85691855,,,,0.09,289.44452,41.317757,425.0,5345.0,0.88,0.84
Kepler-1082 b,Transit,1,1.5432066,,,,0.1,289.358672,50.598484,628.0,5923.0,1.03,1.14
Kepler-1083 b,Transit,1,33.4177993,,,,0.3,283.161951,45.198315,912.0,5049.0,0.81,0.77
Kepler-1084 b,Transit,1,2.05333679,,,,0.099,290.101971,48.251137,427.0,6113.0,1.12,1.28
Kepler-1085 b,Transit,1,219.3217528,,,,0.644,287.477648,46.141186,1518.0,6000.0,1.11,1.14
Kepler-1086 b,Transit,2,18.78425728,,,,0.218,295.251155,45.842971999999996,464.0,4350.0,0.7,0.66
Kepler-1086 c,Transit,2,161.5163345,,,,0.262,295.251155,45.842971999999996,464.0,4350.0,0.7,0.66
Kepler-1087 b,Transit,1,0.69384285,,,,0.054000000000000006,294.978825,46.005653,354.0,5589.0,0.96,0.94
Kepler-1088 b,Transit,1,23.12748644,,,,0.127,281.561453,42.450503999999995,300.0,5975.0,1.08,1.08
Kepler-1089 b,Transit,1,5.13248562,,,,0.163,291.092742,49.190059000000005,227.0,3753.0,0.52,0.49
Kepler-109 b,Transit,2,6.48163,,,0.022969999999999997,0.21100000000000002,290.392721,40.284875,482.0,5952.0,1.04,1.32
Kepler-109 c,Transit,2,21.2227,,,0.06859,0.225,290.392721,40.284875,482.0,5952.0,1.04,1.32
Kepler-1090 b,Transit,1,198.680179,,,,0.201,295.662872,44.525845000000004,702.0,5321.0,0.86,0.82
Kepler-1091 b,Transit,1,1.43474156,,,,0.13,299.785465,43.670753000000005,915.0,5851.0,1.01,1.03
Kepler-1092 b,Transit,1,58.6017925,,,,0.185,297.72314,47.112659,914.0,5862.0,0.99,1.0
Kepler-1093 b,Transit,2,25.0824626,,,,0.174,284.978013,41.420165999999995,848.0,6166.0,1.13,1.2
Kepler-1093 c,Transit,2,89.722292,,,,0.175,284.978013,41.420165999999995,848.0,6166.0,1.13,1.2
Kepler-1094 b,Transit,1,78.1000231,,,,0.284,292.301253,38.267041,1371.0,6112.0,1.14,1.21
Kepler-1095 b,Transit,1,4.27103091,,,,0.10800000000000001,293.262447,41.365114,758.0,5658.0,0.94,0.92
Kepler-1096 b,Transit,1,2.89221751,,,,0.111,294.70937999999995,45.969501,344.0,4306.0,0.66,0.63
Kepler-1097 b,Transit,1,187.747029,,,,0.29100000000000004,281.594148,42.596416,738.0,5211.0,0.82,0.79
Kepler-1098 b,Transit,1,2.54307286,,,,0.11599999999999999,295.502705,43.232796,876.0,5794.0,0.99,0.99
Kepler-1099 b,Transit,1,2.16845259,,,,0.252,288.74996200000004,48.277176000000004,1209.0,5837.0,1.01,1.0
Kepler-11 b,Transit,6,10.3039,0.091,0.045,0.006,0.161,297.115123,41.909138,613.0,5663.0,0.96,1.06
Kepler-11 c,Transit,6,13.0241,0.107,0.026,0.009,0.256,297.115123,41.909138,613.0,5663.0,0.96,1.06
Kepler-11 d,Transit,6,22.6845,0.155,0.004,0.023,0.278,297.115123,41.909138,613.0,5663.0,0.96,1.06
Kepler-11 e,Transit,6,31.9996,0.195,0.012,0.025,0.374,297.115123,41.909138,613.0,5663.0,0.96,1.06
Kepler-11 f,Transit,6,46.6888,0.25,0.013,0.006,0.222,297.115123,41.909138,613.0,5663.0,0.96,1.06
Kepler-11 g,Transit,6,118.3807,0.466,0.15,0.079,0.297,297.115123,41.909138,613.0,5663.0,0.96,1.06
Kepler-110 b,Transit,2,12.691112,0.107,,,0.163,292.92913300000004,48.602814,692.0,5960.0,,1.15
Kepler-110 c,Transit,2,31.719775,0.198,,,0.19699999999999998,292.92913300000004,48.602814,692.0,5960.0,,1.15
Kepler-1100 b,Transit,1,6.42200058,,,,0.156,291.871356,44.087376,940.0,6247.0,1.21,1.34
Kepler-1101 b,Transit,1,81.3151059,,,,0.22,294.569379,45.671257000000004,897.0,5614.0,0.94,0.91
Kepler-1102 b,Transit,1,51.3285623,,,,0.237,281.322565,48.066505,986.0,5724.0,0.96,0.94
Kepler-1103 b,Transit,1,19.79191978,,,,0.203,287.38209,49.452396,921.0,6092.0,1.11,1.15
Kepler-1104 b,Transit,1,5.03728015,,,,0.11,294.468554,49.331024,516.0,6417.0,1.3,1.41
Kepler-1105 b,Transit,1,4.42157218,,,,0.179,281.111771,42.454931,369.0,4299.0,0.71,0.68
Kepler-1106 b,Transit,1,1.25275217,,,,0.147,291.145201,44.062546000000005,1168.0,6104.0,1.11,1.17
Kepler-1107 b,Transit,1,0.57103852,,,,0.12,291.049927,39.141674,457.0,5268.0,0.86,0.82
Kepler-1108 b,Transit,1,4.51005748,,,,0.13,296.042339,45.985146,764.0,5406.0,0.88,0.84
Kepler-1109 b,Transit,1,37.6467384,,,,0.195,291.64624399999997,39.396623999999996,797.0,5893.0,1.05,1.06
Kepler-111 b,Transit,2,3.341815,0.046,,,0.141,291.65317000000005,44.688274,698.0,5952.0,,1.16
Kepler-111 c,Transit,2,224.784608,0.761,,,0.6509999999999999,291.65317000000005,44.688274,698.0,5952.0,,1.16
Kepler-1110 b,Transit,1,9.69312032,,,,0.237,291.808022,38.622703,726.0,4781.0,0.73,0.7
Kepler-1111 b,Transit,1,8.79617863,,,,0.17800000000000002,295.463372,45.812744,1142.0,6077.0,1.1,1.15
Kepler-1112 b,Transit,1,14.36267939,,,,0.26899999999999996,296.968815,47.751488,1734.0,6496.0,1.34,1.54
Kepler-1113 b,Transit,1,42.3004954,,,,0.251,289.406695,39.338834000000006,1127.0,5931.0,1.12,1.17
Kepler-1114 b,Transit,1,14.97435694,,,,0.12,299.236933,45.834697999999996,427.0,5374.0,0.87,0.83
Kepler-1115 b,Transit,1,23.5540725,,,,0.152,294.991772,40.144409,935.0,8480.0,1.6,1.73
Kepler-1116 b,Transit,1,41.6977827,,,,0.22699999999999998,291.933655,44.115505,1017.0,5641.0,0.95,0.93
Kepler-1117 b,Transit,1,4.79028459,,,,0.099,292.08477999999997,49.23748,619.0,5612.0,0.95,0.93
Kepler-1118 b,Transit,1,38.6715075,,,,0.244,299.965664,44.160896,818.0,5688.0,0.96,0.97
Kepler-1119 b,Transit,1,8.3265153,,,,0.171,297.019131,44.327521999999995,1288.0,6083.0,1.11,1.17
Kepler-112 b,Transit,2,8.408878,0.076,,,0.21100000000000002,296.981009,43.209751000000004,499.0,5544.0,,0.84
Kepler-112 c,Transit,2,28.574263,0.172,,,0.214,296.981009,43.209751000000004,499.0,5544.0,,0.84
Kepler-1120 b,Transit,1,2.94902905,,,,0.12300000000000001,290.914483,42.286578999999996,635.0,4904.0,0.78,0.74
Kepler-1121 b,Transit,1,13.15141081,,,,0.17,297.786606,47.886127,529.0,6231.0,1.29,1.59
Kepler-1122 b,Transit,1,42.1917357,,,,0.182,288.280535,46.340903999999995,924.0,5544.0,0.92,0.89
Kepler-1123 b,Transit,1,4.33946454,,,,0.149,294.517667,50.670398999999996,796.0,5500.0,0.93,0.9
Kepler-1124 b,Transit,1,2.85234897,,,,0.114,286.594273,37.891265999999995,177.0,3658.0,0.35,0.34
Kepler-1125 b,Transit,1,17.6700642,,,,0.16399999999999998,295.481223,40.73198,910.0,5683.0,0.95,0.94
Kepler-1126 b,Transit,1,108.593329,,,,0.154,285.69199199999997,45.689396,668.0,5798.0,0.92,0.93
Kepler-1127 b,Transit,1,5.12330347,,,,0.175,293.217384,42.720707,996.0,5664.0,0.97,0.95
Kepler-1128 b,Transit,1,61.6178167,,,,0.326,293.063338,39.403444,1163.0,5543.0,0.94,0.91
Kepler-1129 b,Transit,2,24.3397804,,,,0.264,291.60449500000004,41.309360999999996,1258.0,5831.0,1.0,1.0
Kepler-1129 c,Transit,2,76.5369586,,,,0.244,291.60449500000004,41.309360999999996,1258.0,5831.0,1.0,1.0
Kepler-113 b,Transit,2,4.754,,,0.037,0.162,287.997883,50.944332,255.0,4725.0,0.75,0.69
Kepler-113 c,Transit,2,8.92507,,,0.02737,0.19399999999999998,287.997883,50.944332,255.0,4725.0,0.75,0.69
Kepler-1130 b,Transit,1,5.45298175,,,,0.071,285.207485,45.38435,234.0,5403.0,0.9,0.81
Kepler-1131 b,Transit,1,3.53232449,,,,0.142,295.651494,49.261295000000004,1109.0,5851.0,1.03,1.04
Kepler-1132 b,Transit,1,62.8916228,,,,0.21,286.367463,48.423935,940.0,5298.0,0.87,0.83
Kepler-1133 b,Transit,1,11.55562343,,,,0.17600000000000002,293.322404,42.867470000000004,821.0,5569.0,0.93,0.9
Kepler-1134 b,Transit,1,17.13263989,,,,0.23600000000000002,295.567982,42.478287,997.0,5281.0,0.84,0.81
Kepler-1135 b,Transit,1,76.957857,,,,0.165,286.002968,44.756592,728.0,5656.0,0.96,0.94
Kepler-1136 b,Transit,1,2.36172433,,,,0.146,284.107796,44.245808000000004,545.0,4512.0,0.72,0.68
Kepler-1137 b,Transit,1,23.9210791,,,,0.196,287.13027200000005,48.665375,971.0,6807.0,1.5,1.84
Kepler-1138 b,Transit,1,3.17060005,,,,0.152,285.899242,48.307301,1101.0,5582.0,0.95,0.92
Kepler-1139 b,Transit,1,0.81316672,,,,0.106,287.94561699999997,39.230568,555.0,5550.0,0.94,0.91
Kepler-114 b,Transit,3,5.188549,0.053,,,0.11199999999999999,294.121421,48.349525,255.0,4605.0,,0.67
Kepler-114 c,Transit,3,8.041,,,0.009,0.14300000000000002,294.121421,48.349525,255.0,4605.0,,0.67
Kepler-114 d,Transit,3,11.776,,,0.012,0.226,294.121421,48.349525,255.0,4605.0,,0.67
Kepler-1140 b,Transit,1,24.0862707,,,,0.247,281.693981,46.946449,657.0,4850.0,0.76,0.73
Kepler-1141 b,Transit,1,2.34451194,,,,0.073,290.543645,47.72588,365.0,5791.0,1.01,1.07
Kepler-1142 b,Transit,1,18.3027248,,,,0.131,292.71443500000004,44.082336,697.0,5685.0,0.97,0.96
