P. Name,P. Name Kepler,P. Name KOI,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Min Mass (EU),P. Mass (EU),P. Max Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Name,S. Name HD,S. Name HIP,S. Constellation,S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. SPH,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
KOI-232.04,Kepler-122 e,232.04,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,8.95,,1.93,1.24,2.40,2.15,        22.44092,        22.44092,        22.44092,554.5,554.5,554.5,598.8,598.8,598.8,11.1,-22.00,3.67,38.00,0.2235,0.00,0.22,86.5,0.0,KOI-232,,,Lyr,F,1.03,0.95,6103.0,1.120974,0.000,0.000,14.2,777.72,19.4075,39.9491,-30.1,2.2630,5,0,0.779,1.821,-2.07,-0.14,0.04,0.33,0.00,0.00,0.00,0.32,0,0,0,1,transit,2015
KOI-232.05,Kepler-122 f,232.05,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,6.98,,1.81,1.18,2.13,1.96,        13.30153,        13.30153,        13.30153,486.5,486.5,486.5,529.6,529.6,529.6,8.2,-21.29,3.44,56.26,0.2903,0.00,0.29,89.4,0.0,KOI-232,,,Lyr,F,1.03,0.95,6103.0,1.120974,0.000,0.000,14.2,777.72,19.4075,39.9491,-29.6,1.7422,5,0,0.779,1.821,-1.94,-0.14,-0.01,0.34,0.00,0.00,0.00,0.36,0,0,0,1,transit,2015
KOI-234.01,,234.01,Hot,Neptunian,gas,metals-rich,non-habitable,,8.20,,3.46,0.20,0.69,1.54,        177.6998,        177.6998,        177.6999,930.2,930.2,930.2,,,,1.6,-25.53,6.58,9.61,0.0897,0.00,0.09,85.9,0.0,KOI-234,,,Cyg,G,1.04,1.11,5997.0,1.429789,0.000,0.000,14.3,892.95,19.3572,44.5187,-32.4,6.5983,1,0,0.886,2.075,-2.34,2.71,-0.75,0.21,,0.00,0.00,0.20,0,0,0,0,transit,2015
KOI-235.01,,235.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,12.55,,2.10,1.36,2.85,2.44,        118.6051,        118.6051,        118.6051,840.8,840.8,840.8,886.9,886.9,886.9,17.0,-24.00,3.99,5.63,0.0598,0.00,0.06,88.2,0.0,KOI-235,,,Cyg,K,0.90,0.80,5210.0,0.424137,0.000,0.000,14.4,502.20,19.6740,43.9152,-31.9,7.1428,1,0,0.505,1.211,-2.26,-0.13,-0.10,0.31,0.00,0.00,0.00,0.26,0,0,0,0,transit,2015
KOI-237.01,,237.01,Hot,Neptunian,gas,no-atmosphere,non-habitable,,3.21,,2.57,0.19,0.49,1.12,        159.4991,        159.4991,        159.4991,905.4,905.4,905.4,,,,0.6,-24.77,4.89,8.51,0.0846,0.00,0.08,90.0,0.0,KOI-237,,,Cyg,G,1.12,1.01,5934.0,1.141561,0.000,0.000,14.2,759.70,19.7301,43.8521,-32.3,6.3844,1,0,0.794,1.864,-2.33,2.41,-1.01,0.22,,0.00,0.00,0.24,0,0,0,0,transit,2015
KOI-238.01,Kepler-123 b,238.01,Hot,Superterran,gas,metals-rich,non-habitable,,2.98,,2.51,0.19,0.47,1.09,        85.26978,        85.26980,        85.26981,774.2,774.2,774.2,,,,0.6,-24.03,4.77,17.23,0.1312,0.00,0.13,89.4,0.0,KOI-238,,,Cyg,F,1.01,1.09,6086.0,1.467787,0.000,0.000,14.1,817.22,19.7999,42.7820,-31.6,4.4367,2,0,0.892,2.087,-2.27,2.40,-0.97,0.22,,0.00,0.00,0.25,0,0,0,1,transit,2015
KOI-238.02,Kepler-123 c,238.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.16,,1.31,0.96,1.26,1.29,        47.60075,        47.60076,        47.60077,669.2,669.2,669.2,706.3,706.3,706.3,2.1,-21.98,2.49,26.70,0.1756,0.00,0.18,90.0,0.0,KOI-238,,,Cyg,F,1.01,1.09,6086.0,1.467787,0.000,0.000,14.1,817.22,19.7999,42.7820,-30.9,3.3145,2,0,0.892,2.087,-2.20,-0.16,-0.77,0.30,0.00,0.00,0.00,0.32,0,0,0,1,transit,2015
KOI-239.01,,239.01,Hot,Neptunian,gas,metals-rich,non-habitable,,13.82,,4.11,0.20,0.82,1.83,        328.2250,        328.2250,        328.2251,1084.4,1084.4,1084.4,,,,2.8,-26.58,7.82,5.64,0.0632,0.00,0.06,86.5,0.0,KOI-239,,,Cyg,F,1.06,0.99,6217.0,1.311009,0.000,0.000,14.8,1064.97,19.8134,41.7302,-33.1,8.3468,2,0,0.837,1.951,-2.39,2.99,-0.65,0.20,,0.00,0.00,0.18,0,0,0,0,transit,2015
KOI-239.02,,239.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,,3.09,,1.45,1.01,1.47,1.46,        590.9680,        590.9681,        590.9681,1256.1,1256.1,1256.1,1295.0,1295.0,1295.0,3.1,-24.95,2.76,3.62,0.0471,0.00,0.05,88.8,0.0,KOI-239,,,Cyg,F,1.06,0.99,6217.0,1.311009,0.000,0.000,14.8,1064.97,19.8134,41.7302,-33.7,11.2080,2,0,0.837,1.951,-2.42,-0.16,-0.93,0.28,0.00,0.00,0.00,0.28,0,0,0,0,transit,2015
KOI-240.01,,240.01,Hot,Neptunian,gas,metals-rich,non-habitable,,13.42,,4.07,0.20,0.81,1.82,        505.9893,        505.9893,        505.9893,1208.3,1208.3,1208.3,,,,2.7,-27.03,7.74,4.29,0.0532,0.00,0.05,83.7,0.0,KOI-240,,,Cyg,F,1.09,1.03,6225.0,1.432071,0.000,0.000,15.0,1231.14,19.4053,43.8602,-33.5,10.3418,1,0,0.874,2.038,-2.41,2.98,-0.72,0.20,,0.00,0.00,0.18,0,0,0,0,transit,2015
KOI-241.01,Kepler-124 c,241.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,15.24,,2.20,1.43,3.15,2.63,        27.56361,        27.56361,        27.56362,583.8,583.8,583.8,630.9,630.9,630.9,21.8,-22.51,4.18,13.82,0.1012,0.00,0.10,87.1,0.0,KOI-241,,,Dra,K,0.72,0.66,5196.0,0.282291,0.000,0.000,14.1,371.43,19.1169,49.0649,-30.3,3.4603,3,0,0.412,0.989,-2.08,-0.13,0.38,0.32,0.00,0.00,0.00,0.29,0,0,0,1,transit,2015
KOI-241.02,Kepler-124 d,241.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,,1.89,,1.26,0.95,1.19,1.23,        9.399398,        9.399398,        9.399400,446.1,446.1,446.1,482.6,482.6,482.6,1.8,-20.12,2.39,30.95,0.1733,0.00,0.17,89.4,0.0,KOI-241,,,Dra,K,0.72,0.66,5196.0,0.282291,0.000,0.000,14.1,371.43,19.1169,49.0649,-29.2,2.0204,3,0,0.412,0.989,-1.83,-0.16,-0.61,0.34,0.00,0.00,0.00,0.42,0,0,0,1,transit,2015
KOI-241.03,Kepler-124 b,241.03,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,,0.42,,0.80,0.82,0.65,0.72,        178.2095,        178.2096,        178.2096,930.8,930.8,930.8,960.3,960.3,960.3,0.3,-22.34,1.52,3.41,0.0398,0.00,0.04,89.4,0.0,KOI-241,,,Dra,K,0.72,0.66,5196.0,0.282291,0.000,0.000,14.1,371.43,19.1169,49.0649,-32.4,8.8058,3,0,0.412,0.989,-2.29,-0.18,-1.27,0.28,0.00,0.00,0.00,0.30,0,0,0,1,transit,2015
KOI-242.01,,242.01,Hot,Neptunian,gas,metals-rich,non-habitable,,36.83,,5.70,0.20,1.13,2.54,        141.6479,        141.6479,        141.6479,878.9,878.9,878.9,,,,7.3,-26.37,10.85,7.26,0.0736,0.00,0.07,90.0,0.0,KOI-242,,,Lyr,G,1.01,0.92,5638.0,0.767301,0.000,0.000,14.7,809.16,19.3758,38.7077,-32.1,6.6652,1,0,0.663,1.568,-2.30,3.78,-0.07,0.18,,0.00,0.00,0.14,0,0,0,0,transit,2015
KOI-244.01,Kepler-25 c,244.01,Hot,Neptunian,gas,metals-rich,non-habitable,,18.25,,4.51,0.20,0.90,2.01,        186.0726,        186.0726,        186.0726,940.9,940.9,940.9,,,,3.6,-26.16,8.58,12.72,0.1130,0.00,0.11,90.0,0.0,KOI-244,,,Lyr,F,1.19,1.31,6270.0,2.375961,0.000,0.000,10.7,226.31,19.1092,39.4879,-32.4,6.1763,2,0,1.123,2.616,-2.35,3.18,-0.46,0.20,,0.00,0.00,0.17,0,0,0,1,transit,2015
KOI-244.02,Kepler-25 b,244.02,Hot,Neptunian,gas,no-atmosphere,non-habitable,,3.50,,2.64,0.19,0.50,1.15,        480.7603,        480.7604,        480.7604,1193.0,1193.0,1193.0,,,,0.7,-26.03,5.02,6.24,0.0703,0.00,0.07,90.0,0.0,KOI-244,,,Lyr,F,1.19,1.31,6270.0,2.375961,0.000,0.000,10.7,226.31,19.1092,39.4879,-33.5,9.9354,2,0,1.123,2.616,-2.41,2.43,-1.08,0.22,,0.00,0.00,0.23,0,0,0,1,transit,2015
KOI-245.01,Kepler-37 d,245.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,8.07,,1.88,1.22,2.28,2.07,        10.23478,        10.23478,        10.23478,455.7,455.7,455.7,499.5,499.5,499.5,9.8,-21.09,3.57,39.79,0.2121,0.00,0.21,90.0,0.0,KOI-245,,,Lyr,G,0.80,0.77,5417.0,0.460426,0.000,0.000,9.7,62.17,18.9373,44.5182,-29.3,1.9398,2,0,0.520,1.238,-1.86,-0.14,0.15,0.35,0.00,0.00,0.00,0.38,0,0,0,1,transit,2015
KOI-245.02,Kepler-37 c,245.02,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,,0.29,,0.71,0.80,0.57,0.63,        23.55838,        23.55838,        23.55839,561.3,561.3,561.3,588.9,588.9,588.9,0.2,-19.87,1.35,21.30,0.1398,0.00,0.14,90.0,0.0,KOI-245,,,Lyr,G,0.80,0.77,5417.0,0.460426,0.000,0.000,9.7,62.17,18.9373,44.5182,-30.2,2.9432,2,0,0.520,1.238,-2.06,-0.18,-1.21,0.29,0.00,0.00,0.00,0.34,0,0,0,1,transit,2015
KOI-246.01,Kepler-68 b,246.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,18.10,,2.29,1.51,3.45,2.81,        408.7607,        408.7607,        408.7608,1145.5,1145.5,1145.5,1193.7,1193.7,1193.7,27.3,-25.54,4.35,5.40,0.0618,0.00,0.06,90.0,0.0,KOI-246,,,Cyg,G,1.08,1.24,5793.0,1.561156,0.000,0.000,10.0,130.86,19.4022,49.0403,-33.3,10.7344,2,0,0.937,2.206,-2.38,-0.12,-0.12,0.30,0.00,0.00,0.00,0.24,0,0,0,1,transit,2015
KOI-246.02,Kepler-68 c,246.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.66,,0.92,0.85,0.78,0.85,        189.7717,        189.7718,        189.7718,945.6,945.6,945.6,977.1,977.1,977.1,0.6,-22.71,1.75,9.61,0.0907,0.00,0.09,90.0,0.0,KOI-246,,,Cyg,G,1.08,1.24,5793.0,1.561156,0.000,0.000,10.0,130.86,19.4022,49.0403,-32.5,7.3083,2,0,0.937,2.206,-2.33,-0.18,-1.20,0.28,0.00,0.00,0.00,0.30,0,0,0,1,transit,2015
KOI-247.01,,247.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,10.10,,1.99,1.28,2.55,2.25,        5.197365,        5.197366,        5.197366,384.7,384.7,384.7,429.6,429.6,429.6,12.9,-20.47,3.78,13.82,0.0901,0.00,0.09,87.7,0.0,KOI-247,,,Dra,M,0.51,0.49,3741.0,0.042192,0.000,0.000,14.2,148.76,18.9999,50.1468,-28.5,2.8985,1,0,0.167,0.429,-1.59,-0.13,0.49,0.37,0.00,0.00,0.00,0.47,0,0,0,0,transit,2015
KOI-248.01,Kepler-49 b,248.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,16.14,,2.23,1.46,3.25,2.69,        13.97751,        13.97751,        13.97751,492.6,492.6,492.6,540.1,540.1,540.1,23.5,-21.80,4.24,7.20,0.0595,0.00,0.06,89.4,0.0,KOI-248,,,Cyg,M,0.54,0.51,3816.0,0.049484,0.000,0.000,15.3,260.43,19.4863,40.5918,-29.6,4.5691,4,0,0.181,0.463,-1.86,-0.12,0.61,0.34,0.00,0.00,0.00,0.33,0,0,0,1,transit,2015
KOI-248.02,Kepler-49 c,248.02,Hot,Neptunian,gas,metals-rich,non-habitable,,3.46,,2.63,0.19,0.50,1.15,        8.050660,        8.050662,        8.050663,429.1,429.1,429.1,,,,0.7,-21.56,5.00,10.91,0.0784,0.00,0.08,85.9,0.0,KOI-248,,,Cyg,M,0.54,0.51,3816.0,0.049484,0.000,0.000,15.3,260.43,19.4863,40.5918,-29.0,3.4672,4,0,0.181,0.463,-1.73,2.43,-0.66,0.25,,0.00,0.00,0.36,0,0,0,1,transit,2015
KOI-248.03,Kepler-49 d,248.03,Hot,Terran,rocky-iron,metals-rich,non-habitable,,3.83,,1.54,1.05,1.62,1.58,        54.98208,        54.98208,        54.98209,693.7,693.7,693.7,733.7,733.7,733.7,4.0,-22.49,2.93,2.58,0.0300,0.00,0.03,89.4,0.0,KOI-248,,,Cyg,M,0.54,0.51,3816.0,0.049484,0.000,0.000,15.3,260.43,19.4863,40.5918,-31.1,9.0690,4,0,0.181,0.463,-2.07,-0.15,-0.57,0.32,0.00,0.00,0.00,0.30,0,0,0,1,transit,2015
KOI-248.04,Kepler-49 e,248.04,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.11,,1.30,0.96,1.25,1.27,        3.951877,        3.951878,        3.951879,359.2,359.2,359.2,396.2,396.2,396.2,2.0,-19.25,2.47,18.60,0.1119,0.00,0.11,90.0,0.0,KOI-248,,,Cyg,M,0.54,0.51,3816.0,0.049484,0.000,0.000,15.3,260.43,19.4863,40.5918,-28.2,2.4290,4,0,0.181,0.463,-1.49,-0.16,-0.43,0.39,0.00,0.00,0.00,0.57,0,0,0,1,transit,2015
KOI-249.01,,249.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,7.13,,1.82,1.18,2.15,1.98,        4.558103,        4.558104,        4.558105,372.3,372.3,372.3,415.4,415.4,415.4,8.4,-20.14,3.46,9.55,0.0641,0.00,0.06,88.2,0.0,KOI-249,,,Lyr,M,0.39,0.37,3514.0,0.018728,0.000,0.000,14.5,112.16,18.9948,45.9724,-28.4,3.0765,1,0,0.112,0.290,-1.54,-0.14,0.25,0.39,0.00,0.00,0.00,0.50,0,0,0,0,transit,2015
KOI-250.01,Kepler-26 b,250.01,Hot,Neptunian,gas,metals-rich,non-habitable,,4.68,,2.89,0.19,0.56,1.27,        7.888309,        7.888311,        7.888312,427.0,427.0,427.0,,,,0.9,-21.74,5.49,12.28,0.0854,0.00,0.09,89.4,0.0,KOI-250,,,Lyr,M,0.55,0.53,3887.0,0.057531,0.000,0.000,15.5,309.03,18.9961,46.5665,-29.0,3.3078,4,1,0.195,0.496,-1.73,2.50,-0.54,0.24,,0.00,0.00,0.35,0,0,0,1,transit,2015
KOI-250.02,Kepler-26 c,250.02,Hot,Neptunian,gas,metals-rich,non-habitable,,4.33,,2.82,0.19,0.54,1.24,        5.015575,        5.015576,        5.015576,381.3,381.3,381.3,,,,0.8,-21.19,5.36,17.25,0.1071,0.00,0.11,88.8,0.0,KOI-250,,,Lyr,M,0.55,0.53,3887.0,0.057531,0.000,0.000,15.5,309.03,18.9961,46.5665,-28.5,2.6374,4,1,0.195,0.496,-1.58,2.48,-0.50,0.25,,0.00,0.00,0.42,0,0,0,1,transit,2015
KOI-250.03,Kepler-26 d,250.03,Hot,Terran,rocky-iron,metals-rich,non-habitable,,1.74,,1.23,0.94,1.15,1.19,        41.35062,        41.35063,        41.35063,646.0,646.0,646.0,682.1,682.1,682.1,1.6,-21.69,2.34,3.54,0.0373,0.00,0.04,90.0,0.0,KOI-250,,,Lyr,M,0.55,0.53,3887.0,0.057531,0.000,0.000,15.5,309.03,18.9961,46.5665,-30.8,7.5778,4,1,0.195,0.496,-2.05,-0.16,-0.82,0.31,0.00,0.00,0.00,0.32,0,0,0,1,transit,2015
KOI-250.04,Kepler-26 e,250.04,Warm,Superterran,rocky-iron,hydrogen-rich,mesoplanet,,12.80,,2.11,1.36,2.88,2.46,        1.323389,        1.323389,        1.323390,273.3,273.3,273.3,319.5,319.5,319.5,17.4,-19.11,4.01,46.83,0.2085,0.00,0.21,90.0,0.0,KOI-250,,,Lyr,M,0.55,0.53,3887.0,0.057531,0.000,0.000,15.5,309.03,18.9961,46.5665,-27.0,1.3547,4,1,0.195,0.496,-0.91,-0.13,1.15,0.40,0.03,0.00,0.00,0.73,0,1,0,1,transit,2015
KOI-251.01,Kepler-125 b,251.01,Hot,Neptunian,gas,metals-rich,non-habitable,,3.82,,2.71,0.19,0.52,1.19,        29.97066,        29.97066,        29.97066,596.1,596.1,596.1,,,,0.7,-23.06,5.15,4.16,0.0413,0.00,0.04,87.7,0.0,KOI-251,,,Cyg,M,0.54,0.52,3810.0,0.051121,0.000,0.000,14.8,209.34,19.8839,47.6049,-30.4,6.7137,2,0,0.184,0.470,-2.00,2.45,-0.79,0.23,,0.00,0.00,0.26,0,0,0,1,transit,2015
KOI-251.02,Kepler-125 c,251.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.51,,0.85,0.83,0.71,0.77,        19.42503,        19.42503,        19.42503,534.9,534.9,534.9,565.2,565.2,565.2,0.4,-20.06,1.62,5.77,0.0513,0.00,0.05,89.4,0.0,KOI-251,,,Cyg,M,0.54,0.52,3810.0,0.051121,0.000,0.000,14.8,209.34,19.8839,47.6049,-30.0,5.4039,2,0,0.184,0.470,-1.93,-0.18,-1.08,0.31,0.00,0.00,0.00,0.36,0,0,0,1,transit,2015
KOI-253.01,,253.01,Hot,Neptunian,gas,metals-rich,non-habitable,,3.30,,2.59,0.19,0.49,1.13,        17.78580,        17.78581,        17.78581,523.2,523.2,523.2,,,,0.6,-22.39,4.92,6.38,0.0565,0.00,0.06,90.0,0.0,KOI-253,,,Dra,M,0.59,0.56,3769.0,0.056777,0.000,0.000,15.3,277.68,19.0383,49.9623,-29.9,5.2839,2,0,0.194,0.497,-1.91,2.42,-0.78,0.24,,0.00,0.00,0.29,0,0,0,0,transit,2015
KOI-253.02,,253.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.73,,1.40,0.99,1.39,1.40,        3.728551,        3.728551,        3.728552,354.0,354.0,354.0,392.3,392.3,392.3,2.7,-19.34,2.66,20.62,0.1234,0.00,0.12,90.0,0.0,KOI-253,,,Dra,M,0.59,0.56,3769.0,0.056777,0.000,0.000,15.3,277.68,19.0383,49.9623,-28.2,2.4186,2,0,0.194,0.497,-1.47,-0.16,-0.29,0.40,0.00,0.00,0.00,0.58,0,0,0,0,transit,2015
KOI-254.01,Kepler-45 b,254.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,,519.63,,11.03,0.39,4.27,6.86,        67.34832,        67.34832,        67.34833,729.8,729.8,729.8,,,,201.2,-27.00,21.08,2.46,0.0294,0.00,0.03,88.8,0.0,KOI-254,,,Cyg,M,0.56,0.55,3820.0,0.058213,0.000,0.000,16.0,392.00,19.5249,41.0643,-31.3,10.0185,1,0,0.196,0.502,-2.09,7.14,3.18,0.11,,0.00,0.00,0.10,0,0,0,1,transit,2015
KOI-255.01,,255.01,Hot,Superterran,gas,metals-rich,non-habitable,,2.98,,2.51,0.19,0.47,1.09,        2.260794,        2.260795,        2.260795,312.4,312.4,312.4,,,,0.6,-20.07,4.77,27.52,0.1444,0.00,0.14,90.0,0.0,KOI-255,,,Lyr,M,0.53,0.51,3770.0,0.047141,0.000,0.000,15.1,236.65,19.1905,42.5426,-27.6,1.8823,2,0,0.177,0.453,-1.24,2.40,-0.54,0.27,,0.00,0.00,0.59,0,0,0,0,transit,2015
KOI-255.02,,255.02,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,,0.25,,0.68,0.79,0.54,0.60,        5.781226,        5.781227,        5.781228,395.0,395.0,395.0,422.1,422.1,422.1,0.2,-18.25,1.29,13.60,0.0903,0.00,0.09,89.4,0.0,KOI-255,,,Lyr,M,0.53,0.51,3770.0,0.047141,0.000,0.000,15.1,236.65,19.1905,42.5426,-28.6,3.0102,2,0,0.177,0.453,-1.63,-0.19,-1.14,0.33,0.00,0.00,0.00,0.48,0,0,0,0,transit,2015
KOI-256.01,,256.01,Hot,,,,non-habitable,,,,1687.90,,,,        66.95183,        66.95184,        66.95185,728.8,728.8,728.8,,,,,-37.97,-,1.38,0.0183,0.00,0.02,32.7,0.0,KOI-256,,,Dra,M,0.43,0.42,3450.0,0.022422,0.000,0.000,15.4,184.28,19.0123,49.5654,-31.3,12.2542,1,0,0.123,0.319,-2.06,,,,0.00,0.00,0.00,0.02,0,0,0,0,transit,2015
KOI-257.01,,257.01,Hot,Neptunian,gas,no-atmosphere,non-habitable,,3.64,,2.67,0.19,0.51,1.17,        330.0935,        330.0935,        330.0935,1085.9,1085.9,1085.9,,,,0.7,-25.64,5.08,6.88,0.0749,0.00,0.07,90.0,0.0,KOI-257,,,Lyr,F,1.18,1.19,6184.0,1.851828,0.000,0.000,10.9,212.45,18.9757,40.7198,-33.1,8.4603,1,0,0.996,2.325,-2.39,2.44,-1.04,0.22,,0.00,0.00,0.23,0,0,0,0,transit,2015
KOI-260.01,Kepler-126 b,260.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,3.83,,1.54,1.05,1.62,1.58,        253.7327,        253.7327,        253.7328,1016.8,1016.8,1016.8,1056.8,1056.8,1056.8,4.0,-24.16,2.93,10.50,0.0994,0.00,0.10,86.5,0.0,KOI-260,,,Cyg,F,1.19,1.36,6239.0,2.506971,0.000,0.000,10.5,208.82,19.2898,44.2085,-32.8,7.2856,3,0,1.155,2.694,-2.37,-0.15,-0.77,0.29,0.00,0.00,0.00,0.28,0,0,0,1,transit,2015
KOI-260.02,Kepler-126 d,260.02,Hot,Superterran,rocky-iron,hydrogen-rich,non-habitable,,25.45,,2.47,1.69,4.17,3.21,        12.50763,        12.50763,        12.50763,479.1,479.1,479.1,529.2,529.2,529.2,43.0,-21.90,4.70,100.28,0.4477,0.00,0.45,90.0,0.0,KOI-260,,,Cyg,F,1.19,1.36,6239.0,2.506971,0.000,0.000,10.5,208.82,19.2898,44.2085,-29.5,1.6165,3,0,1.155,2.694,-1.92,-0.11,1.11,0.31,0.00,0.00,0.00,0.33,0,0,0,1,transit,2015
KOI-260.03,Kepler-126 c,260.03,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,4.02,,1.56,1.06,1.65,1.60,        95.29003,        95.29005,        95.29006,796.0,796.0,796.0,836.2,836.2,836.2,4.3,-23.12,2.96,21.87,0.1622,0.00,0.16,88.2,0.0,KOI-260,,,Cyg,F,1.19,1.36,6239.0,2.506971,0.000,0.000,10.5,208.82,19.2898,44.2085,-31.7,4.4629,3,0,1.155,2.694,-2.29,-0.15,-0.63,0.30,0.00,0.00,0.00,0.29,0,0,0,1,transit,2015
KOI-261.01,Kepler-96 b,261.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,17.43,,2.27,1.49,3.38,2.77,        51.18593,        51.18593,        51.18594,681.4,681.4,681.4,729.4,729.4,729.4,26.0,-23.26,4.31,16.24,0.1257,0.00,0.13,90.0,0.0,KOI-261,,,Cyg,G,1.00,0.90,5763.0,0.808763,0.000,0.000,10.3,108.07,19.8046,40.5251,-31.0,3.8333,1,0,0.676,1.592,-2.20,-0.12,0.32,0.31,0.00,0.00,0.00,0.27,0,0,0,1,transit,2015
KOI-262.01,Kepler-50 b,262.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,3.83,,1.54,1.05,1.62,1.58,        488.3272,        488.3273,        488.3274,1197.6,1197.6,1197.6,1237.6,1237.6,1237.6,4.0,-24.87,2.93,7.81,0.0832,0.00,0.08,88.8,0.0,KOI-262,,,Cyg,F,1.26,1.58,6225.0,3.380319,0.000,0.000,10.4,233.86,19.2067,50.0337,-33.5,10.1592,2,0,1.343,3.131,-2.41,-0.15,-0.85,0.28,0.00,0.00,0.00,0.28,0,0,0,1,transit,2015
KOI-262.02,Kepler-50 c,262.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,7.13,,1.82,1.18,2.15,1.98,        382.5620,        382.5621,        382.5622,1126.7,1126.7,1126.7,1169.9,1169.9,1169.9,8.4,-24.97,3.46,9.38,0.0940,0.00,0.09,88.8,0.0,KOI-262,,,Cyg,F,1.26,1.58,6225.0,3.380319,0.000,0.000,10.4,233.86,19.2067,50.0337,-33.2,8.9894,2,0,1.343,3.131,-2.40,-0.14,-0.59,0.29,0.00,0.00,0.00,0.27,0,0,0,1,transit,2015
KOI-265.01,,265.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.69,,1.22,0.93,1.14,1.18,        776.6423,        776.6424,        776.6424,1344.9,1344.9,1344.9,1380.9,1380.9,1380.9,1.6,-24.87,2.32,3.57,0.0475,0.00,0.05,88.8,0.0,KOI-265,,,Cyg,F,1.13,1.21,6036.0,1.752299,0.000,0.000,12.0,346.25,19.8013,50.4090,-34.0,13.6412,1,0,0.978,2.290,-2.42,-0.17,-1.11,0.27,0.00,0.00,0.00,0.29,0,0,0,0,transit,2015
KOI-266.01,,266.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,20.67,,2.36,1.57,3.71,2.96,        130.9319,        130.9319,        130.9319,861.8,861.8,861.8,910.7,910.7,910.7,32.5,-24.37,4.49,25.31,0.1827,0.00,0.18,88.2,0.0,KOI-266,,,Cyg,F,1.27,1.77,6283.0,4.370414,0.000,0.000,11.5,430.47,19.6936,42.9814,-32.0,5.1588,2,0,1.521,3.544,-2.32,-0.12,0.22,0.30,0.00,0.00,0.00,0.25,0,0,0,0,transit,2015
KOI-266.02,,266.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,7.13,,1.82,1.18,2.15,1.98,        56.18565,        56.18567,        56.18567,697.5,697.5,697.5,740.6,740.6,740.6,8.4,-22.88,3.46,47.74,0.2789,0.00,0.28,90.0,0.0,KOI-266,,,Cyg,F,1.27,1.77,6283.0,4.370414,0.000,0.000,11.5,430.47,19.6936,42.9814,-31.1,3.3787,2,0,1.521,3.544,-2.23,-0.14,-0.28,0.31,0.00,0.00,0.00,0.29,0,0,0,0,transit,2015
KOI-268.01,,268.01,Hot,Neptunian,gas,metals-rich,non-habitable,,5.44,,3.03,0.20,0.59,1.34,        11.59250,        11.59250,        11.59251,470.1,470.1,470.1,,,,1.1,-22.27,5.76,110.38,0.4835,0.00,0.48,90.0,0.0,KOI-268,,,Lyr,F,1.23,1.37,6343.0,2.710006,0.000,0.000,10.6,223.17,19.0486,38.5070,-29.4,1.5057,1,0,1.194,2.778,-1.90,2.55,-0.54,0.24,,0.00,0.00,0.31,0,0,0,0,transit,2015
