P. Name,P. Name Kepler,P. Name KOI,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Min Mass (EU),P. Mass (EU),P. Max Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Name,S. Name HD,S. Name HIP,S. Constellation,S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. SPH,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
KOI-269.01,,269.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,6.14,,1.75,1.15,2.01,1.87,        150.8581,        150.8581,        150.8581,892.9,892.9,892.9,935.2,935.2,935.2,7.0,-23.87,3.33,18.01,0.1474,0.00,0.15,84.2,0.0,KOI-269,,,Lyr,F,1.32,1.45,6463.0,3.277658,0.000,0.000,10.9,290.39,19.1564,43.3784,-32.2,5.2334,1,0,1.304,3.028,-2.34,-0.14,-0.52,0.29,0.00,0.00,0.00,0.28,0,0,0,0,transit,2015
KOI-270.01,Kepler-449 b,270.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,4.11,,1.57,1.06,1.67,1.62,        171.7443,        171.7443,        171.7443,922.3,922.3,922.3,962.6,962.6,962.6,4.4,-23.77,2.98,12.58,0.1047,0.00,0.10,88.8,0.0,KOI-270,,,Cyg,G,0.97,1.47,5588.0,1.882676,0.000,0.000,11.4,274.74,19.5822,41.9008,-32.3,7.4722,2,0,1.041,2.467,-2.31,-0.15,-0.70,0.29,0.00,0.00,0.00,0.28,0,0,0,1,transit,2015
KOI-270.02,Kepler-449 c,270.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,8.24,,1.89,1.22,2.31,2.09,        46.23100,        46.23101,        46.23101,664.3,664.3,664.3,708.2,708.2,708.2,10.1,-22.74,3.59,33.67,0.2018,0.00,0.20,90.0,0.0,KOI-270,,,Cyg,G,0.97,1.47,5588.0,1.882676,0.000,0.000,11.4,274.74,19.5822,41.9008,-30.9,3.8748,2,0,1.041,2.467,-2.18,-0.14,-0.16,0.31,0.00,0.00,0.00,0.29,0,0,0,1,transit,2015
KOI-271.01,Kepler-127 d,271.01,Hot,Superterran,gas,metals-rich,non-habitable,,3.09,,2.54,0.19,0.48,1.10,        29.40019,        29.40019,        29.40020,593.2,593.2,593.2,,,,0.6,-22.90,4.83,48.63,0.2799,0.00,0.28,90.0,0.0,KOI-271,,,Lyr,F,1.24,1.36,6106.0,2.303329,0.000,0.000,11.5,314.37,19.0127,46.0280,-30.4,2.5877,3,0,1.116,2.610,-2.12,2.41,-0.85,0.23,,0.00,0.00,0.27,0,0,0,1,transit,2015
KOI-271.02,Kepler-127 c,271.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,23.16,,2.42,1.63,3.95,3.09,        57.52568,        57.52570,        57.52570,701.6,701.6,701.6,751.2,751.2,751.2,37.8,-23.52,4.60,29.39,0.2001,0.00,0.20,90.0,0.0,KOI-271,,,Lyr,F,1.24,1.36,6106.0,2.303329,0.000,0.000,11.5,314.37,19.0127,46.0280,-31.2,3.6200,3,0,1.116,2.610,-2.23,-0.11,0.53,0.30,0.00,0.00,0.00,0.26,0,0,0,1,transit,2015
KOI-271.03,Kepler-127 b,271.03,Hot,Terran,rocky-iron,metals-rich,non-habitable,,3.17,,1.46,1.02,1.49,1.47,        148.5995,        148.5995,        148.5995,889.5,889.5,889.5,928.5,928.5,928.5,3.2,-23.46,2.77,14.44,0.1245,0.00,0.12,89.4,0.0,KOI-271,,,Lyr,F,1.24,1.36,6106.0,2.303329,0.000,0.000,11.5,314.37,19.0127,46.0280,-32.2,5.8196,3,0,1.116,2.610,-2.33,-0.16,-0.77,0.29,0.00,0.00,0.00,0.29,0,0,0,1,transit,2015
KOI-273.01,Kepler-454 b,273.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,7.75,,1.86,1.20,2.24,2.04,        122.3861,        122.3861,        122.3861,847.4,847.4,847.4,890.9,890.9,890.9,9.3,-23.77,3.54,10.57,0.0964,0.00,0.10,90.0,0.0,KOI-273,,,Lyr,G,1.07,1.08,5739.0,1.137329,0.000,0.000,11.5,218.09,19.1652,38.2288,-32.0,5.9787,1,0,0.802,1.892,-2.30,-0.14,-0.37,0.30,0.00,0.00,0.00,0.27,0,0,0,1,transit,2015
KOI-274.01,Kepler-128 b,274.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.94,,1.43,1.01,1.44,1.43,        210.4277,        210.4278,        210.4278,970.3,970.3,970.3,1009.0,1009.0,1009.0,3.0,-23.79,2.72,15.09,0.1263,0.00,0.13,90.0,0.0,KOI-274,,,Lyr,F,1.18,1.66,6072.0,3.356679,0.000,0.000,11.4,363.34,18.8328,43.9802,-32.6,7.0044,2,0,1.351,3.160,-2.35,-0.16,-0.84,0.29,0.00,0.00,0.00,0.29,0,0,0,1,transit,2015
KOI-274.02,Kepler-128 c,274.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.87,,1.42,1.00,1.42,1.42,        121.2280,        121.2281,        121.2281,845.4,845.4,845.4,883.9,883.9,883.9,2.9,-23.17,2.70,22.80,0.1664,0.00,0.17,88.8,0.0,KOI-274,,,Lyr,F,1.18,1.66,6072.0,3.356679,0.000,0.000,11.4,363.34,18.8328,43.9802,-32.0,5.3151,2,0,1.351,3.160,-2.31,-0.16,-0.78,0.29,0.00,0.00,0.00,0.29,0,0,0,1,transit,2015
KOI-275.01,Kepler-129 b,275.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,18.45,,2.30,1.52,3.49,2.83,        157.2495,        157.2495,        157.2495,902.2,902.2,902.2,950.4,950.4,950.4,28.0,-24.51,4.37,15.79,0.1305,0.00,0.13,89.4,0.0,KOI-275,,,Dra,G,1.20,1.64,5770.0,2.677998,0.000,0.000,11.7,373.40,19.0207,47.8486,-32.2,6.7051,2,0,1.229,2.895,-2.32,-0.12,0.09,0.30,0.00,0.00,0.00,0.25,0,0,0,1,transit,2015
KOI-275.02,Kepler-129 c,275.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,22.30,,2.40,1.61,3.87,3.05,        17.43651,        17.43652,        17.43652,520.6,520.6,520.6,569.9,569.9,569.9,36.0,-22.20,4.56,82.20,0.3919,0.00,0.39,90.0,0.0,KOI-275,,,Dra,G,1.20,1.64,5770.0,2.677998,0.000,0.000,11.7,373.40,19.0207,47.8486,-29.8,2.2316,2,0,1.229,2.895,-2.00,-0.12,0.85,0.31,0.00,0.00,0.00,0.31,0,0,0,1,transit,2015
KOI-276.01,,276.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,23.16,,2.42,1.63,3.95,3.09,        27.73049,        27.73049,        27.73050,584.6,584.6,584.6,634.2,634.2,634.2,37.8,-22.73,4.60,41.75,0.2412,0.00,0.24,90.0,0.0,KOI-276,,,Cyg,G,1.08,1.19,5982.0,1.613289,0.000,0.000,11.9,311.58,19.3110,48.7062,-30.4,2.6184,1,0,0.941,2.207,-2.11,-0.11,0.74,0.31,0.00,0.00,0.00,0.28,0,0,0,0,transit,2015
KOI-277.01,Kepler-36 c,277.01,Hot,Neptunian,gas,metals-rich,non-habitable,,12.17,,3.94,0.20,0.78,1.76,        175.6486,        175.6486,        175.6487,927.5,927.5,927.5,,,,2.4,-25.80,7.49,16.23,0.1284,0.00,0.13,86.5,0.0,KOI-277,,,Cyg,G,1.07,1.63,5911.0,2.895842,0.000,0.000,11.9,419.75,19.4167,49.2318,-32.4,6.7525,2,0,1.267,2.975,-2.33,2.92,-0.61,0.21,,0.00,0.00,0.18,0,0,0,1,transit,2015
KOI-277.02,Kepler-36 b,277.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,,3.32,,1.48,1.03,1.52,1.50,        217.0755,        217.0755,        217.0755,977.9,977.9,977.9,1017.2,1017.2,1017.2,3.4,-23.90,2.81,13.85,0.1155,0.00,0.12,89.4,0.0,KOI-277,,,Cyg,G,1.07,1.63,5911.0,2.895842,0.000,0.000,11.9,419.75,19.4167,49.2318,-32.6,7.5077,2,0,1.267,2.975,-2.35,-0.16,-0.80,0.29,0.00,0.00,0.00,0.29,0,0,0,1,transit,2015
KOI-279.01,Kepler-450 b,279.01,Hot,Neptunian,gas,metals-rich,non-habitable,,41.54,,5.93,0.20,1.18,2.65,        82.15958,        82.15960,        82.15961,767.0,767.0,767.0,,,,8.3,-25.87,11.29,28.45,0.2004,0.00,0.20,90.0,0.0,KOI-279,,,Cyg,F,1.35,1.57,6215.0,3.299543,0.000,0.000,11.7,412.20,19.6991,51.0135,-31.5,4.1760,2,0,1.327,3.096,-2.27,3.90,0.12,0.18,,0.00,0.00,0.15,0,0,0,1,transit,2015
KOI-279.02,Kepler-450 c,279.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,26.43,,2.49,1.71,4.26,3.26,        185.9710,        185.9710,        185.9711,940.8,940.8,940.8,991.1,991.1,991.1,45.2,-24.86,4.73,15.41,0.1332,0.00,0.13,88.8,0.0,KOI-279,,,Cyg,F,1.35,1.57,6215.0,3.299543,0.000,0.000,11.7,412.20,19.6991,51.0135,-32.4,6.2845,2,0,1.327,3.096,-2.35,-0.11,0.32,0.30,0.00,0.00,0.00,0.24,0,0,0,1,transit,2015
KOI-280.01,,280.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,9.13,,1.94,1.25,2.43,2.17,        129.9947,        129.9948,        129.9948,860.3,860.3,860.3,904.7,904.7,904.7,11.4,-23.93,3.69,11.87,0.1030,0.00,0.10,90.0,0.0,KOI-280,,,Lyr,F,1.03,1.04,6134.0,1.379114,0.000,0.000,11.1,201.31,19.1126,39.2119,-32.0,5.3932,1,0,0.862,2.015,-2.32,-0.14,-0.30,0.30,0.00,0.00,0.00,0.27,0,0,0,0,transit,2015
KOI-281.01,,281.01,Hot,Superterran,gas,metals-rich,non-habitable,,3.06,,2.53,0.19,0.48,1.10,        94.26466,        94.26469,        94.26470,793.8,793.8,793.8,,,,0.6,-24.16,4.81,19.56,0.1371,0.00,0.14,87.7,0.0,KOI-281,,,Lyr,G,0.88,1.41,5622.0,1.771838,0.000,0.000,11.9,340.75,19.1770,39.2443,-31.7,5.4673,1,0,1.008,2.386,-2.26,2.40,-0.98,0.23,,0.00,0.00,0.24,0,0,0,0,transit,2015
KOI-282.01,Kepler-130 c,282.01,Hot,Neptunian,gas,metals-rich,non-habitable,,4.48,,2.85,0.19,0.55,1.25,        44.85775,        44.85775,        44.85776,659.3,659.3,659.3,,,,0.9,-23.61,5.42,27.51,0.1745,0.00,0.17,90.0,0.0,KOI-282,,,Lyr,G,0.93,1.13,5884.0,1.365930,0.000,0.000,11.5,247.02,19.2300,40.2453,-30.9,3.4423,3,0,0.871,2.048,-2.19,2.49,-0.79,0.23,,0.00,0.00,0.24,0,0,0,1,transit,2015
KOI-282.02,Kepler-130 b,282.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.96,,1.03,0.88,0.90,0.96,        216.1196,        216.1196,        216.1196,976.8,976.8,976.8,1010.1,1010.1,1010.1,0.8,-23.10,1.96,8.46,0.0795,0.00,0.08,89.4,0.0,KOI-282,,,Lyr,G,0.93,1.13,5884.0,1.365930,0.000,0.000,11.5,247.02,19.2300,40.2453,-32.6,7.5602,3,0,0.871,2.048,-2.35,-0.17,-1.13,0.28,0.00,0.00,0.00,0.30,0,0,0,1,transit,2015
KOI-282.03,Kepler-130 d,282.03,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.53,,1.37,0.98,1.35,1.36,        9.585051,        9.585053,        9.585054,448.3,448.3,448.3,486.2,486.2,486.2,2.5,-20.33,2.60,87.52,0.3775,0.00,0.38,90.0,0.0,KOI-282,,,Lyr,G,0.93,1.13,5884.0,1.365930,0.000,0.000,11.5,247.02,19.2300,40.2453,-29.2,1.5910,3,0,0.871,2.048,-1.84,-0.16,-0.49,0.34,0.00,0.00,0.00,0.42,0,0,0,1,transit,2015
KOI-283.01,Kepler-131 b,283.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,9.90,,1.98,1.28,2.52,2.24,        56.78757,        56.78758,        56.78758,699.4,699.4,699.4,744.2,744.2,744.2,12.6,-23.07,3.76,16.09,0.1277,0.00,0.13,90.0,0.0,KOI-283,,,Lyr,G,1.07,0.96,5791.0,0.926052,0.000,0.000,11.5,203.02,19.2354,40.9423,-31.1,3.9987,3,0,0.722,1.700,-2.21,-0.13,-0.10,0.31,0.00,0.00,0.00,0.28,0,0,0,1,transit,2015
KOI-283.02,Kepler-131 c,283.02,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,,0.37,,0.77,0.81,0.62,0.69,        30.72810,        30.72810,        30.72811,599.8,599.8,599.8,628.7,628.7,628.7,0.3,-20.34,1.46,25.52,0.1736,0.00,0.17,89.4,0.0,KOI-283,,,Lyr,G,1.07,0.96,5791.0,0.926052,0.000,0.000,11.5,203.02,19.2354,40.9423,-30.5,2.9412,3,0,0.722,1.700,-2.12,-0.18,-1.18,0.29,0.00,0.00,0.00,0.33,0,0,0,1,transit,2015
KOI-283.03,,283.03,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,,0.31,,0.73,0.80,0.59,0.65,        127.0674,        127.0675,        127.0675,855.4,855.4,855.4,883.4,883.4,883.4,0.3,-21.77,1.39,9.49,0.0871,0.00,0.09,89.4,0.0,KOI-283,,,Lyr,G,0.98,1.02,5680.0,0.963986,0.000,0.000,11.5,207.14,19.2354,40.9423,-32.0,6.2194,3,0,0.741,1.751,-2.30,-0.18,-1.30,0.27,0.00,0.00,0.00,0.30,0,0,0,0,transit,2015
KOI-284.01,Kepler-132 d,284.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.80,,1.41,1.00,1.41,1.41,        70.38614,        70.38615,        70.38615,737.9,737.9,737.9,776.3,776.3,776.3,2.8,-22.56,2.68,18.01,0.1308,0.00,0.13,90.0,0.0,KOI-284,,,Lyr,G,0.92,1.04,5921.0,1.204211,0.000,0.000,11.8,264.79,18.8824,41.3430,-31.4,4.2586,4,0,0.816,1.917,-2.25,-0.16,-0.73,0.30,0.00,0.00,0.00,0.30,0,0,0,1,transit,2015
KOI-284.02,Kepler-132 c,284.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.79,,1.24,0.94,1.16,1.20,        278.9793,        278.9793,        278.9793,1041.2,1041.2,1041.2,1077.4,1077.4,1077.4,1.7,-23.79,2.36,6.41,0.0657,0.00,0.07,85.9,0.0,KOI-284,,,Lyr,G,0.92,1.04,5921.0,1.204211,0.000,0.000,11.8,264.79,18.8824,41.3430,-32.9,8.4841,4,0,0.816,1.917,-2.36,-0.16,-1.01,0.28,0.00,0.00,0.00,0.29,0,0,0,1,transit,2015
KOI-284.03,Kepler-132 b,284.03,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,0.99,,1.04,0.88,0.91,0.98,        293.0802,        293.0803,        293.0803,1054.1,1054.1,1054.1,1087.5,1087.5,1087.5,0.9,-23.46,1.98,6.18,0.0641,0.00,0.06,87.7,0.0,KOI-284,,,Lyr,G,0.92,1.04,5921.0,1.204211,0.000,0.000,11.8,264.79,18.8824,41.3430,-32.9,8.6963,4,0,0.816,1.917,-2.37,-0.17,-1.15,0.27,0.00,0.00,0.00,0.30,0,0,0,1,transit,2015
KOI-284.04,,284.04,Hot,Terran,rocky-iron,metals-rich,non-habitable,,1.35,,1.14,0.91,1.04,1.09,        6.282770,        6.282770,        6.282770,403.4,403.4,403.4,438.2,438.2,438.2,1.2,-19.46,2.17,110.29,0.4378,0.00,0.44,90.0,0.0,KOI-284,,,Lyr,G,0.92,1.04,5921.0,1.204211,0.000,0.000,11.8,264.79,18.8824,41.3430,-28.7,1.2721,4,0,0.816,1.917,-1.69,-0.17,-0.68,0.35,0.00,0.00,0.00,0.48,0,0,0,0,transit,2015
KOI-285.01,Kepler-92 b,285.01,Hot,Neptunian,gas,metals-rich,non-habitable,,9.10,,3.58,0.20,0.71,1.59,        216.8497,        216.8497,        216.8497,977.7,977.7,977.7,,,,1.8,-25.82,6.81,13.75,0.1194,0.00,0.12,87.7,0.0,KOI-285,,,Lyr,G,1.21,1.70,5871.0,3.091487,0.000,0.000,11.6,377.81,19.2724,41.5630,-32.6,7.6066,3,0,1.312,3.084,-2.35,2.76,-0.74,0.21,,0.00,0.00,0.19,0,0,0,1,transit,2015
KOI-285.02,Kepler-92 c,285.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,21.07,,2.37,1.58,3.75,2.98,        89.35967,        89.35967,        89.35968,783.3,783.3,783.3,832.3,832.3,832.3,33.3,-23.96,4.51,26.72,0.1860,0.00,0.19,89.4,0.0,KOI-285,,,Lyr,G,1.21,1.70,5871.0,3.091487,0.000,0.000,11.6,377.81,19.2724,41.5630,-31.6,4.8808,3,0,1.312,3.084,-2.27,-0.12,0.33,0.30,0.00,0.00,0.00,0.25,0,0,0,1,transit,2015
KOI-285.03,Kepler-92 d,285.03,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,10.10,,1.99,1.28,2.55,2.25,        39.40408,        39.40408,        39.40409,638.3,638.3,638.3,683.3,683.3,683.3,12.9,-22.68,3.78,49.36,0.2801,0.00,0.28,90.0,0.0,KOI-285,,,Lyr,G,1.21,1.70,5871.0,3.091487,0.000,0.000,11.6,377.81,19.2724,41.5630,-30.7,3.2405,3,0,1.312,3.084,-2.16,-0.13,-0.01,0.32,0.00,0.00,0.00,0.29,0,0,0,1,transit,2015
KOI-289.01,,289.01,Hot,Neptunian,gas,metals-rich,non-habitable,,4.95,,2.94,0.19,0.57,1.30,        63.03964,        63.03965,        63.03966,717.9,717.9,717.9,,,,1.0,-24.05,5.59,26.63,0.1813,0.00,0.18,90.0,0.0,KOI-289,,,Lyr,G,1.12,1.36,5951.0,2.072094,0.000,0.000,12.7,531.70,18.8630,47.5749,-31.3,3.9896,2,0,1.069,2.508,-2.23,2.52,-0.79,0.22,,0.00,0.00,0.23,0,0,0,0,transit,2015
KOI-289.02,,289.02,Hot,Jovian,gas,hydrogen-rich,non-habitable,,75.84,,7.18,0.20,1.47,3.25,        2.532749,        2.532750,        2.532750,321.4,321.4,321.4,,,,15.5,-22.49,13.68,296.64,0.9045,0.00,0.90,90.0,0.0,KOI-289,,,Lyr,G,1.12,1.36,5951.0,2.072094,0.000,0.000,12.7,531.70,18.8630,47.5749,-27.7,0.7995,2,0,1.069,2.508,-1.23,4.57,1.78,0.17,,0.00,0.00,0.38,0,0,0,0,transit,2015
KOI-291.01,Kepler-133 c,291.01,Hot,Neptunian,gas,metals-rich,non-habitable,,4.95,,2.94,0.19,0.57,1.30,        51.52042,        51.52042,        51.52042,682.6,682.6,682.6,,,,1.0,-23.83,5.59,31.52,0.1952,0.00,0.20,88.2,0.0,KOI-291,,,Cyg,G,1.00,1.50,5588.0,1.963085,0.000,0.000,12.8,542.04,19.8185,48.3203,-31.0,4.0906,2,0,1.063,2.519,-2.19,2.52,-0.77,0.23,,0.00,0.00,0.24,0,0,0,1,transit,2015
KOI-291.02,Kepler-133 b,291.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,7.91,,1.87,1.21,2.26,2.06,        313.7517,        313.7517,        313.7518,1072.2,1072.2,1072.2,1115.9,1115.9,1115.9,9.6,-24.81,3.55,8.13,0.0791,0.00,0.08,88.8,0.0,KOI-291,,,Cyg,G,1.00,1.50,5588.0,1.963085,0.000,0.000,12.8,542.04,19.8185,48.3203,-33.0,10.1055,2,0,1.063,2.519,-2.35,-0.14,-0.52,0.29,0.00,0.00,0.00,0.27,0,0,0,1,transit,2015
KOI-292.01,Kepler-97 b,292.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,4.40,,1.60,1.08,1.72,1.66,        744.4210,        744.4211,        744.4212,1330.8,1330.8,1330.8,1371.4,1371.4,1371.4,4.7,-25.41,3.04,2.59,0.0357,0.00,0.04,81.9,0.0,KOI-292,,,Cyg,G,0.91,0.97,5802.0,0.948757,0.000,0.000,12.9,380.99,19.1551,48.6734,-33.9,14.4584,1,0,0.730,1.719,-2.40,-0.15,-0.85,0.28,0.00,0.00,0.00,0.28,0,0,0,1,transit,2015
KOI-294.01,,294.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,9.90,,1.98,1.28,2.52,2.24,        27.73661,        27.73662,        27.73662,584.7,584.7,584.7,629.5,629.5,629.5,12.6,-22.29,3.76,34.44,0.2038,0.00,0.20,90.0,0.0,KOI-294,,,Cyg,F,0.95,0.96,6100.0,1.152025,0.000,0.000,12.7,383.41,19.8846,48.9167,-30.4,2.5183,1,0,0.790,1.847,-2.11,-0.13,0.06,0.32,0.00,0.00,0.00,0.30,0,0,0,0,transit,2015
KOI-295.01,Kepler-134 b,295.01,Hot,Neptunian,gas,no-atmosphere,non-habitable,,3.25,,2.58,0.19,0.49,1.12,        689.2625,        689.2625,        689.2626,1305.4,1305.4,1305.4,,,,0.6,-26.37,4.90,5.32,0.0644,0.00,0.06,89.4,0.0,KOI-295,,,Dra,F,1.26,1.53,6068.0,2.858620,0.000,0.000,12.3,514.45,18.9826,49.5984,-33.9,12.7118,2,0,1.247,2.917,-2.42,2.42,-1.13,0.22,,0.00,0.00,0.23,0,0,0,1,transit,2015
KOI-295.02,Kepler-134 c,295.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,4.72,,1.63,1.09,1.77,1.70,        292.8481,        292.8481,        292.8482,1053.9,1053.9,1053.9,1094.9,1094.9,1094.9,5.1,-24.44,3.10,10.11,0.0988,0.00,0.10,89.4,0.0,KOI-295,,,Dra,F,1.26,1.53,6068.0,2.858620,0.000,0.000,12.3,514.45,18.9826,49.5984,-32.9,8.2760,2,0,1.247,2.917,-2.37,-0.15,-0.72,0.29,0.00,0.00,0.00,0.28,0,0,0,1,transit,2015
KOI-296.01,,296.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,14.95,,2.19,1.42,3.12,2.61,        39.44281,        39.44281,        39.44282,638.5,638.5,638.5,685.6,685.6,685.6,21.3,-22.89,4.16,28.86,0.1836,0.00,0.18,90.0,0.0,KOI-296,,,Dra,F,0.99,1.04,6084.0,1.329576,0.000,0.000,12.9,464.23,19.0028,50.0754,-30.7,3.0190,1,0,0.849,1.987,-2.17,-0.13,0.27,0.31,0.00,0.00,0.00,0.28,0,0,0,0,transit,2015
KOI-297.01,,297.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,3.41,,1.49,1.03,1.53,1.51,        547.6812,        547.6813,        547.6815,1232.5,1232.5,1232.5,1271.8,1271.8,1271.8,3.5,-24.92,2.83,5.65,0.0642,0.00,0.06,90.0,0.0,KOI-297,,,Dra,F,1.10,1.27,6292.0,2.257345,0.000,0.000,12.2,428.35,19.0831,50.2424,-33.6,10.5320,1,0,1.093,2.545,-2.42,-0.15,-0.90,0.28,0.00,0.00,0.00,0.28,0,0,0,0,transit,2015
KOI-298.01,,298.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,6.14,,1.75,1.15,2.01,1.87,        48.09153,        48.09153,        48.09154,670.9,670.9,670.9,713.3,713.3,713.3,7.0,-22.62,3.33,19.96,0.1443,0.00,0.14,88.2,0.0,KOI-298,,,Cyg,G,1.00,1.00,5780.0,1.001385,0.000,0.000,12.7,363.91,19.3663,52.0555,-31.0,3.6938,2,0,0.751,1.769,-2.19,-0.14,-0.33,0.31,0.00,0.00,0.00,0.29,0,0,0,0,transit,2015
KOI-298.02,,298.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,5.27,,1.68,1.11,1.87,1.77,        11.76063,        11.76063,        11.76064,471.8,471.8,471.8,513.4,513.4,513.4,5.9,-20.99,3.19,57.38,0.2918,0.00,0.29,89.4,0.0,KOI-298,,,Cyg,G,1.00,1.00,5780.0,1.001385,0.000,0.000,12.7,363.91,19.3663,52.0555,-29.4,1.8264,2,0,0.751,1.769,-1.90,-0.15,-0.15,0.34,0.00,0.00,0.00,0.38,0,0,0,0,transit,2015
KOI-299.01,Kepler-98 b,299.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,7.13,,1.82,1.18,2.15,1.98,        1010.060,        1010.061,        1010.061,1436.3,1436.3,1436.3,1479.4,1479.4,1479.4,8.4,-26.03,3.46,1.54,0.0260,0.00,0.03,74.5,0.0,KOI-299,,,Lyr,G,0.99,0.89,5580.0,0.682801,0.000,0.000,12.9,327.24,19.0441,37.9645,-34.3,18.2370,1,0,0.627,1.487,-2.40,-0.14,-0.72,0.28,0.00,0.00,0.00,0.26,0,0,0,1,transit,2015
KOI-301.01,Kepler-135 b,301.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,5.75,,1.72,1.13,1.95,1.83,        464.0381,        464.0382,        464.0384,1182.5,1182.5,1182.5,1224.5,1224.5,1224.5,6.5,-25.06,3.27,6.00,0.0686,0.00,0.07,89.4,0.0,KOI-301,,,Lyr,F,1.19,1.21,6388.0,2.183745,0.000,0.000,12.7,541.60,19.3663,38.7955,-33.4,9.4026,2,0,1.069,2.485,-2.41,-0.15,-0.70,0.28,0.00,0.00,0.00,0.27,0,0,0,1,transit,2015
KOI-301.02,Kepler-135 c,301.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.09,,1.07,0.89,0.95,1.01,        196.5716,        196.5716,        196.5716,953.9,953.9,953.9,987.8,987.8,987.8,1.0,-23.08,2.03,11.45,0.1054,0.00,0.11,88.8,0.0,KOI-301,,,Lyr,F,1.19,1.21,6388.0,2.183745,0.000,0.000,12.7,541.60,19.3663,38.7955,-32.5,6.1158,2,0,1.069,2.485,-2.36,-0.17,-1.10,0.28,0.00,0.00,0.00,0.30,0,0,0,1,transit,2015
KOI-302.01,,302.01,Hot,Neptunian,gas,metals-rich,non-habitable,,24.39,,4.97,0.20,0.99,2.22,        179.4226,        179.4226,        179.4227,932.4,932.4,932.4,,,,4.8,-26.33,9.46,24.85,0.1887,0.00,0.19,88.2,0.0,KOI-302,,,Cyg,F,1.45,1.74,6956.0,6.388826,0.000,0.000,12.1,681.13,19.7073,38.7357,-32.4,4.9268,1,0,1.772,4.091,-2.37,3.41,-0.33,0.19,,0.00,0.00,0.16,0,0,0,0,transit,2015
KOI-303.01,,303.01,Hot,Neptunian,gas,metals-rich,non-habitable,,4.58,,2.87,0.19,0.56,1.26,        12.00336,        12.00336,        12.00336,474.2,474.2,474.2,,,,0.9,-22.19,5.46,60.93,0.2880,0.00,0.29,90.0,0.0,KOI-303,,,Cyg,G,0.86,1.06,5598.0,0.995607,0.000,0.000,12.2,285.91,19.5784,41.2954,-29.4,1.9671,1,0,0.757,1.792,-1.91,2.50,-0.61,0.24,,0.00,0.00,0.31,0,0,0,0,transit,2015
